Statefip	County	SMSA	tract1	jurcode	borderno	block1	tierno	oddshape	tracks	pairno	pop_tot_block	flaggq	perund18	pernoplumb	persingfam	valprm	lnvalprm	house_ownocc	rentprm	lnrentprm	perblack	house_rent	peroo
39	35	Cleveland	1013	cleveloh	24	111	1			1	147	0	0.1	0.011494253	0.045977011	.	.	5	110.4377104	4.704451656	0	71	0.065789474
39	35	Cleveland	1194	cleveloh	25	101	1			1	23	0	0	0	1	25031.28911	10.12788189	11	.	.	0	1	0.916666667
39	35	Cleveland	1413	cleheioh	25	111	1			1	178	1	0.13	0	0.352941176	23771.98302	10.07626298	15	191.38322	5.254277805	0	34	0.306122449
39	35	Cleveland	1413	cleheioh	25	114	1			1	19	0	0.58	0	0	.	.	0	.	.	.	0	.
39	35	Cleveland	1413	cleheioh	25	201	1			1	43	0	0.35	0	1	23664.63827	10.07173716	11	.	.	0	1	0.916666667
39	35	Cleveland	1413	cleheioh	25	202	1			1	7	0	0.57	0	0	.	.	0	.	.	.	0	.
39	35	Cleveland	1606	lakewooh	24	101	1			1	2685	0	0.05	0.004214963	0.014752371	22834.96732	10.03604829	16	303.4920635	5.71535546	0	1681	0.009428403
39	35	Cleveland	1606	lakewooh	24	104	1			1	975	0	0.04	0.002770083	0.01800554	21792.71709	9.989331114	12	186.6666667	5.229324495	0	679	0.017366136
39	35	Cleveland	1606	lakewooh	24	105	1			1	110	0	0.08	0	0	.	.	1	134.502924	4.901585938	0	71	0.013888889
39	35	Cleveland	1606	lakewooh	24	106	2			1	746	1	0.08	0.002141328	0.00856531	.	.	6	160.960961	5.081161857	0.009864253	436	0.013574661
39	35	Cleveland	1606	lakewooh	24	107	6			1	314	1	0.24	0.073170732	0.317073171	19098.54851	9.857367617	53	114.4208038	4.739882914	0	61	0.464912281
39	35	Cleveland	1606	lakewooh	24	201	5			1	318	0	0.15	0	0.101123596	10864.67374	9.293271864	17	141.9753086	4.95565316	0	158	0.097142857
39	35	Cleveland	1606	lakewooh	24	202	4			1	110	0	0.34	0	0.257142857	12254.90196	9.413681296	14	82.53968254	4.413279178	0	20	0.411764706
39	35	Cleveland	1606	lakewooh	24	203	3			1	248	0	0.23	0.008849558	0.053097345	.	.	44	105.0505051	4.654441235	0	66	0.4
39	35	Cleveland	1606	lakewooh	24	204	2			1	313	0	0.12	0	0.022123894	.	.	12	217.7777778	5.383475175	0	171	0.06557377
39	35	Cleveland	1606	lakewooh	24	205	2			1	69	0	0.23	0.028571429	0.2	9771.777563	9.187253669	10	105.4263566	4.658012667	0	23	0.303030303
39	35	Cleveland	1606	lakewooh	24	206	1			1	63	0	0.29	0	0.173913043	.	.	6	93.51851852	4.538159476	0	16	0.272727273
39	35	Cleveland	1606	lakewooh	24	302	2			1	399	0	0.24	0	0.065420561	10522.87582	9.261306816	14	186.6666667	5.229324495	0	189	0.068965517
39	35	Cleveland	1606	lakewooh	24	303	3			1	114	0	0.28	0	0.195121951	9835.045129	9.193707319	10	88	4.477336814	0	31	0.243902439
39	35	Cleveland	1606	lakewooh	24	304	4			1	100	0	0.38	0.03030303	0.303030303	10435.36058	9.252955374	14	88.88888889	4.48738715	0	19	0.424242424
39	35	Cleveland	1606	lakewooh	24	305	5			1	269	0	0.29	0.055555556	0.342592593	9863.339275	9.196580059	30	128.5285285	4.856150892	0	77	0.280373832
39	35	Cleveland	1606	lakewooh	24	401	6			1	166	0	0.27	0.01369863	0.191780822	10663.91469	9.274620862	21	127.3273273	4.846761151	0	51	0.291666667
39	35	Cleveland	1606	lakewooh	24	402	7			1	173	0	0.32	0.016129032	0.451612903	11121.82578	9.316664743	29	125.7452575	4.834258094	0	33	0.467741935
39	35	Cleveland	1606	lakewooh	24	403	8			1	335	0	0.31	0.015625	0.4296875	10900.63144	9.296575997	62	119.6581197	4.784638674	0	59	0.512396694
39	35	Cleveland	1606	lakewooh	24	504	8			1	239	0	0.29	0	0.32967033	15493.41048	9.648170082	35	94.98910675	4.553762219	0	53	0.397727273
39	35	Cleveland	1606	lakewooh	24	505	6			1	410	1	0.26	0.010928962	0.202185792	15151.51515	9.625855816	50	135.7357357	4.910709876	0	130	0.277777778
8	5	Denver	72	auroraco	69	410	8			1	45	0	0.29	0	1	11675.57932	9.365254702	11	.	.	0	4	0.733333333
8	5	Denver	72	auroraco	69	411	8			1	121	0	0.35	0	0.173913043	.	.	7	139.8373984	4.940480307	0	39	0.152173913
8	5	Denver	72	auroraco	69	412	7			1	430	0	0.04	0.011764706	0.058823529	17998.99447	9.798071173	224	151.3513514	5.019603964	0.003870968	24	0.903225806
8	5	Denver	72	auroraco	69	413	7			1	82	0	0.39	0	0.925925926	9304.113802	9.138211926	17	116.9590643	4.761823996	0	10	0.62962963
8	5	Denver	72	auroraco	69	414	6			1	91	0	0.42	0.038461538	0.769230769	9993.674889	9.209707661	15	116.7755991	4.760254137	0	11	0.576923077
8	5	Denver	72	auroraco	69	415	6			1	547	0	0.08	0.00310559	0.099378882	17806.04134	9.78729308	290	131.1653117	4.876458449	0	17	0.944625407
8	5	Denver	72	auroraco	69	501	5			1	65	0	0.26	0	1	11851.85185	9.380239409	18	.	.	0	4	0.818181818
8	5	Denver	72	auroraco	69	502	4			1	53	0	0.47	0	0.923076923	.	.	4	122.705314	4.80978566	0	9	0.307692308
8	5	Denver	72	auroraco	69	503	3			1	65	0	0.51	0	1	10431.37255	9.252573136	11	115.5555556	4.749751415	0	5	0.6875
8	5	Denver	72	auroraco	69	504	2			1	62	0	0.31	0	0.36	.	.	7	139.3939394	4.937304021	0	16	0.304347826
8	5	Denver	72	auroraco	69	505	1			1	73	0	0.22	0	0.411764706	.	.	0	140.952381	4.94842211	0	32	0
8	5	Denver	72	auroraco	69	506	1			1	164	0	0.08	0	0.191780822	.	.	2	191.2457912	5.253559466	0	64	0.03030303
8	5	Denver	72	auroraco	69	507	2			1	69	0	0.35	0	0.48	13285.31413	9.494414503	9	144.973545	4.976551277	0	15	0.375
8	5	Denver	72	auroraco	69	508	3			1	58	0	0.4	0	0.944444444	10870.31304	9.293790778	12	116.9082126	4.761389119	0	5	0.705882353
8	5	Denver	72	auroraco	69	509	4			1	64	0	0.41	0	1	12846.51792	9.460828074	12	108.1761006	4.683760461	0	6	0.666666667
8	5	Denver	72	auroraco	69	510	5			1	77	0	0.4	0	1	11351.90918	9.337141219	17	.	.	0	4	0.80952381
8	5	Denver	72	auroraco	69	511	4			1	44	0	0.3	0	1	12121.21212	9.402712265	10	.	.	0	4	0.714285714
8	5	Denver	72	auroraco	69	512	3			1	70	0	0.37	0	1	11690.71402	9.366550132	14	129.382716	4.862774803	0	6	0.7
8	5	Denver	72	auroraco	69	513	2			1	47	0	0.4	0	0.428571429	13365.34614	9.500420527	7	130.3030303	4.86986274	0.07	0	1
8	5	Denver	72	auroraco	69	514	1			1	26	0	0.31	0	0.384615385	.	.	4	135.5555556	4.90938156	0	7	0.363636364
8	5	Denver	73	auroraco	69	608	1			1	22	0	0.32	0	0.9	.	.	2	79.73856209	4.378753309	0	7	0.222222222
36	119	New York City	1502	yonkerny	31	106	2			1	475	0	0.25	0	0.026041667	.	.	10	16.70117322	2.81547897	0	179	0.052910053
36	119	New York City	1502	yonkerny	31	105	2			1	158	0	0.08	0.012345679	0.049382716	.	.	4	261.1111111	5.56494603	0.009480519	73	0.051948052
36	119	New York City	1502	yonkerny	31	107	1			1	916	0	0.21	0.008474576	0.028248588	21493.21267	9.975492474	32	222.2222222	5.403677882	0.009088319	319	0.091168091
36	119	New York City	1502	yonkerny	31	202	2			1	135	0	0.3	0	0.56097561	15088.06913	9.621659586	29	124.4444444	4.823859387	0	11	0.725
36	119	New York City	1502	yonkerny	31	203	2			1	140	0	0.32	0	0.636363636	18772.099	9.840126951	38	175.4385965	5.167289104	0	6	0.863636364
36	119	New York City	1502	yonkerny	31	201	1			1	205	0	0.24	0	0.275362319	21818.18182	9.99049893	33	124.6612466	4.825600031	0	34	0.492537313
36	119	New York City	1502	yonkerny	31	204	3			1	54	0	0.26	0	0.222222222	.	.	13	120.8888889	4.79487185	0	5	0.722222222
36	119	New York City	1502	yonkerny	31	206	2			1	224	0	0.26	0	0.155844156	18752.22816	9.83906786	38	122.4932249	4.808055722	0	39	0.493506494
36	119	New York City	1502	yonkerny	31	205	3			1	65	0	0.25	0	0.291666667	.	.	10	131.2169312	4.876851917	0	13	0.434782609
36	119	New York City	1502	yonkerny	31	302	4			1	294	0	0.32	0.011111111	0.266666667	17215.0216	9.753537631	48	132.2751323	4.884884089	0	40	0.545454545
36	119	New York City	1502	yonkerny	31	301	3			1	142	0	0.34	0	0.227272727	21889.48307	9.993761575	17	108.8888889	4.690327994	0	26	0.395348837
36	119	New York City	1502	yonkerny	31	303	5			1	75	0	0.23	0.041666667	0.583333333	16848.22077	9.732000338	17	134.5345345	4.901820928	0	7	0.708333333
36	119	New York City	1502	yonkerny	31	304	4			1	72	0	0.31	0	0.545454545	16072.00257	9.684834066	14	120.3252033	4.790198104	0	8	0.636363636
36	119	New York City	1502	yonkerny	31	306	6			1	158	0	0.31	0	0.377358491	16557.7342	9.714608595	30	121.6374269	4.801044709	0	20	0.6
36	119	New York City	1502	yonkerny	31	305	5			1	208	0	0.25	0.012658228	0.164556962	17218.13725	9.753718599	21	127.9461279	4.8516093	0	57	0.269230769
36	119	New York City	1502	yonkerny	31	308	6			1	80	0	0.24	0	0.357142857	16329.15461	9.700707416	15	143.8596491	4.968838165	0	13	0.535714286
36	119	New York City	1502	yonkerny	31	307	7			1	155	0	0.28	0	0.211538462	20915.03268	9.948223446	28	134.5345345	4.901820928	0	24	0.538461538
36	119	New York City	1503	yonkerny	31	101	1			1	69	0	0.61	1	0	.	.	0	78.63247863	4.364784828	0	10	0
36	119	New York City	1503	yonkerny	31	102	1			1	35	0	0.2	0	0	.	.	1	93.22493225	4.535015199	0	12	0.076923077
36	119	New York City	1503	yonkerny	31	103	1			1	21	0	0.29	0	0	.	.	1	84.84848485	4.440867135	0	8	0.111111111
36	119	New York City	1503	yonkerny	31	104	1			1	3	0	0	0	0	.	.	0	.	.	.	0	.
36	119	New York City	1503	yonkerny	31	105	1			1	90	0	0.3	0	0.193548387	.	.	4	83.19088319	4.421137765	0	27	0.129032258
6	.	Los Angeles	6505	torranca	13	101	1			1	298	0	0.16	0	0.172661871	25980.39216	10.16509738	105	203.8314176	5.317293268	0	34	0.755395683
6	.	Los Angeles	6505	torranca	13	102	1			1	19	0	0.63	0	0	.	.	0	.	.	.	0	.
6	.	Los Angeles	6505	torranca	13	103	1			1	181	0	0.4	0	0.631578947	20089.43928	9.907949547	33	271.2643678	5.603093872	0	22	0.6
6	.	Los Angeles	6505	torranca	13	104	1			1	237	0	0.33	0.0125	0.7	18881.62672	9.845944597	47	237.9084967	5.471886132	0	31	0.602564103
6	.	Los Angeles	6505	torranca	13	105	2			1	139	0	0.35	0	0.538461538	19237.88383	9.86463673	25	268.1481481	5.591539619	0	25	0.5
6	.	Los Angeles	6505	torranca	13	106	3			1	310	0	0.35	0	0.75257732	19108.7344	9.857900808	68	254.9019608	5.540879004	0	26	0.723404255
6	.	Los Angeles	6505	torranca	13	201	3			1	86	0	0.34	0	0.378378378	19155.35445	9.860337561	13	266.6666667	5.585999439	0	22	0.371428571
6	.	Los Angeles	6505	torranca	13	202	4			1	338	0	0.42	0	0.767676768	19251.3369	9.865335787	70	259.7222222	5.559612684	0	26	0.729166667
6	.	Los Angeles	6505	torranca	13	203	4			1	224	0	0.4	0	0.68115942	19535.2215	9.879974346	42	249.1582492	5.518088233	0.015294118	26	0.617647059
6	.	Los Angeles	6505	torranca	13	204	4			1	166	0	0.34	0	0.633333333	19454.05613	9.875810869	34	258.3333333	5.554250741	0.036315789	23	0.596491228
6	.	Los Angeles	6505	torranca	13	205	4			1	126	0	0.42	0	0.5	19825.70806	9.894734761	18	261.4379085	5.566196812	0	23	0.43902439
6	.	Los Angeles	6505	torranca	13	206	4			1	143	0	0.46	0	0.461538462	20606.06061	9.933340516	14	238.3838384	5.473882141	0.024864865	23	0.378378378
6	.	Los Angeles	6505	torranca	13	207	4			1	172	0	0.39	0	0.538461538	20334.05955	9.920052569	25	208.3333333	5.339139361	0	26	0.490196078
6	.	Los Angeles	6505	torranca	13	301	4			1	129	0	0.45	0	0.487804878	1960.784314	7.581099832	17	227.6422764	5.427775434	0	22	0.435897436
6	.	Los Angeles	6505	torranca	13	302	5			1	187	0	0.39	0.017241379	0.603448276	18094.25525	9.803349777	22	154.1371158	5.037842569	0	33	0.4
6	.	Los Angeles	6505	torranca	13	303	5			1	202	0	0.38	0	0.652173913	19311.87569	9.868475507	36	168.0216802	5.12409302	0	29	0.553846154
6	.	Los Angeles	6505	torranca	13	304	5			1	152	0	0.33	0	0.5	19747.89916	9.890802393	23	193.5802469	5.265692139	0	24	0.489361702
6	.	Los Angeles	6505	torranca	13	305	5			1	166	0	0.39	0	0.538461538	19825.70806	9.894734761	26	200	5.298317367	0	25	0.509803922
6	.	Los Angeles	6505	torranca	13	306	5			1	133	0	0.33	0	0.549019608	19680.46478	9.887381787	23	213.0718954	5.361629646	0	25	0.479166667
6	.	Los Angeles	6505	torranca	13	401	6			1	161	0	0.35	0.018181818	0.581818182	18231.85415	9.810925571	30	228.3524904	5.430890446	0	24	0.555555556
6	.	Los Angeles	6505	torranca	13	402	5			1	155	0	0.39	0	0.568627451	19535.2215	9.879974346	26	187.654321	5.234601552	0	25	0.509803922
6	.	Los Angeles	6505	torranca	13	403	5			1	279	0	0.45	0	0.697368421	19317.35657	9.868759275	47	239.039039	5.476626882	0	28	0.626666667
6	.	Los Angeles	6505	torranca	13	404	5			1	184	0	0.38	0.017241379	0.620689655	20512.82051	9.928805361	31	184.7953216	5.219248843	0	26	0.543859649
6	.	Los Angeles	6505	torranca	13	405	4			1	100	0	0.44	0	0.34375	23529.41176	10.06600648	9	256.4102564	5.546778726	0	20	0.310344828
6	.	Los Angeles	6505	torranca	13	406	4			1	433	0	0.42	0	0.813559322	19825.70806	9.894734761	87	210.298103	5.348526062	0	29	0.75
6	.	Los Angeles	6505	torranca	13	501	3			1	146	0	0.4	0	0.541666667	20448.17927	9.925649124	24	229.6296296	5.436467705	0	23	0.510638298
6	.	Los Angeles	6505	torranca	13	502	2			1	137	0	0.31	0	0.56	19257.70308	9.86566642	25	275.2688172	5.617748137	0	23	0.520833333
6	.	Los Angeles	6505	torranca	13	503	3			1	156	0	0.46	0	0.511111111	21013.68849	9.952929337	21	230.4909561	5.440211626	0	22	0.488372093
6	.	Los Angeles	6505	torranca	13	504	2			1	174	0	0.4	0	0.547169811	19607.84314	9.883684925	29	254.1310541	5.537850095	0	23	0.557692308
6	.	Los Angeles	6505	torranca	13	505	1			1	150	0	0.43	0	0.52173913	20421.75361	9.924355965	21	217.6638177	5.382951752	0	24	0.466666667
6	.	Los Angeles	6505	torranca	13	506	1			1	347	0	0.21	0.013071895	0.235294118	18277.31092	9.813415729	27	245.6790123	5.504025856	0	117	0.1875
6	.	Los Angeles	6505	torranca	13	507	2			1	177	0	0.37	0	0.631578947	20347.76175	9.920726197	31	230.1994302	5.438946021	0	25	0.553571429
6	.	Los Angeles	6505	torranca	13	601	4			1	188	0	0.32	0	0.671641791	20178.25312	9.912360725	40	281.4814815	5.64006666	0	26	0.606060606
6	.	Los Angeles	6505	torranca	13	602	4			1	242	0	0.44	0	0.676470588	19817.92717	9.89434222	40	225.3229974	5.417534917	0	28	0.588235294
6	.	Los Angeles	6505	torranca	13	603	4			1	292	1	0.49	0	0.693333333	19747.89916	9.890802393	47	233.6182336	5.453688303	0	27	0.635135135
6	.	Los Angeles	6505	torranca	13	604	4			1	123	0	0.44	0	0.432432432	19607.84314	9.883684925	15	237.4603175	5.470000525	0	21	0.416666667
6	.	Los Angeles	6505	torranca	13	605	4			1	205	0	0.38	0	0.6875	19317.35657	9.868759275	33	205.1282051	5.323635175	0	29	0.532258065
6	.	Los Angeles	6505	torranca	13	809	1	Y		1	412	0	0.46	0	1	23865.54622	10.08019112	98	.	.	0	1	0.98989899
