Statefip	County	SMSA	Tract	Jurcode	Borderno	Block	tierno	oddshape	tracks	pairno	pop_tot_block	flaggq	perund18	pernoplumb	persingfam	peroo	valprm	lnvalprm	ct4_ooval	rentprm	lnrentprm	perblack	av_rooms_oo	av_value	av_rooms_rt	av_rent	ct2_occ
39	61	Cincinnati	0226	wyominoh	68	502	7			1	39	0	0.33	0	0.769230769	0.846153846	20773.71489	9.941443759	11	.	.	0	7.4	39200	0	0	13
39	61	Cincinnati	0226	wyominoh	68	503	6	Y		1	74	0	0.43	0	0.9	0.85	16742.08145	9.725680676	17	.	.	0	7.8	33300	0	0	20
39	61	Cincinnati	0226	wyominoh	68	504	5			1	48	0	0.33	0	0.722222222	0.777777778	18558.40928	9.828678296	14	.	.	0	7.1	33600	0	0	18
39	61	Cincinnati	0226	wyominoh	68	505	4			1	63	0	0.27	0	0.904761905	0.904761905	16839.67705	9.73149311	19	.	.	0	6.8	29200	0	0	21
39	61	Cincinnati	0226	wyominoh	68	506	2			1	74	0	0.31	0	0.793103448	0.896551724	14014.78624	9.547868211	26	.	.	0	6.1	21800	0	0	29
39	61	Cincinnati	0226	wyominoh	68	708	8			1	74	0	0.38	0	0.6	0.45	15421.8991	9.643543798	9	116.96	4.761823996	0	8.9	35000	5.7	150	20
39	35	Cleveland	1011	cleveloh	24	305	6			1	743	0	0.12	0.006802721	0.054421769	0.095238095	12490.92229	9.432757443	42	163.81	5.098704313	0.017975904	5.4	17200	3.5	129	441
39	35	Cleveland	1011	cleveloh	24	402	8			1	245	0	0.31	0	0.1625	0.375	14063.55646	9.551342082	30	89.76	4.497143325	0	5.8	20800	5.1	103	80
39	35	Cleveland	1011	cleveloh	24	403	7			1	228	0	0.34	0.025641026	0.153846154	0.41025641	12628.78033	9.443733641	32	91.50	4.516374687	0	5.9	19000	5.1	105	78
39	35	Cleveland	1011	cleveloh	24	404	6			1	167	0	0.35	0	0.274509804	0.549019608	12377.45098	9.423631627	28	91.15	4.512493071	0	6.4	20200	5.9	121	51
39	35	Cleveland	1011	cleveloh	24	405	5			1	70	0	0.41	0.052631579	0.473684211	0.684210526	9750.927398	9.185117677	13	73.15	4.292486811	0	7.4	18400	4.8	79	19
39	35	Cleveland	1011	cleveloh	24	406	5			1	66	0	0.21	0.037037037	0	0.148148148	.	.	4	105.68	4.660406314	0	0	0	4.5	107	27
39	35	Cleveland	1011	cleveloh	24	407	4			1	30	0	0.1	0	0	0	.	.	0	98.87	4.593767554	0	0	0	4.9	109	18
39	35	Cleveland	1011	cleveloh	24	408	4			1	82	0	0.37	0.095238095	0.476190476	0.523809524	9422.657952	9.150872488	11	96.73	4.571944538	0	7.2	17300	5.1	111	21
39	35	Cleveland	1011	cleveloh	24	501	3			1	111	0	0.26	0	0.166666667	0.261904762	9031.491384	9.108472792	11	103.42	4.638786797	0	6.6	15200	5.2	121	42
39	35	Cleveland	1011	cleveloh	24	502	2			1	199	0	0.3	0.04109589	0.232876712	0.273972603	11622.10339	9.360664028	20	92.67	4.529059847	0	5.5	16300	4.7	98	73
39	35	Cleveland	1011	cleveloh	24	503	2			1	107	0	0.32	0	0.424242424	0.666666667	8678.881389	9.068647927	22	85.47	4.448166437	0	6.1	13500	5.2	100	33
39	35	Cleveland	1011	cleveloh	24	504	1			1	53	0	0.21	0	0.238095238	0.333333333	13637.69388	9.520592847	7	71.11	4.264243599	0	6.7	23300	5	80	21
39	35	Cleveland	1011	cleveloh	24	505	1			1	76	0	0.18	0.052631579	0.368421053	0.236842105	13512.87503	9.511398216	9	109.21	4.693239205	0	8.3	28600	3.5	86	38
39	35	Cleveland	1011	cleveloh	24	506	3			1	297	0	0.16	0.06547619	0.053571429	0.071428571	12110.72664	9.401846838	12	219.53	5.391482609	0	6.8	21000	3.3	163	168
39	35	Cleveland	1011	cleveloh	24	601	4			1	352	1	0.1	0.01980198	0.00990099	0.004950495	.	.	1	140.95	4.94842211	0.00994898	0	0	3.5	111	202
39	35	Cleveland	1011	cleveloh	24	602	6			1	485	0	0.1	0.01056338	0.102112676	0.091549296	17647.05882	9.77832441	26	142.94	4.96244555	0	7.4	33300	3.7	119	284
39	35	Cleveland	1011	cleveloh	24	605	6			1	99	0	0.25	0	1	0.96875	21176.47059	9.960645966	31	.	.	0	8	43200	0	0	32
39	35	Cleveland	1011	cleveloh	24	606	3			1	86	0	0.3	0	1	0.965517241	21666.66667	9.98353026	28	.	.	0	8	44200	0	0	29
39	35	Cleveland	1011	cleveloh	24	701	1			1	32	0	0.19	0	1	0.857142857	30065.35948	10.31112894	12	.	.	0	6.3	48300	0	0	14
39	35	Cleveland	1011	cleveloh	24	702	1			1	159	1	0.21	0	0.962962963	0.925925926	24294.59589	10.09800921	50	.	.	0	8.2	50800	0	0	54
39	35	Cleveland	1011	cleveloh	24	703	3			1	50	0	0.3	0	0.941176471	0.882352941	19838.52364	9.895380965	15	.	.	0	8.5	43000	0	0	17
39	35	Cleveland	1013	cleveloh	24	101	6			1	45	0	0.29	0	0.058823529	0.470588235	.	.	8	91.50	4.516374687	0	5.3	0	5.1	105	17
39	35	Cleveland	1013	cleveloh	24	105	5			1	101	0	0.21	0	0	0.016393443	.	.	1	109.88	4.699357401	0	0	0	3.6	89	61
39	35	Cleveland	1013	cleveloh	24	106	5			1	103	0	0.28	0	0.457142857	0.571428571	8650.519031	9.065374602	20	80.00	4.382026635	0	6.8	15000	5.5	99	35
39	35	Cleveland	1013	cleveloh	24	107	4			1	166	0	0.21	0	0.243589744	0.217948718	9855.521156	9.195787101	17	112.91	4.726616839	0	7.6	19100	3.7	94	78
39	35	Cleveland	1013	cleveloh	24	108	4			1	161	0	0.16	0	0.011235955	0.011235955	.	.	1	137.14	4.921023135	0	0	0	3.5	108	89
39	35	Cleveland	1013	cleveloh	24	109	3			1	258	0	0.23	0	0.221311475	0.286885246	9897.29225	9.200016489	35	140.50	4.945220244	0	6.3	15900	3.1	98	122
39	35	Cleveland	1013	cleveloh	24	110	2			1	131	0	0.24	0	0.166666667	0.3	10235.95879	9.233662171	18	128.40	4.85511193	0	5.9	15400	3.6	104	60
39	35	Cleveland	1013	cleveloh	24	111	1			1	147	0	0.1	0.011494253	0.045977011	0.057471264	.	.	5	110.44	4.704451656	0	7	0	3.3	82	87
39	35	Cleveland	1194	cleveloh	25	101	1			1	23	0	0	0	1	0.916666667	25031.28911	10.12788189	11	.	.	0	9.4	60000	0	0	12
39	35	Cleveland	1413	cleheioh	25	111	1			1	178	1	0.13	0	0.352941176	0.294117647	23771.98302	10.07626298	15	191.38	5.254277805	0	9.7	58800	4.9	211	51
39	35	Cleveland	1413	cleheioh	25	114	1			1	19	0	0.58	0	0	0	.	.	0	.	.	.	0	0	0	0	4
39	35	Cleveland	1413	cleheioh	25	201	1			1	43	0	0.35	0	1	0.916666667	23664.63827	10.07173716	11	.	.	0	8.7	52500	0	0	12
39	35	Cleveland	1413	cleheioh	25	202	1			1	7	0	0.57	0	0	0	.	.	0	.	.	.	0	0	0	0	1
39	35	Cleveland	1606	lakewooh	24	101	1			1	2685	0	0.05	0.004214963	0.014752371	0.008429926	22834.96732	10.03604829	16	303.49	5.71535546	0	9.6	55900	3.5	239	1898
39	35	Cleveland	1606	lakewooh	24	104	1			1	975	0	0.04	0.002770083	0.01800554	0.016620499	21792.71709	9.989331114	12	186.67	5.229324495	0	7	38900	3.5	147	722
39	35	Cleveland	1606	lakewooh	24	105	1			1	110	0	0.08	0	0	0.0125	.	.	1	134.50	4.901585938	0	0	0	3.8	115	80
39	35	Cleveland	1606	lakewooh	24	106	2			1	746	1	0.08	0.002141328	0.00856531	0.012847966	.	.	6	160.96	5.081161857	0.009864253	6	0	3.7	134	467
39	35	Cleveland	1606	lakewooh	24	107	6			1	314	1	0.24	0.073170732	0.317073171	0.430894309	19098.54851	9.857367617	53	114.42	4.739882914	0	7.7	37500	4.7	121	123
39	35	Cleveland	1606	lakewooh	24	201	5			1	318	0	0.15	0	0.101123596	0.095505618	10864.67374	9.293271864	17	141.98	4.95565316	0	6.1	16900	3.6	115	178
39	35	Cleveland	1606	lakewooh	24	202	4			1	110	0	0.34	0	0.257142857	0.4	12254.90196	9.413681296	14	82.54	4.413279178	0	5.6	17500	4.9	91	35
39	35	Cleveland	1606	lakewooh	24	203	3			1	248	0	0.23	0.008849558	0.053097345	0.389380531	.	.	44	105.05	4.654441235	0	4.7	0	4.4	104	113
39	35	Cleveland	1606	lakewooh	24	204	2			1	313	0	0.12	0	0.022123894	0.053097345	.	.	12	217.78	5.383475175	0	5.5	0	3	147	226
39	35	Cleveland	1606	lakewooh	24	205	2			1	69	0	0.23	0.028571429	0.2	0.285714286	9771.777563	9.187253669	10	105.43	4.658012667	0	6.1	15200	4.3	102	35
39	35	Cleveland	1606	lakewooh	24	206	1			1	63	0	0.29	0	0.173913043	0.260869565	.	.	6	93.52	4.538159476	0	6.5	0	4.8	101	23
39	35	Cleveland	1606	lakewooh	24	302	2			1	399	0	0.24	0	0.065420561	0.065420561	10522.87582	9.261306816	14	186.67	5.229324495	0	6	16100	3	126	214
39	35	Cleveland	1606	lakewooh	24	303	3			1	114	0	0.28	0	0.195121951	0.243902439	9835.045129	9.193707319	10	88.00	4.477336814	0	6.3	15800	5	99	41
39	35	Cleveland	1606	lakewooh	24	304	4			1	100	0	0.38	0.03030303	0.303030303	0.424242424	10435.36058	9.252955374	14	88.89	4.48738715	0	5.9	15700	5.1	102	33
39	35	Cleveland	1606	lakewooh	24	305	5			1	269	0	0.29	0.055555556	0.342592593	0.277777778	9863.339275	9.196580059	30	128.53	4.856150892	0	6.6	16600	3.7	107	108
39	35	Cleveland	1606	lakewooh	24	401	6			1	166	0	0.27	0.01369863	0.191780822	0.287671233	10663.91469	9.274620862	21	127.33	4.846761151	0	5.7	15500	3.7	106	73
39	35	Cleveland	1606	lakewooh	24	402	7			1	173	0	0.32	0.016129032	0.451612903	0.467741935	11121.82578	9.316664743	29	125.75	4.834258094	0	6.1	17300	4.1	116	62
39	35	Cleveland	1606	lakewooh	24	403	8			1	335	0	0.31	0.015625	0.4296875	0.484375	10900.63144	9.296575997	62	119.66	4.784638674	0	5.9	16400	3.9	105	128
39	35	Cleveland	1606	lakewooh	24	504	8			1	239	0	0.29	0	0.32967033	0.384615385	15493.41048	9.648170082	35	94.99	4.553762219	0	6.1	24100	5.1	109	91
39	35	Cleveland	1606	lakewooh	24	505	6			1	410	1	0.26	0.010928962	0.202185792	0.273224044	15151.51515	9.625855816	50	135.74	4.910709876	0	6.6	25500	3.7	113	183
8	5	Denver	72	auroraco	69	410	8			1	45	0	0.29	0	1	0.733333333	11675.57932	9.365254702	11	.	.	0	4.4	13100	0	0	15
8	5	Denver	72	auroraco	69	411	8			1	121	0	0.35	0	0.173913043	0.152173913	.	.	7	139.84	4.940480307	0	5.3	0	4.1	129	46
8	5	Denver	72	auroraco	69	412	7			1	430	0	0.04	0.011764706	0.058823529	0.878431373	17998.99447	9.798071173	224	151.35	5.019603964	0.003870968	3.9	17900	3.7	126	255
8	5	Denver	72	auroraco	69	413	7			1	82	0	0.39	0	0.925925926	0.62962963	9304.113802	9.138211926	17	116.96	4.761823996	0	5.1	12100	3.8	100	27
8	5	Denver	72	auroraco	69	414	6			1	91	0	0.42	0.038461538	0.769230769	0.576923077	9993.674889	9.209707661	15	116.78	4.760254137	0	6.2	15800	5.1	134	26
8	5	Denver	72	auroraco	69	415	6			1	547	0	0.08	0.00310559	0.099378882	0.900621118	17806.04134	9.78729308	290	131.17	4.876458449	0	3.7	16800	4.1	121	322
8	5	Denver	72	auroraco	69	501	5			1	65	0	0.26	0	1	0.782608696	11851.85185	9.380239409	18	.	.	0	4.5	13600	0	0	23
8	5	Denver	72	auroraco	69	502	4			1	53	0	0.47	0	0.923076923	0.307692308	.	.	4	122.71	4.80978566	0	0	0	4.6	127	13
8	5	Denver	72	auroraco	69	503	3			1	65	0	0.51	0	1	0.6875	10431.37255	9.252573136	11	115.56	4.749751415	0	5	13300	5	130	16
8	5	Denver	72	auroraco	69	504	2			1	62	0	0.31	0	0.36	0.28	.	.	7	139.39	4.937304021	0	4.9	0	4.4	138	25
8	5	Denver	72	auroraco	69	505	1			1	73	0	0.22	0	0.411764706	0	.	.	0	140.95	4.94842211	0	0	0	3.5	111	34
8	5	Denver	72	auroraco	69	506	1			1	164	0	0.08	0	0.191780822	0.02739726	.	.	2	191.25	5.253559466	0	0	0	3.3	142	73
8	5	Denver	72	auroraco	69	507	2			1	69	0	0.35	0	0.48	0.36	13285.31413	9.494414503	9	144.97	4.976551277	0	4.9	16600	4.2	137	25
8	5	Denver	72	auroraco	69	508	3			1	58	0	0.4	0	0.944444444	0.666666667	10870.31304	9.293790778	12	116.91	4.761389119	0	5.7	15800	4.6	121	18
8	5	Denver	72	auroraco	69	509	4			1	64	0	0.41	0	1	0.666666667	12846.51792	9.460828074	12	108.18	4.683760461	0	5.8	19000	5.3	129	18
8	5	Denver	72	auroraco	69	510	5			1	77	0	0.4	0	1	0.772727273	11351.90918	9.337141219	17	.	.	0	5.7	16500	0	0	22
8	5	Denver	72	auroraco	69	511	4			1	44	0	0.3	0	1	0.714285714	12121.21212	9.402712265	10	.	.	0	5.5	17000	0	0	14
8	5	Denver	72	auroraco	69	512	3			1	70	0	0.37	0	1	0.7	11690.71402	9.366550132	14	129.38	4.862774803	0	5.3	15800	4.5	131	20
8	5	Denver	72	auroraco	69	513	2			1	47	0	0.4	0	0.428571429	0.5	13365.34614	9.500420527	7	130.30	4.86986274	0.07	4.9	16700	4.4	129	14
8	5	Denver	72	auroraco	69	514	1			1	26	0	0.31	0	0.384615385	0.307692308	.	.	4	135.56	4.90938156	0	0	0	4	122	13
8	5	Denver	73	auroraco	69	608	1			1	22	0	0.32	0	0.9	0.2	.	.	2	79.74	4.378753309	0	0	0	3.4	61	10
36	119	New York City	1502	yonkerny	31	106	2			1	475	0	0.25	0	0.026041667	0.052083333	.	.	10	16.70	2.81547897	0	4.4	0	32.2	121	192
36	119	New York City	1502	yonkerny	31	105	2			1	158	0	0.08	0.012345679	0.049382716	0.049382716	.	.	4	261.11	5.56494603	0.009480519	0	0	3.2	188	81
36	119	New York City	1502	yonkerny	31	107	1			1	916	0	0.21	0.008474576	0.028248588	0.09039548	21493.21267	9.975492474	32	222.22	5.403677882	0.009088319	5.2	28500	3.4	170	354
36	119	New York City	1502	yonkerny	31	202	2			1	135	0	0.3	0	0.56097561	0.707317073	15088.06913	9.621659586	29	124.44	4.823859387	0	5.9	22700	5	140	41
36	119	New York City	1502	yonkerny	31	203	2			1	140	0	0.32	0	0.636363636	0.863636364	18772.099	9.840126951	38	175.44	5.167289104	0	6.1	29200	3.8	150	44
36	119	New York City	1502	yonkerny	31	201	1			1	205	0	0.24	0	0.275362319	0.47826087	21818.18182	9.99049893	33	124.66	4.825600031	0	5.5	30600	4.1	115	69
36	119	New York City	1502	yonkerny	31	204	3			1	54	0	0.26	0	0.222222222	0.722222222	.	.	13	120.89	4.79487185	0	5.6	0	5	136	18
36	119	New York City	1502	yonkerny	31	206	2			1	224	0	0.26	0	0.155844156	0.493506494	18752.22816	9.83906786	38	122.49	4.808055722	0	5.5	26300	4.1	113	77
36	119	New York City	1502	yonkerny	31	205	3			1	65	0	0.25	0	0.291666667	0.416666667	.	.	10	131.22	4.876851917	0	4.9	0	4.2	124	24
36	119	New York City	1502	yonkerny	31	302	4			1	294	0	0.32	0.011111111	0.266666667	0.533333333	17215.0216	9.753537631	48	132.28	4.884884089	0	5.9	25900	4.2	125	90
36	119	New York City	1502	yonkerny	31	301	3			1	142	0	0.34	0	0.227272727	0.386363636	21889.48307	9.993761575	17	108.89	4.690327994	0	5.5	30700	4	98	44
36	119	New York City	1502	yonkerny	31	303	5			1	75	0	0.23	0.041666667	0.583333333	0.708333333	16848.22077	9.732000338	17	134.53	4.901820928	0	5.4	23200	3.7	112	24
36	119	New York City	1502	yonkerny	31	304	4			1	72	0	0.31	0	0.545454545	0.636363636	16072.00257	9.684834066	14	120.33	4.790198104	0	6.1	25000	4.1	111	22
36	119	New York City	1502	yonkerny	31	306	6			1	158	0	0.31	0	0.377358491	0.566037736	16557.7342	9.714608595	30	121.64	4.801044709	0	6.3	26600	3.8	104	53
36	119	New York City	1502	yonkerny	31	305	5			1	208	0	0.25	0.012658228	0.164556962	0.265822785	17218.13725	9.753718599	21	127.95	4.8516093	0	6.4	28100	3.3	95	79
36	119	New York City	1502	yonkerny	31	308	6			1	80	0	0.24	0	0.357142857	0.535714286	16329.15461	9.700707416	15	143.86	4.968838165	0	6.1	25400	3.8	123	28
36	119	New York City	1502	yonkerny	31	307	7			1	155	0	0.28	0	0.211538462	0.538461538	20915.03268	9.948223446	28	134.53	4.901820928	0	5.4	28800	3.7	112	52
36	119	New York City	1503	yonkerny	31	101	1			1	69	0	0.61	1	0	0	.	.	0	78.63	4.364784828	0	0	0	3.9	69	10
36	119	New York City	1503	yonkerny	31	102	1			1	35	0	0.2	0	0	0.076923077	.	.	1	93.22	4.535015199	0	0	0	4.1	86	13
36	119	New York City	1503	yonkerny	31	103	1			1	21	0	0.29	0	0	0.111111111	.	.	1	84.85	4.440867135	0	0	0	4.4	84	9
36	119	New York City	1503	yonkerny	31	104	1			1	3	0	0	0	0	0	.	.	0	.	.	.	0	0	0	0	1
36	119	New York City	1503	yonkerny	31	105	1			1	90	0	0.3	0	0.193548387	0.129032258	.	.	4	83.19	4.421137765	0	0	0	3.9	73	31
6	.	Los Angeles	6505	torranca	13	101	1			1	298	0	0.16	0	0.172661871	0.755395683	25980.39216	10.16509738	105	203.83	5.317293268	0	4	26500	2.9	133	139
6	.	Los Angeles	6505	torranca	13	102	1			1	19	0	0.63	0	0	0	.	.	0	.	.	.	0	0	0	0	4
6	.	Los Angeles	6505	torranca	13	103	1			1	181	0	0.4	0	0.631578947	0.578947368	20089.43928	9.907949547	33	271.26	5.603093872	0	5.7	29200	2.9	177	57
6	.	Los Angeles	6505	torranca	13	104	1			1	237	0	0.33	0.0125	0.7	0.5875	18881.62672	9.845944597	47	237.91	5.471886132	0	5.4	26000	3.4	182	80
6	.	Los Angeles	6505	torranca	13	105	2			1	139	0	0.35	0	0.538461538	0.480769231	19237.88383	9.86463673	25	268.15	5.591539619	0	5.3	26000	3	181	52
6	.	Los Angeles	6505	torranca	13	106	3			1	310	0	0.35	0	0.75257732	0.701030928	19108.7344	9.857900808	68	254.90	5.540879004	0	5.5	26800	3.4	195	97
6	.	Los Angeles	6505	torranca	13	201	3			1	86	0	0.34	0	0.378378378	0.351351351	19155.35445	9.860337561	13	266.67	5.585999439	0	5.2	25400	3	180	37
6	.	Los Angeles	6505	torranca	13	202	4			1	338	0	0.42	0	0.767676768	0.707070707	19251.3369	9.865335787	70	259.72	5.559612684	0	5.5	27000	3.2	187	99
6	.	Los Angeles	6505	torranca	13	203	4			1	224	0	0.4	0	0.68115942	0.608695652	19535.2215	9.879974346	42	249.16	5.518088233	0.015294118	5.4	26900	3.3	185	69
6	.	Los Angeles	6505	torranca	13	204	4			1	166	0	0.34	0	0.633333333	0.566666667	19454.05613	9.875810869	34	258.33	5.554250741	0.036315789	5.1	25300	3.2	186	60
6	.	Los Angeles	6505	torranca	13	205	4			1	126	0	0.42	0	0.5	0.409090909	19825.70806	9.894734761	18	261.44	5.566196812	0	5.4	27300	3.4	200	44
6	.	Los Angeles	6505	torranca	13	206	4			1	143	0	0.46	0	0.461538462	0.358974359	20606.06061	9.933340516	14	238.38	5.473882141	0.024864865	5.5	28900	4.4	236	39
6	.	Los Angeles	6505	torranca	13	207	4			1	172	0	0.39	0	0.538461538	0.480769231	20334.05955	9.920052569	25	208.33	5.339139361	0	5.4	28000	4.8	225	52
6	.	Los Angeles	6505	torranca	13	301	4			1	129	0	0.45	0	0.487804878	0.414634146	1960.784314	7.581099832	17	227.64	5.427775434	0	52	26000	4.1	210	41
6	.	Los Angeles	6505	torranca	13	302	5			1	187	0	0.39	0.017241379	0.603448276	0.379310345	18094.25525	9.803349777	22	154.14	5.037842569	0	5.7	26300	4.7	163	58
6	.	Los Angeles	6505	torranca	13	303	5			1	202	0	0.38	0	0.652173913	0.52173913	19311.87569	9.868475507	36	168.02	5.12409302	0	5.3	26100	4.1	155	69
6	.	Los Angeles	6505	torranca	13	304	5			1	152	0	0.33	0	0.5	0.479166667	19747.89916	9.890802393	23	193.58	5.265692139	0	5.6	28200	4.5	196	48
6	.	Los Angeles	6505	torranca	13	305	5			1	166	0	0.39	0	0.538461538	0.5	19825.70806	9.894734761	26	200.00	5.298317367	0	5.4	27300	4	180	52
6	.	Los Angeles	6505	torranca	13	306	5			1	133	0	0.33	0	0.549019608	0.450980392	19680.46478	9.887381787	23	213.07	5.361629646	0	5.4	27100	3.4	163	51
6	.	Los Angeles	6505	torranca	13	401	6			1	161	0	0.35	0.018181818	0.581818182	0.545454545	18231.85415	9.810925571	30	228.35	5.430890446	0	5.7	26500	2.9	149	55
6	.	Los Angeles	6505	torranca	13	402	5			1	155	0	0.39	0	0.568627451	0.509803922	19535.2215	9.879974346	26	187.65	5.234601552	0	5.4	26900	3.6	152	51
6	.	Los Angeles	6505	torranca	13	403	5			1	279	0	0.45	0	0.697368421	0.618421053	19317.35657	9.868759275	47	239.04	5.476626882	0	5.4	26600	3.7	199	76
6	.	Los Angeles	6505	torranca	13	404	5			1	184	0	0.38	0.017241379	0.620689655	0.534482759	20512.82051	9.928805361	31	184.80	5.219248843	0	5.2	27200	3.8	158	58
6	.	Los Angeles	6505	torranca	13	405	4			1	100	0	0.44	0	0.34375	0.28125	23529.41176	10.06600648	9	256.41	5.546778726	0	5.1	30600	3.9	225	32
6	.	Los Angeles	6505	torranca	13	406	4			1	433	0	0.42	0	0.813559322	0.737288136	19825.70806	9.894734761	87	210.30	5.348526062	0	5.4	27300	4.1	194	118
6	.	Los Angeles	6505	torranca	13	501	3			1	146	0	0.4	0	0.541666667	0.5	20448.17927	9.925649124	24	229.63	5.436467705	0	5.6	29200	3.6	186	48
6	.	Los Angeles	6505	torranca	13	502	2			1	137	0	0.31	0	0.56	0.5	19257.70308	9.86566642	25	275.27	5.617748137	0	5.6	27500	3.1	192	50
6	.	Los Angeles	6505	torranca	13	503	3			1	156	0	0.46	0	0.511111111	0.466666667	21013.68849	9.952929337	21	230.49	5.440211626	0	5.3	28400	4.3	223	45
6	.	Los Angeles	6505	torranca	13	504	2			1	174	0	0.4	0	0.547169811	0.547169811	19607.84314	9.883684925	29	254.13	5.537850095	0	5.4	27000	3.9	223	53
6	.	Los Angeles	6505	torranca	13	505	1			1	150	0	0.43	0	0.52173913	0.456521739	20421.75361	9.924355965	21	217.66	5.382951752	0	5.3	27600	3.9	191	46
6	.	Los Angeles	6505	torranca	13	506	1			1	347	0	0.21	0.013071895	0.235294118	0.176470588	18277.31092	9.813415729	27	245.68	5.504025856	0	5.6	26100	3.6	199	153
6	.	Los Angeles	6505	torranca	13	507	2			1	177	0	0.37	0	0.631578947	0.543859649	20347.76175	9.920726197	31	230.20	5.438946021	0	5.3	27500	3.9	202	57
6	.	Los Angeles	6505	torranca	13	601	4			1	188	0	0.32	0	0.671641791	0.597014925	20178.25312	9.912360725	40	281.48	5.64006666	0	5.5	28300	3	190	67
6	.	Los Angeles	6505	torranca	13	602	4			1	242	0	0.44	0	0.676470588	0.588235294	19817.92717	9.89434222	40	225.32	5.417534917	0	5.6	28300	4.3	218	68
6	.	Los Angeles	6505	torranca	13	603	4			1	292	1	0.49	0	0.693333333	0.626666667	19747.89916	9.890802393	47	233.62	5.453688303	0	5.6	28200	3.9	205	75
6	.	Los Angeles	6505	torranca	13	604	4			1	123	0	0.44	0	0.432432432	0.405405405	19607.84314	9.883684925	15	237.46	5.470000525	0	5.3	26500	3.5	187	37
6	.	Los Angeles	6505	torranca	13	605	4			1	205	0	0.38	0	0.6875	0.515625	19317.35657	9.868759275	33	205.13	5.323635175	0	5.4	26600	3.9	180	64
6	.	Los Angeles	6505	torranca	13	809	1	Y		1	412	0	0.46	0	1	0.56	23865.54622	10.08019112	98	.	.	0	7	42600	0	0	175
