ID,Date1,Date2,gender,age,att1,att2,att3,att1_T2,att2_T2,att3_T2,pos,neg,moral,cert1,cert2,cert3,cert4,cert5,cert6,cert7,subj1,subj2,subj3,imp1,imp2,imp3,eas,know,topic
48586,1/7/2013,2/6/2013,Female,19,3,6,4,2,6,2,3,5,3,4,2,2,2,2,2,1,5,7,7,2,2,2,7,1,Organic Foods
28109,1/7/2013,NA,Male,18,4,4,5,NA,NA,NA,6,2,2,1,2,2,2,2,3,3,2,3,3,1,1,1,2,2,Organic Foods
12578,1/7/2013,NA,NA,NA,2,2,2,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,2,2,1,Organic Foods
34029,1/7/2013,2/6/2013,Female,18,5,5,5,5,5,5,6,3,5,4,3,4,4,3,4,4,5,5,6,3,3,4,3,4,Organic Foods
71450,1/7/2013,NA,Male,19,4,4,4,NA,NA,NA,1,1,1,7,7,7,7,1,1,1,1,1,1,1,1,1,7,6,Organic Foods
83273,1/7/2013,2/6/2013,Female,18,7,7,7,7,7,7,7,1,1,6,6,6,7,1,1,1,1,1,2,6,7,7,7,6,Organic Foods
85497,1/7/2013,2/7/2013,Male,19,5,7,4,4,6,5,2,1,2,3,3,3,2,4,4,4,1,2,2,4,3,5,1,3,Organic Foods
65477,1/7/2013,2/6/2013,NA,NA,5,5,5,5,4,4,3,3,2,2,2,2,2,2,5,2,3,5,5,2,1,2,4,2,Organic Foods
42655,1/7/2013,2/7/2013,Female,35,7,7,7,7,7,7,2,2,1,5,5,5,5,5,1,3,1,1,3,5,5,3,1,5,Organic Foods
89177,1/7/2013,2/7/2013,Female,23,5,5,5,6,6,5,6,3,3,3,3,3,3,3,2,2,2,2,5,4,4,4,2,2,Organic Foods
13275,1/7/2013,2/6/2013,Female,18,7,7,7,7,7,7,7,1,3,5,7,4,7,7,4,1,1,2,1,4,3,2,1,2,Organic Foods
49734,1/7/2013,2/6/2013,Male,20,5,4,4,4,4,4,1,1,1,5,5,5,5,3,3,3,1,2,4,1,1,1,1,3,Organic Foods
20557,1/7/2013,NA,Male,19,5,7,7,NA,NA,NA,7,3,1,4,4,3,3,7,5,4,5,6,5,3,3,4,3,2,Organic Foods
81533,1/7/2013,2/6/2013,Female,18,5,5,5,5,6,5,6,2,5,3,3,4,4,2,2,2,4,7,6,2,2,2,3,2,Organic Foods
92871,1/7/2013,2/7/2013,Female,18,3,4,4,4,6,4,1,2,1,5,5,5,5,1,1,1,1,1,3,1,1,1,3,5,Organic Foods
54273,1/7/2013,NA,Male,18,4,5,5,NA,NA,NA,5,3,1,1,3,2,2,4,1,4,5,4,5,4,4,4,1,4,Organic Foods
13348,1/7/2013,NA,Female,19,7,7,7,NA,NA,NA,6,2,4,5,3,3,4,4,4,4,4,4,4,5,3,5,3,6,Organic Foods
55092,1/7/2013,2/6/2013,Female,18,3,6,5,4,4,4,5,3,1,2,3,3,3,1,1,1,1,1,4,1,1,1,7,1,Organic Foods
29838,1/7/2013,2/6/2013,Female,19,7,7,7,6,6,6,5,1,1,5,4,5,4,5,4,3,1,1,3,5,4,4,1,3,Organic Foods
77963,1/7/2013,NA,Male,21,4,4,4,NA,NA,NA,2,2,2,3,2,2,2,2,1,2,1,5,4,1,1,1,6,2,Organic Foods
66216,1/7/2013,2/6/2013,Female,18,7,7,7,5,5,5,6,2,7,6,6,6,6,4,4,4,4,4,4,3,3,3,4,5,Organic Foods
39121,1/7/2013,NA,Male,19,2,7,5,NA,NA,NA,4,1,3,1,1,3,4,4,2,4,4,4,1,1,1,NA,2,2,Organic Foods
14422,1/7/2013,2/6/2013,Female,19,6,6,6,6,6,6,6,2,4,2,3,2,2,2,2,2,1,3,3,5,5,5,2,4,Organic Foods
72646,1/7/2013,NA,Male,21,2,4,5,NA,NA,NA,6,5,1,2,2,2,2,2,2,2,1,1,3,2,1,1,5,2,Organic Foods
63542,1/7/2013,NA,Male,20,3,6,3,NA,NA,NA,6,5,1,5,6,6,6,4,2,3,2,3,3,1,1,1,2,5,Organic Foods
82344,1/7/2013,2/6/2013,Female,19,7,7,7,7,7,7,7,1,4,7,4,7,7,4,4,4,1,1,3,5,5,5,1,5,Organic Foods
15654,1/7/2013,2/6/2013,Male,20,2,6,2,4,6,4,3,5,1,3,6,5,7,5,2,3,1,1,1,1,1,NA,4,1,Organic Foods
25099,1/7/2013,2/6/2013,Female,18,7,7,7,7,7,6,7,1,1,6,5,6,7,7,1,7,1,1,5,5,6,5,3,6,Organic Foods
48492,1/7/2013,2/6/2013,Female,18,5,6,6,5,6,4,7,2,3,5,4,5,6,4,5,2,2,3,2,5,4,1,6,5,Organic Foods
84472,1/8/2013,2/7/2013,Female,23,7,7,7,7,7,7,6,3,7,5,7,5,7,6,5,4,6,7,5,4,4,6,2,6,Organic Foods
85173,1/8/2013,NA,Female,21,4,4,4,NA,NA,NA,4,1,2,1,1,1,1,1,1,1,4,7,4,4,2,2,4,2,Organic Foods
41282,1/8/2013,NA,NA,NA,5,5,4,NA,NA,NA,5,2,2,5,3,3,5,4,4,5,2,3,4,1,1,1,5,5,Organic Foods
99537,1/8/2013,2/7/2013,Male,19,6,6,5,NA,NA,NA,5,1,1,4,5,4,5,4,4,4,1,1,5,3,1,1,5,3,Organic Foods
37286,1/8/2013,2/7/2013,Female,21,4,6,4,4,4,4,2,1,1,1,1,1,1,1,3,1,1,4,4,1,1,1,4,1,Organic Foods
41850,1/8/2013,2/7/2013,Female,18,4,4,4,6,6,4,1,1,1,1,7,1,7,1,1,1,1,1,7,1,1,1,4,1,Organic Foods
46977,1/8/2013,2/11/2013,Male,18,6,6,6,7,7,7,6,2,4,3,6,5,6,6,5,6,2,2,2,4,4,4,3,3,Organic Foods
67304,1/8/2013,2/7/2013,Female,19,7,7,7,7,6,6,7,1,5,7,7,7,7,5,4,5,1,1,2,7,7,7,1,6,Organic Foods
30895,1/8/2013,NA,Female,22,4,4,3,NA,NA,NA,4,4,2,5,5,5,5,4,3,1,1,2,3,1,1,1,NA,4,Organic Foods
63816,1/8/2013,NA,Male,21,5,7,7,NA,NA,NA,6,2,6,7,6,6,7,4,2,6,2,2,2,5,5,6,2,5,Organic Foods
66875,1/8/2013,NA,Male,18,7,7,7,NA,NA,NA,7,3,1,1,1,1,1,1,1,1,1,1,7,6,4,4,1,3,Organic Foods
14992,1/8/2013,2/7/2013,Female,19,5,5,5,5,5,4,4,3,1,4,6,6,6,4,5,3,1,3,3,2,2,2,3,3,Organic Foods
44377,1/8/2013,NA,Male,20,5,5,5,NA,NA,NA,5,3,1,2,3,2,3,3,4,4,1,1,5,2,2,2,6,2,Organic Foods
52373,1/8/2013,NA,Female,20,7,7,7,NA,NA,NA,6,2,2,6,6,6,6,6,5,6,2,2,2,5,5,4,3,6,Organic Foods
33320,1/8/2013,NA,NA,NA,7,7,7,NA,NA,NA,7,1,1,7,4,5,4,6,3,2,2,1,3,5,3,1,3,5,Organic Foods
98852,1/8/2013,2/7/2013,Male,19,4,4,4,4,4,4,4,4,1,4,4,4,4,4,1,1,4,5,4,1,1,1,4,1,Organic Foods
61492,1/8/2013,NA,Male,19,4,4,4,NA,NA,NA,4,4,1,1,1,1,1,1,1,1,4,7,7,1,1,1,4,1,Organic Foods
98924,1/8/2013,NA,Male,21,7,7,7,NA,NA,NA,6,1,4,6,6,6,6,6,1,2,1,1,1,4,3,3,3,5,Organic Foods
59803,1/8/2013,2/7/2013,Female,19,7,7,7,7,7,7,7,1,1,7,7,7,7,7,1,4,1,1,1,5,5,5,4,5,Organic Foods
82866,1/8/2013,2/7/2013,Female,18,6,7,6,7,6,6,5,3,6,5,5,5,5,4,5,5,2,2,2,5,5,5,3,4,Organic Foods
89563,1/8/2013,NA,Male,19,4,3,5,NA,NA,NA,5,4,2,3,2,3,2,2,1,1,3,6,7,2,2,1,3,2,Organic Foods
23366,1/8/2013,2/7/2013,Female,19,5,7,6,6,6,6,6,2,5,5,6,6,7,4,5,4,2,2,3,4,3,3,4,5,Organic Foods
45072,1/8/2013,2/7/2013,Female,19,7,7,6,NA,NA,NA,7,1,5,6,6,7,7,7,4,7,1,1,2,5,3,4,6,5,Organic Foods
52041,1/8/2013,NA,Male,22,6,6,6,NA,NA,NA,4,4,2,5,7,5,7,4,4,4,1,1,4,4,2,2,1,3,Organic Foods
97062,1/8/2013,NA,Male,19,5,5,4,NA,NA,NA,2,2,2,5,5,5,5,5,2,3,2,3,3,1,1,1,7,5,Organic Foods
54881,1/8/2013,NA,Male,19,7,7,7,NA,NA,NA,7,1,1,7,7,7,7,4,7,4,1,1,1,1,1,1,1,7,Organic Foods
57743,1/8/2013,NA,Female,18,7,7,7,NA,NA,NA,6,2,1,6,6,6,6,4,5,5,2,2,2,3,3,4,5,5,Organic Foods
16521,1/8/2013,2/7/2013,Female,18,6,5,5,NA,NA,NA,4,1,2,6,6,6,6,4,5,5,1,2,2,4,5,5,2,5,Organic Foods
87296,1/8/2013,2/7/2013,Female,19,5,6,6,6,6,7,6,2,5,3,2,1,1,1,1,1,1,1,5,4,4,4,6,1,Organic Foods
79830,1/8/2013,2/7/2013,Female,19,7,7,7,7,7,7,6,2,7,7,7,7,7,5,3,5,2,2,2,7,7,7,1,6,Organic Foods
68143,1/8/2013,2/7/2013,Female,18,5,4,4,NA,NA,NA,4,2,3,1,1,1,7,1,2,4,4,5,5,2,1,1,3,2,Organic Foods
88768,1/8/2013,2/7/2013,Female,18,5,6,6,5,5,4,6,2,1,3,3,3,3,2,4,2,1,6,4,3,3,2,2,1,Organic Foods
40613,1/8/2013,NA,Male,18,4,2,2,NA,NA,NA,2,6,2,5,5,5,5,3,4,5,4,2,2,1,1,1,2,5,Organic Foods
51118,1/8/2013,2/7/2013,Female,19,4,5,5,5,5,5,5,5,4,4,4,3,2,1,1,1,5,4,5,3,2,1,4,2,Organic Foods
50595,1/8/2013,NA,Female,19,5,5,5,NA,NA,NA,5,2,3,4,4,4,4,4,2,4,2,5,5,4,5,5,4,2,Organic Foods
49394,1/8/2013,NA,Female,18,7,7,7,NA,NA,NA,6,2,6,6,7,7,7,6,6,5,2,2,2,3,4,4,5,5,Organic Foods
30259,1/8/2013,NA,Female,20,4,4,4,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Organic Foods
23349,1/8/2013,2/7/2013,Female,19,4,4,4,4,4,4,1,1,1,1,7,1,7,1,4,1,1,7,7,1,1,1,7,5,Organic Foods
57693,1/8/2013,2/11/2013,Female,19,5,5,5,6,6,4,5,2,3,4,4,4,4,4,2,4,2,5,5,4,5,5,4,2,Organic Foods
85898,1/8/2013,2/7/2013,Female,19,7,7,7,6,6,6,7,1,1,7,7,7,7,7,5,7,1,1,1,7,5,5,1,6,Organic Foods
95374,1/8/2013,2/7/2013,Male,19,7,7,7,NA,NA,NA,1,1,5,6,7,7,7,7,4,4,1,1,1,5,4,4,2,5,Organic Foods
94682,1/8/2013,NA,Female,20,7,7,7,NA,NA,NA,7,1,1,6,6,5,6,2,1,1,2,3,2,4,4,4,1,3,Organic Foods
36674,1/8/2013,NA,Male,19,7,7,4,NA,NA,NA,5,5,2,4,3,3,3,3,5,7,3,2,7,2,2,2,2,5,Organic Foods
36554,1/8/2013,2/8/2013,Female,18,4,4,4,4,6,5,5,4,1,3,4,3,3,3,2,2,4,4,4,1,1,1,1,2,Organic Foods
64491,1/8/2013,2/7/2013,Male,18,7,6,4,5,5,5,5,6,5,5,4,4,4,4,4,4,4,6,5,5,4,5,5,2,Organic Foods
96838,1/8/2013,2/7/2013,Female,19,7,7,7,7,7,7,2,2,4,5,5,5,5,5,7,2,5,1,4,5,5,4,4,3,Organic Foods
78487,1/8/2013,NA,NA,NA,4,4,5,NA,NA,NA,4,4,1,4,4,4,1,1,4,1,4,7,7,1,1,1,7,1,Organic Foods
87433,1/8/2013,2/7/2013,Female,27,7,7,7,NA,NA,NA,7,1,3,7,7,7,7,7,2,4,1,1,4,3,5,3,5,6,Organic Foods
76258,1/8/2013,2/7/2013,Male,19,4,4,4,5,6,4,5,1,1,2,2,3,6,2,4,4,1,4,6,1,1,1,2,3,Organic Foods
33830,1/8/2013,NA,Female,19,6,7,5,NA,NA,NA,6,2,6,5,5,5,6,5,5,5,2,2,2,6,4,1,6,6,Organic Foods
86599,1/8/2013,NA,Male,18,5,5,4,NA,NA,NA,4,2,1,3,7,3,7,4,1,3,1,2,4,1,1,1,1,4,Organic Foods
42059,1/8/2013,2/7/2013,Female,20,6,6,4,6,5,5,1,1,1,1,1,1,1,1,2,1,1,5,4,1,1,1,7,1,Organic Foods
68265,1/8/2013,2/7/2013,Female,18,6,5,4,NA,NA,NA,1,1,1,7,7,7,7,7,4,7,1,1,4,2,1,1,1,5,Organic Foods
60121,1/8/2013,NA,Male,18,7,7,7,NA,NA,NA,7,1,2,7,7,7,7,5,5,5,1,1,1,3,3,3,7,6,Organic Foods
32439,1/8/2013,2/7/2013,Female,20,5,5,5,6,6,5,5,3,3,6,6,6,6,6,4,5,5,4,5,3,4,5,3,4,Organic Foods
31977,1/8/2013,NA,Female,18,5,5,5,NA,NA,NA,5,2,2,2,2,2,3,2,2,3,1,1,1,2,2,2,2,2,Organic Foods
51636,1/8/2013,2/7/2013,Male,21,7,7,7,7,6,7,7,1,4,7,7,7,7,7,7,7,1,1,1,6,4,1,4,7,Organic Foods
72600,1/8/2013,NA,Female,18,7,7,7,NA,NA,NA,6,1,5,7,7,7,7,7,4,4,1,1,2,4,2,2,7,4,Organic Foods
62242,1/8/2013,NA,Female,19,7,7,7,NA,NA,NA,7,1,6,6,7,6,7,5,5,5,1,1,2,5,5,5,4,5,Organic Foods
33296,1/8/2013,NA,Male,18,4,4,4,NA,NA,NA,1,1,1,7,7,7,7,7,1,7,1,1,1,1,1,1,1,1,Organic Foods
71242,1/8/2013,NA,Female,20,7,7,7,NA,NA,NA,7,1,4,7,7,7,7,7,5,5,1,1,1,6,6,6,3,6,Organic Foods
30294,1/8/2013,2/14/2013,Male,20,7,7,7,7,7,7,7,1,7,7,7,7,7,7,5,6,1,2,2,6,6,4,6,5,Organic Foods
85374,1/8/2013,NA,Male,19,5,6,5,NA,NA,NA,7,2,1,3,4,5,5,5,3,4,2,2,2,2,2,2,7,5,Organic Foods
34567,1/8/2013,NA,Male,19,4,4,4,NA,NA,NA,1,1,4,7,7,7,7,7,4,1,1,1,4,1,1,1,1,4,Organic Foods
77453,1/8/2013,NA,Female,20,5,5,5,NA,NA,NA,4,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,NA,4,Organic Foods
50160,1/8/2013,2/7/2013,Male,19,2,6,4,4,5,4,1,1,1,1,1,1,1,1,4,1,1,1,4,4,1,1,1,1,Organic Foods
39752,1/8/2013,NA,Female,20,7,7,7,NA,NA,NA,7,3,3,7,7,7,7,7,6,6,2,1,1,6,6,4,5,5,Organic Foods
17653,1/8/2013,2/7/2013,Female,18,5,5,5,7,7,7,6,2,3,5,5,5,5,4,1,1,1,5,5,2,2,2,2,1,Organic Foods
34045,1/8/2013,2/7/2013,Female,19,4,4,3,NA,NA,NA,5,2,1,2,7,2,3,1,1,1,5,5,5,1,1,1,7,1,Organic Foods
65220,1/8/2013,2/7/2013,Male,19,3,5,4,6,6,5,3,6,2,5,7,6,7,5,5,3,2,2,2,2,1,1,4,3,Organic Foods
17122,1/8/2013,2/7/2013,Male,20,1,1,1,2,2,2,1,5,1,3,3,3,3,3,2,1,1,1,1,1,1,1,1,2,Organic Foods
19474,1/8/2013,NA,Female,19,7,7,7,NA,NA,NA,5,1,5,6,6,6,6,6,4,4,2,2,2,5,5,5,1,5,Organic Foods
53669,1/8/2013,NA,Male,19,6,6,4,NA,NA,NA,6,2,1,7,7,7,7,7,1,4,1,1,5,2,4,4,2,4,Organic Foods
97539,1/8/2013,NA,Female,18,3,3,2,NA,NA,NA,2,5,2,4,4,4,2,1,4,1,2,4,7,3,1,3,2,1,Organic Foods
90289,1/8/2013,2/7/2013,Female,18,4,6,5,5,5,4,5,3,2,3,5,5,2,6,4,4,4,4,5,2,2,2,5,2,Organic Foods
35860,1/8/2013,2/7/2013,Female,19,3,3,4,4,5,2,3,4,3,3,3,2,4,4,4,7,5,5,5,5,5,5,3,5,Organic Foods
97201,1/8/2013,NA,Male,18,4,6,5,NA,NA,NA,6,3,1,4,4,4,4,5,4,4,3,3,4,1,1,1,3,7,Organic Foods
10362,1/8/2013,NA,Male,18,7,7,7,NA,NA,NA,5,1,1,5,5,5,5,5,4,4,1,1,2,5,5,5,3,4,Organic Foods
80584,1/8/2013,2/7/2013,NA,NA,5,6,5,7,7,6,6,3,NA,5,5,5,5,4,5,4,2,2,2,4,4,4,4,4,Organic Foods
31357,1/8/2013,NA,Male,19,6,6,6,NA,NA,NA,6,1,2,5,6,7,6,1,4,5,2,3,2,2,3,3,5,6,Organic Foods
60879,1/9/2013,NA,Male,19,4,2,2,NA,NA,NA,4,5,2,3,6,5,6,5,4,5,2,2,3,4,4,6,2,7,Organic Foods
27360,1/9/2013,NA,Male,29,3,4,4,NA,NA,NA,4,4,2,6,5,5,5,3,4,4,1,3,3,3,1,2,2,3,Organic Foods
55694,1/9/2013,2/8/2013,Female,19,5,5,5,7,7,7,4,2,2,6,6,6,6,3,3,4,3,3,3,2,2,2,6,5,Organic Foods
20035,1/9/2013,2/8/2013,Male,18,3,3,4,5,5,4,3,5,2,4,4,4,4,3,3,3,2,5,5,2,2,2,3,2,Organic Foods
13294,1/9/2013,NA,Female,19,6,6,5,NA,NA,NA,5,3,5,3,3,3,3,5,5,5,3,4,5,3,3,3,3,3,Organic Foods
11921,1/9/2013,NA,NA,NA,1,1,1,NA,NA,NA,2,5,1,2,3,2,2,1,1,1,1,6,2,2,2,1,4,2,Organic Foods
86849,1/9/2013,NA,Female,19,4,4,4,NA,NA,NA,4,4,1,1,1,1,1,1,4,1,1,4,4,1,1,1,7,1,Organic Foods
10143,1/9/2013,NA,Male,18,5,5,5,NA,NA,NA,5,3,5,4,5,5,6,5,4,4,2,3,5,4,5,4,2,3,Organic Foods
93260,1/9/2013,NA,Male,18,7,7,7,NA,NA,NA,7,6,1,6,6,6,6,4,6,7,1,1,1,4,1,1,4,4,Organic Foods
19003,1/9/2013,2/8/2013,Male,18,4,2,2,4,5,4,2,6,1,7,7,6,7,7,3,5,2,2,2,1,3,3,2,5,Organic Foods
39433,1/9/2013,NA,Female,19,7,7,7,NA,NA,NA,7,1,NA,6,6,5,6,5,5,5,1,6,2,5,5,4,2,5,Organic Foods
47671,1/9/2013,NA,Male,20,6,7,6,NA,NA,NA,6,1,3,5,5,5,4,6,6,2,1,2,3,5,4,3,3,5,Organic Foods
46302,1/9/2013,2/8/2013,Male,19,4,4,4,3,5,4,4,4,1,1,2,2,2,2,2,2,5,5,6,1,1,1,5,1,Organic Foods
40994,1/9/2013,2/8/2013,Female,24,5,5,5,5,5,5,5,4,2,4,4,5,4,7,6,5,3,4,5,5,5,5,3,6,Organic Foods
29595,1/9/2013,NA,Male,20,7,7,7,NA,NA,NA,7,2,6,6,3,6,7,7,7,5,1,1,3,6,6,4,1,4,Organic Foods
39916,1/9/2013,NA,Male,18,5,6,5,NA,NA,NA,5,2,2,4,3,4,1,3,2,5,1,2,5,4,4,4,2,4,Organic Foods
21966,1/9/2013,NA,Female,19,4,4,4,NA,NA,NA,4,4,4,4,4,5,6,4,4,5,1,1,4,2,1,1,4,4,Organic Foods
78584,1/9/2013,2/8/2013,Male,19,7,7,7,7,7,7,4,1,3,6,6,6,6,4,4,4,1,1,4,2,4,4,1,3,Organic Foods
98191,1/9/2013,2/8/2013,Female,18,4,5,5,6,6,6,5,3,3,3,3,2,3,3,2,4,4,4,6,2,3,3,6,2,Organic Foods
32089,1/9/2013,2/10/2013,Female,18,6,7,7,6,5,6,6,3,1,5,6,7,6,6,4,5,2,2,4,1,1,1,4,4,Organic Foods
39740,1/9/2013,2/8/2013,Male,20,6,6,6,6,5,6,4,1,2,4,5,4,5,7,4,5,2,1,1,5,2,2,5,5,Organic Foods
87365,1/9/2013,NA,NA,NA,7,7,5,NA,NA,NA,6,1,1,4,4,4,4,4,3,4,4,5,4,1,1,1,7,2,Organic Foods
10946,1/9/2013,NA,Female,18,7,7,7,NA,NA,NA,7,1,7,7,7,7,7,7,7,7,1,1,1,7,7,7,1,6,Organic Foods
57043,1/9/2013,NA,Male,18,5,5,5,NA,NA,NA,5,2,2,6,4,5,5,5,5,5,2,4,4,3,1,1,4,4,Organic Foods
84722,1/9/2013,NA,Female,19,4,4,4,NA,NA,NA,4,3,5,5,5,4,4,4,4,4,6,6,6,5,5,5,4,5,Organic Foods
26159,1/9/2013,2/8/2013,Female,18,1,5,4,3,5,4,3,3,NA,2,1,2,2,1,3,1,1,1,4,1,1,1,7,4,Organic Foods
68025,1/9/2013,NA,Male,19,3,6,5,NA,NA,NA,4,3,1,2,2,3,3,3,1,4,1,1,4,1,1,1,3,2,Organic Foods
34114,1/9/2013,NA,Female,19,7,7,7,NA,NA,NA,7,3,5,7,6,7,6,5,5,6,1,1,1,6,6,6,4,7,Organic Foods
35820,1/9/2013,NA,Male,19,7,7,7,NA,NA,NA,5,2,6,3,4,3,3,5,5,5,5,5,5,5,5,5,5,2,Organic Foods
29333,1/9/2013,NA,Male,25,7,7,7,NA,NA,NA,7,1,1,2,2,2,2,5,5,5,1,1,1,1,1,1,7,1,Organic Foods
18340,1/9/2013,2/8/2013,Female,43,6,6,6,6,6,7,6,2,6,6,6,6,6,6,5,5,2,2,2,6,6,6,2,5,Organic Foods
60404,1/9/2013,2/8/2013,Female,19,4,4,5,5,5,5,6,2,5,5,5,5,5,5,5,5,2,2,1,4,3,3,4,5,Organic Foods
99578,1/9/2013,NA,NA,NA,7,7,5,NA,NA,NA,5,3,1,4,4,4,4,5,5,5,1,3,7,2,2,3,2,3,Organic Foods
30634,1/9/2013,NA,Female,19,6,6,6,NA,NA,NA,6,3,3,2,3,3,3,1,2,1,4,5,5,2,2,2,6,1,Organic Foods
58603,1/9/2013,NA,Female,18,6,5,6,NA,NA,NA,5,3,1,4,5,5,5,4,3,3,3,5,5,5,5,4,4,3,Organic Foods
88750,1/9/2013,2/10/2013,Female,19,5,5,5,5,6,5,6,2,NA,3,1,2,2,1,4,4,1,5,5,NA,3,3,4,2,Organic Foods
23715,1/9/2013,NA,Male,19,4,4,4,NA,NA,NA,4,2,1,4,7,7,7,1,2,1,1,2,5,1,1,1,2,1,Organic Foods
35999,1/9/2013,2/8/2013,Female,18,7,7,7,7,7,7,6,2,1,7,7,7,7,1,1,4,1,1,1,5,5,5,7,6,Organic Foods
49611,1/9/2013,2/8/2013,Male,18,6,6,6,5,5,4,6,2,1,7,7,7,7,4,4,4,1,2,2,5,4,4,1,3,Organic Foods
12746,1/9/2013,NA,Male,20,6,6,6,NA,NA,NA,6,2,5,5,6,5,5,5,5,5,3,5,6,5,5,5,6,6,Organic Foods
66944,1/9/2013,2/8/2013,Female,19,5,5,4,5,5,5,4,2,4,2,3,4,4,4,2,4,4,5,4,2,3,3,3,3,Organic Foods
73480,1/9/2013,2/8/2013,Female,18,4,4,5,5,5,5,4,3,5,2,6,5,5,4,4,3,4,3,5,3,3,2,6,3,Organic Foods
61273,1/9/2013,2/8/2013,Male,19,2,4,4,3,4,4,5,5,3,3,6,6,6,5,2,2,5,5,5,1,1,1,4,2,Organic Foods
48058,1/9/2013,NA,Female,20,6,6,6,NA,NA,NA,7,2,5,3,5,5,5,5,6,6,2,2,3,5,4,5,1,5,Organic Foods
56863,1/10/2013,NA,Female,19,6,6,6,NA,NA,NA,6,2,1,3,4,3,3,3,1,2,6,6,4,2,2,2,4,2,Organic Foods
67098,1/10/2013,2/10/2013,NA,NA,5,4,3,6,5,4,4,2,4,7,6,7,6,6,1,1,1,1,5,2,2,2,1,5,Organic Foods
76270,1/10/2013,2/10/2013,NA,NA,5,7,6,6,6,6,6,2,1,2,3,3,3,2,1,1,2,5,6,3,2,1,2,2,Organic Foods
56759,1/10/2013,NA,Male,20,7,7,4,NA,NA,NA,4,2,5,2,3,1,4,4,4,4,7,5,7,2,2,4,5,2,Organic Foods
18109,1/10/2013,NA,Male,18,2,2,4,NA,NA,NA,4,4,1,4,5,4,4,3,4,4,6,6,6,2,2,2,2,3,Organic Foods
60525,1/10/2013,2/14/2013,Female,21,6,7,7,7,7,7,7,2,1,6,4,6,6,7,7,6,1,1,2,2,3,4,1,6,Organic Foods
26120,1/10/2013,2/11/2013,Female,18,7,7,7,7,7,7,7,1,7,7,3,7,7,7,7,7,1,1,1,7,5,5,1,6,Organic Foods
90979,1/10/2013,NA,Male,26,4,4,3,NA,NA,NA,4,2,2,1,1,1,1,1,1,1,1,5,5,2,1,2,4,2,Organic Foods
90481,1/10/2013,2/11/2013,Female,19,4,4,4,3,2,2,2,5,1,6,7,5,7,4,5,6,3,3,3,1,1,1,2,5,Organic Foods
63469,1/10/2013,2/10/2013,Female,19,5,6,7,5,5,5,7,2,2,5,5,4,5,4,4,5,2,3,3,2,2,2,4,4,Organic Foods
90933,1/10/2013,2/9/2013,Male,18,3,5,4,5,5,5,6,5,2,4,5,4,4,5,4,4,5,4,3,4,3,5,2,3,Organic Foods
90184,1/10/2013,NA,Female,18,7,7,7,NA,NA,NA,7,1,2,7,7,7,7,5,5,5,2,1,2,5,4,4,2,5,Organic Foods
82813,1/10/2013,NA,Female,18,5,7,6,NA,NA,NA,6,2,3,4,2,3,2,4,4,2,3,5,5,5,4,4,2,4,Organic Foods
96673,1/10/2013,NA,Female,18,5,5,5,NA,NA,NA,7,2,1,1,4,4,4,4,4,4,1,4,4,1,1,1,4,7,Organic Foods
38772,1/10/2013,NA,Female,19,4,6,6,NA,NA,NA,5,4,4,5,5,6,6,6,4,5,2,3,3,4,5,6,4,4,Organic Foods
89523,1/10/2013,2/11/2013,Female,21,5,5,5,6,6,6,6,2,3,6,7,7,7,5,5,5,1,2,3,NA,4,1,2,4,Organic Foods
52458,1/10/2013,NA,Female,18,3,5,4,NA,NA,NA,4,1,3,1,1,2,2,1,1,5,3,5,5,1,1,1,7,1,Organic Foods
38056,1/10/2013,2/9/2013,Female,19,6,7,7,6,6,6,5,2,1,6,6,7,7,5,3,6,2,6,5,5,4,4,2,4,Organic Foods
49637,1/10/2013,2/9/2013,Male,18,7,7,7,7,7,7,7,2,5,5,5,7,7,6,6,6,1,1,1,5,4,3,1,5,Organic Foods
82849,1/10/2013,NA,Female,20,7,7,7,NA,NA,NA,7,1,6,7,7,7,7,6,6,5,1,1,2,6,6,6,NA,6,Organic Foods
17652,1/10/2013,NA,Female,18,7,6,5,NA,NA,NA,5,3,4,4,5,5,6,4,4,1,6,5,7,5,5,5,2,1,Organic Foods
84172,1/10/2013,NA,Male,18,5,4,4,NA,NA,NA,6,2,1,3,4,2,4,2,4,1,1,1,4,3,2,3,7,3,Organic Foods
73377,1/10/2013,2/10/2013,Male,19,5,5,5,7,7,5,5,2,1,3,5,5,4,5,1,1,1,1,3,4,3,4,7,3,Organic Foods
15737,1/10/2013,2/9/2013,Male,18,5,5,4,5,5,4,4,4,1,1,1,1,1,1,4,1,1,1,4,1,1,1,7,1,Organic Foods
43101,1/10/2013,NA,Male,19,6,6,6,NA,NA,NA,6,2,2,5,5,5,5,5,3,3,1,2,2,5,5,4,6,6,Organic Foods
83546,1/10/2013,2/9/2013,NA,NA,4,5,5,5,6,5,3,2,2,2,3,1,1,4,2,5,2,1,4,2,1,1,2,2,Organic Foods
89889,1/10/2013,NA,Male,18,4,3,2,NA,NA,NA,4,3,4,3,3,3,4,4,5,4,3,3,3,4,4,5,4,4,Organic Foods
