ID,Date1,gender,age,att1,att2,att3,pos,neg,moral,cert1,cert2,cert3,cert4,cert5,cert6,cert7,subj1,subj2,subj3,imp1,imp2,imp3,eas,know,Date2,att1_T2,att2_T2,att3_T2,Date3,att1_T3,att2_T3,att3_T3,topic
42610,9/3/2013,Male,19,5,5,6,2,2,7,5,5,4,7,1,7,6,3,3,5,5,5,5,5,5,10/28/2013,5,4,5,NA,NA,NA,NA,Alcohol
83180,9/3/2013,Female,18,3,3,4,4,5,5,1,4,2,4,4,3,4,4,4,4,2,3,3,3,4,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
58535,9/3/2013,Female,18,4,2,4,3,2,4,3,5,5,5,3,1,2,2,3,4,1,2,2,6,5,10/31/2013,4,4,4,NA,NA,NA,NA,Alcohol
11976,9/3/2013,Female,19,2,2,2,1,6,5,3,4,5,5,5,4,5,4,4,3,6,6,6,3,5,10/29/2013,3,3,3,NA,NA,NA,NA,Alcohol
16808,9/3/2013,Female,18,4,4,4,3,3,2,4,4,4,4,1,1,1,4,4,4,1,1,2,1,5,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
29554,9/3/2013,Male,30,5,4,5,5,2,4,2,3,4,4,4,4,4,4,4,4,2,2,2,4,3,10/28/2013,6,4,6,NA,NA,NA,NA,Alcohol
37108,9/3/2013,Male,18,3,3,3,2,4,5,7,7,7,7,4,4,4,1,1,2,5,4,4,1,6,10/28/2013,3,3,4,9/1/2014,3,3,3,Alcohol
99910,9/3/2013,Female,18,3,3,3,3,6,5,6,5,5,6,6,5,7,5,5,5,7,7,6,3,7,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
20086,9/3/2013,Male,18,4,2,4,3,5,5,6,6,7,7,7,5,7,5,3,4,2,3,3,4,7,10/28/2013,4,2,3,9/1/2014,5,4,6,Alcohol
61196,9/3/2013,Female,18,2,2,2,2,6,6,5,4,5,4,2,4,2,4,4,6,4,4,4,2,3,10/28/2013,2,4,4,NA,NA,NA,NA,Alcohol
98608,9/3/2013,Male,22,3,6,5,6,2,NA,4,4,4,4,4,4,4,4,4,4,2,3,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
41214,9/3/2013,NA,NA,5,3,5,5,2,5,3,3,3,5,2,1,1,1,2,3,1,1,1,1,4,10/29/2013,6,5,6,9/1/2014,4,4,5,Alcohol
35990,9/3/2013,Male,18,7,5,7,4,5,2,5,3,2,5,6,7,6,5,4,3,4,5,6,3,7,10/29/2013,5,5,3,NA,NA,NA,NA,Alcohol
44070,9/3/2013,Female,18,2,2,3,2,5,7,5,6,6,5,5,5,5,3,2,3,5,4,5,2,4,10/29/2013,2,2,3,NA,NA,NA,NA,Alcohol
77111,9/3/2013,Female,18,1,1,1,1,7,7,7,7,7,7,7,5,6,1,1,1,3,3,4,1,7,10/28/2013,1,1,1,NA,NA,NA,NA,Alcohol
18207,9/3/2013,Female,18,5,4,5,4,3,1,6,6,6,6,2,2,2,3,2,2,2,2,2,2,3,10/29/2013,4,4,4,NA,NA,NA,NA,Alcohol
51325,9/3/2013,Female,18,4,4,4,5,5,6,3,7,5,6,5,6,6,5,5,5,5,5,6,1,5,10/28/2013,4,4,5,9/1/2014,4,4,4,Alcohol
44775,9/3/2013,Female,18,2,2,4,1,1,4,4,4,5,5,3,4,2,2,1,4,1,1,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
59347,9/4/2013,Male,18,5,4,6,5,3,4,7,7,7,7,7,5,4,1,1,4,4,5,5,5,5,10/28/2013,5,4,4,NA,NA,NA,NA,Alcohol
81627,9/4/2013,Male,23,5,4,7,5,3,1,5,5,5,7,5,4,5,2,4,3,4,4,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
67276,9/4/2013,Female,20,5,3,4,5,5,5,6,6,6,7,6,7,5,6,5,5,3,2,2,2,3,10/28/2013,3,2,5,NA,NA,NA,NA,Alcohol
92558,9/4/2013,Female,18,1,1,1,1,6,7,7,7,7,7,7,4,4,1,1,1,7,7,7,1,7,10/28/2013,1,1,1,NA,NA,NA,NA,Alcohol
65401,9/4/2013,Male,19,4,4,6,5,2,5,5,5,5,5,5,4,5,1,2,3,2,2,4,3,5,10/28/2013,5,4,4,NA,NA,NA,NA,Alcohol
50623,9/4/2013,Female,18,2,1,3,1,6,7,5,7,6,7,7,5,7,2,2,2,2,4,4,1,6,10/28/2013,2,3,4,9/1/2014,1,2,2,Alcohol
21783,9/4/2013,Male,18,4,3,4,3,3,4,4,4,3,5,5,6,4,3,2,3,2,2,3,4,4,10/31/2013,4,4,5,NA,NA,NA,NA,Alcohol
14507,9/4/2013,Female,18,1,1,1,2,6,7,7,7,7,6,6,1,2,1,1,1,6,5,5,1,7,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
69166,9/4/2013,Female,18,3,3,4,3,5,5,6,6,4,5,5,4,5,5,5,5,4,4,4,4,3,10/29/2013,2,4,3,NA,NA,NA,NA,Alcohol
32116,9/4/2013,Female,19,4,4,6,5,4,1,4,3,5,4,3,4,4,5,5,6,2,4,4,3,1,10/28/2013,5,4,6,NA,NA,NA,NA,Alcohol
93263,9/4/2013,Female,18,4,4,5,5,2,3,7,7,7,7,7,5,7,1,1,1,2,2,2,4,7,10/28/2013,5,4,5,NA,NA,NA,NA,Alcohol
41985,9/4/2013,Male,19,6,5,6,5,2,4,7,6,5,7,5,7,6,1,2,2,NA,2,2,4,5,10/28/2013,5,5,6,NA,NA,NA,NA,Alcohol
87126,9/4/2013,Male,18,4,4,4,2,3,3,2,2,2,3,4,3,3,4,3,3,4,5,4,3,2,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
76002,9/4/2013,Female,18,4,4,6,6,5,2,7,7,7,7,3,5,5,4,1,3,5,3,3,1,5,10/28/2013,6,5,7,9/2/2014,5,4,6,Alcohol
15951,9/4/2013,Female,18,3,3,4,3,4,5,2,4,5,4,3,3,3,2,2,4,3,1,1,3,5,10/28/2013,3,4,4,9/2/2014,4,3,4,Alcohol
39088,9/4/2013,Male,18,3,2,2,2,5,7,6,7,6,7,6,7,6,2,6,3,4,3,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
33557,9/4/2013,Male,21,7,5,7,7,2,2,7,7,7,7,6,3,5,1,1,3,5,5,5,NA,6,10/28/2013,5,4,6,NA,NA,NA,NA,Alcohol
58120,9/4/2013,Female,18,4,4,4,2,2,5,2,1,1,1,1,2,1,4,6,6,4,4,4,7,4,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
85763,9/4/2013,Female,18,2,2,1,1,6,7,6,7,7,6,1,4,2,1,1,2,5,2,2,4,6,10/28/2013,1,4,2,NA,NA,NA,NA,Alcohol
96539,9/4/2013,Female,18,3,2,3,6,7,1,6,5,4,6,7,4,5,3,4,5,5,5,5,4,7,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
96769,9/5/2013,Male,19,4,3,4,3,3,4,2,5,5,5,3,3,2,4,2,4,4,5,5,6,5,10/28/2013,5,3,4,9/1/2014,5,2,4,Alcohol
75450,9/5/2013,Female,18,5,3,4,4,6,4,7,6,6,6,6,3,4,4,3,4,2,4,3,3,7,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
35710,9/5/2013,Female,18,3,3,3,4,2,5,3,5,4,4,4,3,5,5,5,5,4,3,5,4,5,10/28/2013,4,4,5,NA,NA,NA,NA,Alcohol
53132,9/5/2013,Female,18,1,1,1,1,7,7,7,7,7,7,7,4,4,1,1,1,1,1,1,1,7,10/29/2013,4,4,4,NA,NA,NA,NA,Alcohol
28464,9/5/2013,Female,18,4,4,5,5,3,5,2,2,2,2,2,4,1,4,4,4,3,3,3,3,4,10/29/2013,3,3,5,NA,NA,NA,NA,Alcohol
59410,9/5/2013,Female,18,4,3,4,3,4,6,4,5,5,4,3,5,4,5,5,6,3,3,3,5,5,10/28/2013,4,4,5,NA,NA,NA,NA,Alcohol
21058,9/5/2013,Male,19,3,3,4,3,4,5,5,6,5,5,4,5,1,2,2,5,6,6,6,1,5,10/30/2013,3,3,4,NA,NA,NA,NA,Alcohol
93989,9/5/2013,Male,18,6,5,6,6,3,6,5,5,5,5,4,2,1,3,5,5,2,3,3,2,6,10/28/2013,6,5,7,NA,NA,NA,NA,Alcohol
38771,9/5/2013,Male,18,4,4,4,2,4,4,7,7,7,7,7,7,7,1,1,4,7,7,4,4,7,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
63946,9/5/2013,Male,18,1,1,1,1,7,6,7,7,7,7,7,7,7,1,1,1,6,6,6,1,6,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
54448,9/5/2013,Male,18,1,1,1,1,5,6,7,7,5,6,6,1,1,1,1,1,2,2,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
34797,9/5/2013,Male,21,4,4,4,3,4,2,7,7,7,7,4,3,3,4,4,3,4,4,4,2,NA,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
16345,9/5/2013,Female,18,4,4,4,5,3,5,6,6,6,6,4,4,4,3,5,5,1,1,1,5,3,10/28/2013,4,4,6,9/1/2014,4,4,4,Alcohol
70690,9/5/2013,Male,18,4,4,6,3,3,6,7,7,7,7,6,6,6,2,1,4,3,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
37734,9/5/2013,Male,18,3,3,5,3,5,4,2,2,2,2,1,1,1,6,6,6,3,3,3,4,5,10/28/2013,4,4,4,9/1/2014,3,3,5,Alcohol
81120,9/5/2013,Male,18,5,5,5,7,6,2,4,5,6,6,3,5,1,3,3,3,2,3,2,4,2,10/30/2013,5,5,7,NA,NA,NA,NA,Alcohol
65820,9/5/2013,Female,18,5,5,7,6,1,2,1,2,2,2,2,2,3,1,1,2,4,1,3,2,7,10/28/2013,4,4,4,9/8/2014,4,4,4,Alcohol
60011,9/5/2013,Male,19,5,2,3,4,6,6,6,4,5,5,6,4,6,4,2,4,7,5,5,2,4,10/28/2013,5,2,5,NA,NA,NA,NA,Alcohol
70037,9/5/2013,Female,18,2,2,2,3,5,6,5,4,6,5,4,6,4,2,3,2,6,5,5,6,4,10/28/2013,2,2,2,NA,NA,NA,NA,Alcohol
75990,9/5/2013,Female,18,4,3,5,4,4,1,5,5,5,5,3,4,4,1,1,1,1,1,1,2,3,10/29/2013,2,2,3,NA,NA,NA,NA,Alcohol
82258,9/6/2013,Male,18,1,1,1,1,7,NA,7,7,7,7,7,7,7,1,1,1,1,1,1,1,7,10/30/2013,1,1,1,NA,NA,NA,NA,Alcohol
93667,9/6/2013,Female,18,4,4,4,3,4,1,7,7,7,7,1,1,1,4,6,7,1,1,1,1,7,10/31/2013,4,4,5,NA,NA,NA,NA,Alcohol
87854,9/6/2013,Male,25,3,3,4,3,5,3,6,6,6,6,1,1,1,1,1,4,4,4,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
94470,9/6/2013,Male,19,1,5,5,5,4,7,6,5,3,1,1,1,7,6,3,7,5,5,4,4,4,10/28/2013,5,3,5,9/1/2014,4,2,5,Alcohol
94427,9/6/2013,Male,18,2,2,2,3,5,7,5,5,5,3,6,6,6,5,2,6,6,3,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
31115,9/6/2013,Female,18,6,4,5,5,2,3,6,7,6,7,6,5,6,4,4,4,4,3,3,5,3,10/28/2013,3,4,6,NA,NA,NA,NA,Alcohol
47063,9/6/2013,Male,18,4,4,5,1,1,7,3,6,6,4,6,1,5,2,4,7,1,1,1,5,4,10/31/2013,4,3,5,NA,NA,NA,NA,Alcohol
87168,9/6/2013,Female,18,2,1,2,3,5,4,5,5,5,5,5,4,3,5,3,5,5,3,5,3,5,10/28/2013,3,3,2,NA,NA,NA,NA,Alcohol
61184,9/6/2013,Male,18,1,1,1,1,5,7,7,7,7,7,7,1,1,1,1,2,2,2,5,1,4,10/28/2013,1,1,1,NA,NA,NA,NA,Alcohol
80504,9/6/2013,Male,19,7,5,6,3,4,4,2,3,4,5,4,4,3,1,2,6,1,1,6,2,5,10/28/2013,4,5,4,9/1/2014,5,5,5,Alcohol
71059,9/6/2013,Female,20,4,3,7,4,3,2,7,5,6,6,3,4,4,2,2,3,2,2,2,2,5,10/31/2013,5,4,7,NA,NA,NA,NA,Alcohol
18910,9/7/2013,Female,18,6,4,6,6,4,5,6,6,6,6,5,4,4,2,2,2,4,4,2,4,6,10/28/2013,4,4,6,NA,NA,NA,NA,Alcohol
32742,9/7/2013,Female,18,1,1,3,5,2,7,6,7,6,6,4,1,1,1,1,1,2,2,2,3,3,NA,NA,NA,NA,9/1/2014,4,3,4,Alcohol
84376,9/7/2013,Female,19,4,4,5,5,6,4,7,5,7,6,1,4,5,4,4,4,4,3,3,3,4,10/28/2013,4,4,5,9/1/2014,4,4,4,Alcohol
90885,9/7/2013,Female,18,2,2,3,2,5,6,5,6,6,7,7,6,5,4,4,6,6,6,6,2,5,10/28/2013,2,2,4,9/1/2014,3,3,4,Alcohol
48710,9/7/2013,Male,18,4,4,4,2,2,NA,2,4,3,3,3,1,1,3,3,3,2,2,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
84440,9/7/2013,NA,NA,2,2,3,3,5,4,5,6,6,6,7,5,5,1,1,3,2,3,3,4,5,10/29/2013,3,3,2,NA,NA,NA,NA,Alcohol
19041,9/7/2013,Female,27,5,5,5,2,2,1,7,7,7,7,6,6,5,1,1,1,1,1,1,1,4,10/29/2013,3,3,5,NA,NA,NA,NA,Alcohol
21853,9/7/2013,Male,35,1,1,1,3,5,5,7,7,7,7,7,4,4,1,1,3,1,1,1,1,7,10/28/2013,2,2,2,9/3/2014,4,4,4,Alcohol
27550,9/8/2013,Female,19,3,4,3,4,3,7,5,7,7,7,7,4,4,1,1,3,2,2,2,1,5,10/28/2013,4,4,4,9/1/2014,4,4,4,Alcohol
74409,9/8/2013,Female,18,4,4,5,5,3,7,2,6,7,7,7,1,1,7,7,7,3,3,3,2,6,10/28/2013,5,5,5,NA,NA,NA,NA,Alcohol
70959,9/8/2013,Male,19,5,5,5,5,4,5,7,7,7,7,3,2,4,4,2,2,3,3,3,3,4,10/28/2013,5,4,6,NA,NA,NA,NA,Alcohol
57656,9/8/2013,Male,18,5,4,4,1,1,1,6,7,6,6,5,4,5,1,1,4,3,1,3,2,2,10/29/2013,4,4,6,NA,NA,NA,NA,Alcohol
95752,9/8/2013,Female,18,2,2,3,3,4,1,5,4,4,5,6,1,4,1,2,5,5,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
16846,9/8/2013,Male,19,1,1,1,3,6,5,5,4,5,5,4,5,5,3,2,2,3,4,3,3,5,10/28/2013,2,2,4,NA,NA,NA,NA,Alcohol
39990,9/8/2013,Male,20,3,3,4,4,4,5,3,3,3,3,2,3,4,5,5,5,3,2,2,5,4,10/28/2013,5,4,5,NA,NA,NA,NA,Alcohol
14303,9/8/2013,Male,18,3,3,5,2,5,7,6,2,4,7,7,5,6,6,5,6,2,2,2,5,3,10/28/2013,5,2,5,9/1/2014,4,1,1,Alcohol
45355,9/8/2013,Female,18,4,4,5,5,4,4,3,3,4,4,1,3,1,2,2,2,2,3,2,2,4,10/28/2013,4,4,5,NA,NA,NA,NA,Alcohol
25553,9/8/2013,Female,18,4,3,5,5,3,5,5,4,6,5,3,4,4,2,2,2,3,4,4,3,4,10/28/2013,4,4,5,9/1/2014,4,4,5,Alcohol
39698,9/8/2013,Male,21,4,4,5,5,5,1,4,3,3,3,7,1,1,3,1,3,5,5,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
88259,9/8/2013,Female,18,4,2,6,3,5,1,5,5,5,6,1,2,1,2,2,3,3,1,2,2,6,10/28/2013,5,3,6,NA,NA,NA,NA,Alcohol
52497,9/8/2013,Male,18,2,2,2,2,6,2,7,4,7,7,7,6,6,1,1,1,NA,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
24730,9/8/2013,Male,18,6,4,7,5,3,6,7,7,7,7,6,4,6,2,2,2,2,2,3,1,7,10/28/2013,5,4,6,NA,NA,NA,NA,Alcohol
25736,9/8/2013,Female,18,4,4,4,4,4,4,3,3,3,3,3,4,4,5,5,5,5,5,4,3,6,10/30/2013,5,4,5,NA,NA,NA,NA,Alcohol
19046,9/8/2013,Male,22,2,2,2,3,5,4,5,5,4,4,5,4,4,5,4,5,4,3,5,5,3,10/28/2013,1,1,1,NA,NA,NA,NA,Alcohol
12991,9/8/2013,Female,18,1,1,1,1,7,7,7,7,7,7,7,5,7,1,1,1,3,5,3,1,7,10/28/2013,1,1,1,NA,NA,NA,NA,Alcohol
59815,9/8/2013,Male,18,4,4,5,5,4,5,6,5,6,6,4,4,5,5,3,4,5,5,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
16586,9/9/2013,Male,19,5,4,6,4,3,1,7,5,6,6,2,4,5,1,1,4,2,1,1,4,7,10/28/2013,6,5,7,NA,NA,NA,NA,Alcohol
17940,9/9/2013,Female,18,4,4,4,4,2,4,4,5,5,5,4,4,5,3,3,6,1,1,1,3,5,10/28/2013,4,4,4,9/1/2014,4,4,4,Alcohol
28313,9/9/2013,Male,18,4,4,4,3,3,3,4,4,6,6,5,4,4,2,2,3,2,2,2,4,4,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
15949,9/9/2013,Male,19,2,2,2,2,5,3,5,5,5,5,3,4,4,4,4,5,5,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
71373,9/9/2013,Female,19,2,1,4,2,3,2,7,7,7,7,6,4,4,4,2,4,4,4,5,3,3,10/30/2013,1,1,3,NA,NA,NA,NA,Alcohol
21562,9/9/2013,Male,19,6,5,5,6,2,2,7,6,7,7,6,5,6,2,1,2,4,3,2,2,6,10/28/2013,6,5,6,NA,NA,NA,NA,Alcohol
63470,9/9/2013,Male,18,1,1,1,1,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,10/28/2013,3,3,3,NA,NA,NA,NA,Alcohol
22363,9/9/2013,Male,18,3,3,3,1,1,3,7,7,7,7,7,7,1,2,1,3,1,2,1,6,3,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
90199,9/9/2013,Male,19,3,3,7,4,4,5,5,4,4,6,6,7,6,5,3,3,4,3,3,5,5,10/28/2013,7,5,7,NA,NA,NA,NA,Alcohol
31337,9/9/2013,Female,18,5,4,4,5,4,7,2,2,2,5,1,5,6,6,6,6,3,2,2,3,6,10/28/2013,5,5,5,NA,NA,NA,NA,Alcohol
45374,9/9/2013,Male,18,3,2,4,3,5,2,6,6,6,6,5,5,6,2,4,3,1,2,2,2,5,10/28/2013,4,3,4,NA,NA,NA,NA,Alcohol
46153,9/9/2013,Male,19,5,3,4,5,5,4,2,3,3,3,4,2,4,5,5,5,2,3,4,5,5,10/29/2013,3,3,3,NA,NA,NA,NA,Alcohol
40218,9/9/2013,Male,20,1,1,1,1,1,7,7,7,7,7,7,7,7,1,1,1,7,7,7,2,7,10/28/2013,1,1,1,NA,NA,NA,NA,Alcohol
32364,9/9/2013,Male,19,2,3,2,2,5,2,5,5,6,3,5,3,5,5,4,6,3,3,3,2,3,10/29/2013,2,2,2,NA,NA,NA,NA,Alcohol
99076,9/9/2013,Female,18,5,5,6,5,3,5,6,6,6,7,4,4,4,1,1,3,1,1,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
22262,9/9/2013,Male,18,7,5,7,5,1,2,6,6,6,6,5,5,5,1,1,2,6,5,1,1,7,10/28/2013,6,4,6,NA,NA,NA,NA,Alcohol
65992,9/9/2013,Male,18,5,5,5,5,4,4,2,4,1,1,2,1,4,5,5,5,2,3,3,5,7,10/28/2013,5,6,6,9/1/2014,3,4,5,Alcohol
72067,9/9/2013,Female,19,1,1,1,1,6,7,6,6,6,6,6,7,7,1,1,1,7,6,7,1,7,10/28/2013,1,1,1,NA,NA,NA,NA,Alcohol
54723,9/9/2013,Male,19,5,4,6,4,2,2,7,7,7,7,6,7,6,1,1,1,2,2,2,1,4,10/28/2013,6,5,7,NA,NA,NA,NA,Alcohol
63448,9/9/2013,Male,19,2,2,3,3,4,4,3,4,4,4,2,2,4,3,2,2,4,4,4,2,3,10/28/2013,2,2,3,NA,NA,NA,NA,Alcohol
71414,9/9/2013,Female,18,5,5,6,5,2,4,6,6,4,5,4,4,4,3,2,3,5,4,4,4,5,10/28/2013,6,5,7,NA,NA,NA,NA,Alcohol
71104,9/9/2013,Female,19,6,5,7,5,3,4,6,5,5,5,5,4,3,2,2,2,5,5,5,5,4,10/28/2013,5,3,6,NA,NA,NA,NA,Alcohol
90870,9/10/2013,Female,18,5,5,5,4,4,2,3,4,5,4,5,5,4,4,5,5,3,3,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
69558,9/10/2013,Male,21,7,7,7,6,3,3,6,6,6,6,4,5,5,2,2,3,5,5,2,2,5,NA,NA,NA,NA,9/8/2014,6,5,5,Alcohol
65279,9/10/2013,Female,18,4,3,4,3,5,6,6,6,5,6,5,5,6,6,6,6,6,5,5,2,4,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
48494,9/10/2013,NA,NA,7,7,7,7,1,1,7,7,7,7,7,7,7,1,1,1,1,1,1,1,4,10/28/2013,7,7,7,NA,NA,NA,NA,Alcohol
39671,9/10/2013,Female,18,5,2,6,5,2,2,6,6,6,6,3,4,3,2,2,2,2,2,3,5,6,10/28/2013,5,4,6,NA,NA,NA,NA,Alcohol
61039,9/10/2013,Male,21,6,3,7,3,2,3,5,5,4,5,1,4,4,5,3,4,1,4,2,5,5,10/30/2013,6,4,7,NA,NA,NA,NA,Alcohol
80772,9/10/2013,Female,18,4,3,5,5,2,3,6,7,6,6,6,4,6,3,3,5,2,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
54136,9/10/2013,Female,18,5,4,4,4,3,1,2,3,2,2,2,1,1,3,4,6,1,1,3,4,5,10/28/2013,NA,NA,NA,9/1/2014,4,3,6,Alcohol
27145,9/10/2013,Female,18,5,4,6,6,3,5,6,5,5,6,5,5,5,2,2,2,5,4,5,5,4,10/28/2013,6,6,6,9/2/2014,5,5,6,Alcohol
41844,9/10/2013,Female,18,4,5,6,4,3,4,6,5,6,5,4,4,5,5,3,4,3,3,3,4,5,10/28/2013,4,4,6,9/1/2014,4,4,6,Alcohol
98257,9/10/2013,NA,NA,5,5,5,5,2,1,7,7,7,7,5,4,5,1,1,3,2,2,2,4,6,10/29/2013,5,5,5,9/1/2014,5,5,5,Alcohol
38973,9/10/2013,Male,18,5,4,7,6,4,1,5,7,6,7,4,4,4,5,5,5,2,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
45542,9/10/2013,Female,18,3,4,5,3,4,1,5,6,5,5,4,4,4,5,3,5,3,5,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
87172,9/10/2013,Male,18,4,4,6,5,4,5,4,3,5,4,4,5,4,5,3,4,3,3,3,5,5,NA,NA,NA,NA,9/8/2014,5,4,5,Alcohol
10982,9/10/2013,Female,19,4,4,4,5,3,NA,3,3,3,3,3,4,1,2,2,3,3,3,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
24763,9/10/2013,Female,18,3,3,3,5,2,3,1,6,3,4,5,4,4,4,4,4,1,1,1,4,4,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
17042,9/10/2013,Male,18,3,2,5,4,4,1,5,5,5,5,5,1,4,5,5,5,2,4,4,3,3,10/28/2013,2,2,2,NA,NA,NA,NA,Alcohol
64988,9/10/2013,Male,19,5,3,4,4,6,4,2,3,3,4,3,2,2,1,1,4,2,2,2,4,5,10/28/2013,4,4,5,NA,NA,NA,NA,Alcohol
96932,9/10/2013,Male,19,7,4,6,5,5,4,2,4,4,4,2,1,1,7,4,7,4,2,2,2,4,10/28/2013,7,4,7,NA,NA,NA,NA,Alcohol
43016,9/10/2013,Male,18,5,5,5,5,4,5,6,6,6,6,6,4,4,3,3,3,2,3,2,3,6,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
69651,9/10/2013,Female,18,3,5,5,6,4,2,3,1,5,5,2,2,1,3,2,3,3,4,NA,2,5,10/28/2013,5,4,6,NA,NA,NA,NA,Alcohol
37000,9/10/2013,Male,19,4,4,5,2,6,2,5,1,2,5,2,4,2,2,1,7,2,1,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
70318,9/10/2013,Male,18,4,4,4,4,3,3,5,4,4,3,3,4,4,4,2,3,1,1,1,3,5,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
13611,9/11/2013,Female,18,4,4,5,4,3,2,5,4,4,3,5,2,3,1,3,4,5,4,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
61665,9/11/2013,Male,18,4,3,4,4,5,5,1,3,5,3,4,4,5,6,5,5,4,3,5,3,3,10/28/2013,5,3,4,NA,NA,NA,NA,Alcohol
62026,9/11/2013,Female,18,5,5,5,5,5,4,5,5,5,6,6,4,4,2,4,4,5,5,4,2,6,10/28/2013,6,5,6,NA,NA,NA,NA,Alcohol
40015,9/11/2013,Male,18,3,3,3,3,4,5,5,5,5,5,5,4,4,4,3,5,2,2,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
34330,9/11/2013,Male,24,4,4,5,5,5,5,7,7,7,7,7,5,5,6,1,6,7,7,7,2,7,10/28/2013,3,3,4,NA,NA,NA,NA,Alcohol
14610,9/11/2013,Male,18,5,5,6,6,2,1,7,7,7,7,2,4,2,5,3,4,4,3,3,4,5,10/30/2013,7,7,7,NA,NA,NA,NA,Alcohol
14641,9/11/2013,Male,18,6,4,6,5,2,7,6,5,5,6,5,4,5,4,4,4,6,6,5,3,4,10/28/2013,6,6,6,NA,NA,NA,NA,Alcohol
14181,9/11/2013,Female,18,1,1,1,2,6,7,6,6,6,6,6,6,6,2,2,2,1,1,1,1,4,10/28/2013,1,1,1,NA,NA,NA,NA,Alcohol
86173,9/11/2013,Male,18,3,3,1,2,5,4,7,7,7,7,5,2,1,1,1,3,3,5,2,1,4,10/29/2013,3,3,4,9/1/2014,3,3,4,Alcohol
51993,9/11/2013,Female,19,4,2,4,4,4,4,2,3,3,3,4,4,4,4,4,4,2,2,4,5,6,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
16021,9/11/2013,Female,18,4,2,5,6,4,4,5,5,4,4,1,4,1,4,2,4,2,2,5,5,7,10/28/2013,5,3,4,NA,NA,NA,NA,Alcohol
56504,9/11/2013,Female,18,5,4,5,5,4,4,5,5,5,5,4,4,3,4,4,5,4,3,3,4,4,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
71903,9/11/2013,Male,18,1,3,6,3,6,6,2,1,2,1,1,5,4,6,4,7,6,3,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
82490,9/11/2013,Male,18,6,5,6,5,4,4,6,6,6,6,6,6,5,2,2,2,5,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
31602,9/11/2013,Male,18,7,4,7,6,2,3,7,4,7,6,6,1,4,1,1,3,2,2,2,1,7,10/31/2013,7,4,7,9/8/2014,7,6,7,Alcohol
31622,9/11/2013,Female,18,2,2,2,2,6,6,6,6,6,6,6,6,6,2,2,2,6,6,6,2,5,10/29/2013,3,3,3,9/1/2014,3,3,4,Alcohol
36518,9/11/2013,Male,18,4,3,4,3,3,4,2,2,2,2,2,4,4,4,4,4,4,3,3,2,5,10/28/2013,5,4,5,NA,NA,NA,NA,Alcohol
