ID,Date1,gender,age,att1,att2,att3,pos,neg,moral,cert1,cert2,cert3,cert4,cert5,cert6,cert7,subj1,subj2,subj3,imp1,imp2,imp3,eas,know,Date2,att1_T2,att2_T2,att3_T2,Date3,att1_T3,att2_T3,att3_T3,topic
29331,8/26/2013,Male,18,6,6,6,7,2,3,6,5,5,6,5,4,3,1,1,1,5,6,2,3,5,NA,NA,NA,NA,9/8/2014,5,6,7,Alcohol
87237,8/26/2013,Female,18,6,5,6,4,3,5,6,5,5,5,5,3,5,2,2,3,5,5,3,2,3,10/28/2013,7,6,7,9/1/2014,6,3,6,Alcohol
47282,8/26/2013,Male,38,1,1,1,1,5,1,7,7,7,7,7,4,3,1,1,1,2,2,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
63783,8/26/2013,Male,18,2,2,1,3,3,3,6,6,6,6,6,4,5,2,2,2,4,5,5,2,6,10/28/2013,2,2,2,NA,NA,NA,NA,Alcohol
79469,8/26/2013,Male,18,2,1,3,4,6,6,6,6,7,6,5,5,7,1,3,2,5,6,6,1,3,10/28/2013,3,3,3,9/1/2014,6,5,6,Alcohol
46711,8/26/2013,Female,19,5,4,5,4,2,4,1,1,1,1,1,1,1,4,4,5,3,3,4,7,2,10/28/2013,5,3,5,NA,NA,NA,NA,Alcohol
93348,8/26/2013,NA,NA,5,4,5,5,5,6,7,6,6,6,6,4,5,3,3,4,3,4,3,3,3,10/28/2013,6,5,6,NA,NA,NA,NA,Alcohol
21598,8/26/2013,Male,19,4,4,4,4,4,3,4,3,4,4,4,3,5,4,5,4,3,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
29688,8/26/2013,Female,18,5,3,5,4,4,NA,6,5,5,5,4,3,3,2,2,3,4,4,4,2,6,10/28/2013,3,3,4,NA,NA,NA,NA,Alcohol
49676,8/26/2013,Female,18,4,4,5,5,3,2,5,6,5,5,2,4,3,6,4,4,2,2,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
14427,8/26/2013,Female,18,1,1,3,3,3,7,3,7,4,5,5,1,1,2,2,5,1,1,1,4,5,10/28/2013,4,3,2,NA,NA,NA,NA,Alcohol
34710,8/26/2013,Female,18,3,2,5,2,4,2,2,5,4,4,2,5,2,3,2,6,2,2,2,3,4,10/29/2013,5,4,5,NA,NA,NA,NA,Alcohol
13279,8/26/2013,Male,18,3,1,1,3,6,NA,7,7,7,7,6,7,7,3,1,2,2,2,2,4,5,10/30/2013,2,2,2,NA,NA,NA,NA,Alcohol
74179,8/26/2013,Male,18,3,4,4,4,5,1,6,6,6,6,5,3,6,4,2,3,2,2,2,2,5,10/28/2013,6,5,6,NA,NA,NA,NA,Alcohol
14941,8/26/2013,Female,18,2,2,2,3,4,7,4,5,5,6,6,6,5,1,2,2,3,3,4,2,4,10/28/2013,2,2,3,9/1/2014,2,2,3,Alcohol
88967,8/26/2013,Male,22,1,1,1,1,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,3,10/28/2013,1,1,1,9/8/2014,1,1,1,Alcohol
52355,8/26/2013,Male,18,3,3,4,3,4,6,4,1,1,1,5,4,6,6,6,7,4,3,5,5,5,10/28/2013,5,3,4,NA,NA,NA,NA,Alcohol
51125,8/26/2013,Female,18,5,3,7,2,2,2,7,6,7,7,5,1,4,1,1,4,1,1,2,7,7,10/28/2013,4,3,5,NA,NA,NA,NA,Alcohol
75989,8/26/2013,Male,18,3,4,6,5,4,7,5,7,6,7,4,4,4,4,2,6,5,7,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
89884,8/26/2013,NA,NA,4,4,5,7,1,7,4,6,4,7,7,4,4,3,4,6,5,4,6,1,7,10/28/2013,4,4,4,9/1/2014,5,5,4,Alcohol
91837,8/26/2013,Female,18,4,3,4,3,5,7,5,2,6,6,5,4,4,2,5,2,4,4,4,4,6,10/28/2013,3,3,5,NA,NA,NA,NA,Alcohol
82860,8/26/2013,Female,19,2,2,3,2,6,6,4,5,5,5,4,6,6,4,3,3,6,6,6,1,6,10/29/2013,5,5,5,NA,NA,NA,NA,Alcohol
36253,8/26/2013,Female,18,4,3,5,4,4,3,5,5,6,6,5,4,4,1,1,1,2,2,2,5,6,10/28/2013,4,4,5,9/1/2014,3,3,4,Alcohol
37051,8/26/2013,Male,18,7,7,7,7,6,1,7,7,7,7,4,2,5,3,1,2,5,7,2,2,5,10/28/2013,7,5,7,9/1/2014,7,4,6,Alcohol
77265,8/26/2013,NA,NA,2,2,2,2,5,7,7,7,7,7,6,5,5,1,1,3,NA,5,5,2,6,10/29/2013,4,4,4,NA,NA,NA,NA,Alcohol
70064,8/26/2013,Female,19,4,4,5,5,4,5,5,5,5,5,4,4,4,4,4,4,1,3,3,5,4,10/28/2013,4,4,4,9/1/2014,5,4,5,Alcohol
55214,8/26/2013,Female,18,4,4,6,5,3,2,4,3,3,6,4,5,4,2,4,7,2,2,5,5,7,10/28/2013,5,5,7,NA,NA,NA,NA,Alcohol
51300,8/26/2013,Female,18,5,4,4,4,4,4,2,2,3,4,3,4,4,5,4,5,4,4,4,4,3,10/28/2013,4,3,4,9/1/2014,4,4,4,Alcohol
14217,8/26/2013,Female,19,4,3,4,5,5,5,3,4,4,4,4,4,4,4,3,5,4,3,4,4,4,10/28/2013,4,3,4,NA,NA,NA,NA,Alcohol
48751,8/26/2013,Female,18,6,5,5,5,4,5,6,5,6,6,5,4,4,3,3,3,5,4,4,4,5,10/28/2013,5,4,6,NA,NA,NA,NA,Alcohol
80394,8/26/2013,Female,18,1,1,1,1,7,3,7,7,7,5,5,5,5,1,1,1,7,7,7,1,4,10/29/2013,3,3,3,9/1/2014,2,2,2,Alcohol
41307,8/26/2013,Female,18,5,2,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,3,4,3,3,10/28/2013,3,3,5,NA,NA,NA,NA,Alcohol
44247,8/27/2013,Female,18,1,1,1,2,6,6,7,7,7,7,6,7,6,2,1,2,6,5,6,2,6,10/28/2013,1,2,1,9/1/2014,2,2,4,Alcohol
40308,8/27/2013,Male,18,5,5,5,4,5,1,7,7,7,7,4,4,4,5,5,5,1,3,3,1,7,10/29/2013,5,5,5,NA,NA,NA,NA,Alcohol
23451,8/27/2013,Male,18,4,3,5,2,3,2,3,3,3,3,4,3,2,4,5,6,2,3,2,5,6,10/28/2013,4,4,5,NA,NA,NA,NA,Alcohol
38713,8/27/2013,Female,18,6,4,7,7,3,1,2,5,5,6,3,1,1,2,2,5,1,3,5,2,5,10/28/2013,5,4,6,NA,NA,NA,NA,Alcohol
73502,8/27/2013,Male,24,2,1,3,2,2,2,7,7,7,7,5,4,4,2,1,2,2,1,1,1,5,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
33195,8/27/2013,Female,18,5,4,5,4,4,4,5,5,5,5,3,5,2,2,2,2,2,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
63328,8/27/2013,Male,18,4,4,4,4,4,4,5,5,5,5,6,6,5,3,3,5,4,4,4,4,NA,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
39790,8/27/2013,Female,18,1,1,1,1,7,5,7,6,6,6,6,5,6,1,1,2,5,3,3,1,3,NA,NA,NA,NA,9/8/2014,1,3,3,Alcohol
66185,8/27/2013,NA,NA,5,3,6,4,4,5,3,2,2,2,1,2,2,5,4,6,3,4,4,4,5,10/29/2013,4,4,4,NA,NA,NA,NA,Alcohol
28084,8/27/2013,Female,18,4,4,5,3,3,5,5,6,5,5,5,1,5,5,4,5,6,6,6,5,5,10/28/2013,5,4,5,NA,NA,NA,NA,Alcohol
28608,8/27/2013,NA,NA,7,6,7,6,2,7,7,7,7,7,7,4,4,1,1,1,1,1,1,1,1,10/28/2013,7,7,7,NA,NA,NA,NA,Alcohol
94351,8/27/2013,Male,20,6,6,7,5,3,2,6,6,5,6,2,4,4,1,2,2,1,3,1,2,4,10/28/2013,5,4,6,NA,NA,NA,NA,Alcohol
58076,8/27/2013,Male,19,5,4,5,3,3,4,4,5,5,5,5,3,3,2,2,3,2,2,3,4,3,10/28/2013,3,3,3,NA,NA,NA,NA,Alcohol
16348,8/27/2013,Male,18,2,2,3,3,5,5,7,7,7,7,7,5,7,2,4,2,5,4,5,2,7,10/28/2013,1,1,1,NA,NA,NA,NA,Alcohol
31997,8/27/2013,Male,19,3,4,5,5,2,4,2,5,4,5,4,4,4,2,2,2,5,5,4,NA,5,10/28/2013,7,5,7,NA,NA,NA,NA,Alcohol
12038,8/27/2013,Female,18,5,4,5,4,4,5,6,7,7,7,5,5,4,2,2,3,2,2,2,2,5,10/28/2013,3,4,4,NA,NA,NA,NA,Alcohol
27495,8/27/2013,Female,19,5,3,5,3,4,2,6,7,5,6,6,2,4,2,2,3,3,4,1,3,3,10/28/2013,5,5,6,NA,NA,NA,NA,Alcohol
26665,8/27/2013,Male,18,2,2,2,2,6,7,7,7,7,7,7,7,7,2,2,2,5,5,6,2,7,10/28/2013,2,2,2,9/1/2014,3,2,4,Alcohol
19214,8/27/2013,Female,18,5,3,5,6,2,6,4,6,7,7,5,3,5,2,2,2,5,4,3,1,5,10/28/2013,4,3,5,NA,NA,NA,NA,Alcohol
52908,8/27/2013,Male,20,4,4,5,4,2,4,7,7,6,6,4,5,4,2,2,1,2,2,2,5,6,10/28/2013,5,5,5,NA,NA,NA,NA,Alcohol
84403,8/27/2013,Female,21,6,4,6,5,3,5,4,5,4,4,3,4,5,2,2,3,3,3,3,2,4,10/28/2013,5,4,7,NA,NA,NA,NA,Alcohol
36608,8/27/2013,Male,19,4,4,4,4,4,5,3,4,5,5,6,3,3,4,3,5,4,4,2,5,6,10/29/2013,4,4,5,NA,NA,NA,NA,Alcohol
71538,8/27/2013,Female,19,4,2,5,4,4,5,3,3,3,6,4,4,3,6,5,4,1,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
78323,8/27/2013,Female,18,5,3,5,5,4,4,7,7,6,7,2,3,2,3,2,5,2,1,3,5,3,10/28/2013,4,3,6,9/1/2014,4,3,4,Alcohol
44298,8/27/2013,Female,19,4,2,4,4,4,4,4,4,4,4,1,2,1,5,3,3,4,2,2,2,5,10/29/2013,5,4,4,NA,NA,NA,NA,Alcohol
48839,8/27/2013,Female,18,4,2,6,4,4,5,7,7,7,7,4,1,5,7,7,7,5,4,6,1,7,10/30/2013,2,3,4,NA,NA,NA,NA,Alcohol
86319,8/27/2013,Male,19,6,6,6,5,3,3,6,6,6,6,4,2,2,2,2,2,3,3,2,2,4,10/28/2013,5,5,5,NA,NA,NA,NA,Alcohol
55311,8/27/2013,Female,18,5,4,5,4,2,5,5,5,5,7,1,1,1,1,1,5,2,2,3,3,5,10/29/2013,4,4,5,9/1/2014,4,4,5,Alcohol
13881,8/27/2013,Female,18,1,1,1,1,7,7,7,7,7,7,7,7,7,1,1,1,6,6,6,1,6,10/28/2013,1,1,1,9/1/2014,1,1,1,Alcohol
62521,8/27/2013,Female,18,6,4,6,6,5,5,6,6,6,6,4,1,6,1,2,2,2,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
62327,8/27/2013,Female,18,1,1,1,1,4,6,7,5,5,4,4,4,3,1,1,1,3,3,5,2,6,10/28/2013,1,1,2,9/1/2014,4,3,2,Alcohol
11891,8/27/2013,Male,18,5,4,5,5,3,4,4,4,4,4,2,4,4,3,3,3,2,1,1,4,3,10/28/2013,5,4,6,NA,NA,NA,NA,Alcohol
55246,8/27/2013,Male,20,6,5,7,5,3,4,7,7,7,7,5,4,4,1,1,2,2,2,2,2,5,10/28/2013,6,6,7,9/2/2014,5,5,7,Alcohol
72133,8/27/2013,Male,19,7,7,7,7,7,4,7,7,7,7,1,4,4,6,2,5,1,1,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
87351,8/27/2013,Male,18,2,2,1,1,6,5,7,7,7,7,6,5,5,1,1,1,7,7,7,1,7,10/28/2013,5,3,5,NA,NA,NA,NA,Alcohol
29032,8/27/2013,Female,21,1,1,1,1,1,1,7,7,7,7,7,1,1,1,1,3,3,3,2,3,6,10/28/2013,2,2,2,NA,NA,NA,NA,Alcohol
14038,8/27/2013,Male,18,2,2,4,5,4,7,5,5,5,3,5,5,5,6,6,5,7,4,5,5,6,10/28/2013,2,2,2,NA,NA,NA,NA,Alcohol
58842,8/27/2013,Male,19,2,2,4,4,3,3,4,3,4,4,4,4,3,2,3,3,4,3,4,4,5,10/30/2013,4,3,4,NA,NA,NA,NA,Alcohol
45365,8/27/2013,Female,18,5,5,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,10/28/2013,5,5,5,NA,NA,NA,NA,Alcohol
13029,8/27/2013,Female,18,2,4,7,4,5,1,3,5,5,5,1,3,1,4,2,3,2,1,1,1,1,10/28/2013,5,5,7,NA,NA,NA,NA,Alcohol
31527,8/27/2013,Female,18,4,4,5,3,5,1,6,6,6,7,7,6,4,4,3,5,2,2,3,2,2,10/29/2013,4,4,4,NA,NA,NA,NA,Alcohol
54438,8/28/2013,Female,20,5,4,5,5,3,5,5,5,5,4,4,4,5,2,2,3,3,4,5,3,4,10/28/2013,6,5,6,NA,NA,NA,NA,Alcohol
71874,8/28/2013,Female,19,4,4,5,5,1,1,6,6,6,6,4,2,2,1,1,4,4,1,1,1,1,10/28/2013,5,5,6,NA,NA,NA,NA,Alcohol
66501,8/28/2013,NA,NA,7,7,7,6,3,4,6,4,7,7,5,7,4,2,1,2,4,4,5,5,6,10/28/2013,7,5,7,NA,NA,NA,NA,Alcohol
10808,8/28/2013,Male,21,5,5,5,6,3,4,6,5,5,6,6,4,5,3,2,3,3,2,3,2,5,10/30/2013,5,5,5,NA,NA,NA,NA,Alcohol
77830,8/28/2013,Female,18,3,4,5,5,5,1,2,3,4,4,3,4,3,6,5,5,3,3,5,4,5,10/28/2013,5,3,5,NA,NA,NA,NA,Alcohol
59087,8/28/2013,Male,18,5,4,4,4,4,4,4,3,4,4,3,4,3,5,4,5,6,6,4,5,7,10/28/2013,3,3,3,NA,NA,NA,NA,Alcohol
62704,8/28/2013,Female,18,6,2,6,6,4,2,3,3,3,3,3,4,2,1,1,6,3,2,1,3,6,10/28/2013,7,2,6,NA,NA,NA,NA,Alcohol
24345,8/28/2013,Female,19,4,4,4,5,2,5,2,2,2,2,2,3,3,4,4,6,4,4,4,4,3,10/28/2013,4,4,5,NA,NA,NA,NA,Alcohol
11181,8/28/2013,Male,21,6,4,6,5,3,3,7,7,7,7,5,5,5,2,2,2,3,3,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
11964,8/28/2013,Male,18,4,4,4,5,3,6,6,7,6,7,1,5,1,6,6,6,2,2,2,5,6,10/28/2013,NA,NA,NA,NA,NA,NA,NA,Alcohol
79481,8/28/2013,NA,NA,4,3,4,3,1,3,5,3,4,3,1,1,1,5,5,5,3,3,3,7,6,10/28/2013,4,2,6,9/1/2014,3,3,6,Alcohol
62065,8/28/2013,Female,18,4,4,5,4,2,4,6,5,5,3,1,6,1,3,4,2,2,2,2,6,4,10/28/2013,5,4,5,NA,NA,NA,NA,Alcohol
82198,8/28/2013,Female,NA,5,3,5,5,3,7,4,4,4,4,1,2,3,6,2,7,3,3,3,3,5,10/28/2013,5,4,7,NA,NA,NA,NA,Alcohol
16788,8/28/2013,Male,20,4,4,4,3,5,4,2,2,2,2,1,2,3,7,7,7,2,4,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
54815,8/28/2013,Male,18,4,2,3,3,5,5,6,6,6,6,5,6,5,2,2,4,5,4,4,2,5,10/28/2013,2,2,4,NA,NA,NA,NA,Alcohol
41043,8/28/2013,Male,18,7,1,7,7,3,NA,1,7,7,6,5,1,5,5,3,2,3,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
48260,8/28/2013,NA,NA,5,3,6,3,3,5,6,2,7,5,1,1,5,5,5,5,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
95723,8/28/2013,Male,19,5,4,5,6,2,6,7,5,5,6,5,7,5,4,4,5,6,6,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
80224,8/28/2013,Male,18,4,4,1,2,5,7,5,5,5,5,1,2,1,1,1,2,3,3,3,1,5,10/28/2013,1,1,1,9/1/2014,4,4,4,Alcohol
21881,8/28/2013,Female,20,6,5,6,5,3,3,5,5,5,6,4,4,4,3,2,4,4,3,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
34895,8/28/2013,Male,18,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10/28/2013,5,5,5,9/1/2014,5,5,5,Alcohol
90506,8/28/2013,Female,18,2,2,2,2,5,6,6,6,6,6,6,5,5,2,2,2,5,4,4,3,6,10/28/2013,2,2,2,NA,NA,NA,NA,Alcohol
14694,8/28/2013,Female,19,4,4,5,5,5,2,2,2,3,3,4,1,1,2,2,4,2,2,1,4,4,10/28/2013,4,4,6,NA,NA,NA,NA,Alcohol
28534,8/28/2013,Female,18,5,5,7,7,3,5,6,5,6,6,5,5,5,1,2,2,5,4,4,2,5,10/28/2013,5,5,6,NA,NA,NA,NA,Alcohol
58362,8/28/2013,Female,18,3,4,4,3,4,5,6,6,7,6,4,5,6,3,2,4,2,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
71222,8/29/2013,Female,18,2,3,4,4,5,6,6,7,7,7,6,1,2,2,2,3,6,6,6,4,5,10/28/2013,4,4,3,NA,NA,NA,NA,Alcohol
51299,8/29/2013,Female,19,3,4,5,3,3,2,6,5,6,6,5,5,4,3,3,5,4,3,5,4,7,10/29/2013,5,3,5,NA,NA,NA,NA,Alcohol
60943,8/29/2013,Female,18,7,5,7,3,2,2,7,7,5,7,7,7,4,1,3,3,4,4,4,4,5,10/28/2013,5,4,5,NA,NA,NA,NA,Alcohol
54371,8/29/2013,Male,18,4,4,5,4,3,3,2,2,4,3,2,5,2,4,3,6,3,1,1,3,6,10/28/2013,5,5,7,NA,NA,NA,NA,Alcohol
23703,8/29/2013,Female,18,4,3,4,3,4,7,7,7,7,7,5,4,5,5,4,5,3,3,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
12772,8/29/2013,Male,18,2,2,1,1,5,5,6,6,6,6,6,5,4,2,1,1,4,3,3,2,4,10/28/2013,3,3,4,NA,NA,NA,NA,Alcohol
48371,8/29/2013,Female,24,5,2,4,1,2,1,7,6,7,7,7,1,4,1,1,3,1,2,2,4,7,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
59551,8/29/2013,Female,18,5,4,6,6,2,5,5,6,6,6,5,6,6,5,3,5,5,4,4,7,5,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
25051,8/29/2013,Male,18,1,1,1,2,5,4,7,7,7,7,7,5,6,5,2,5,5,4,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
56015,8/29/2013,Male,19,5,4,6,7,3,4,5,5,4,4,3,3,4,3,3,3,1,1,1,2,2,10/28/2013,6,4,6,NA,NA,NA,NA,Alcohol
68753,8/29/2013,Male,19,5,4,7,5,3,4,5,4,5,4,3,4,4,4,4,6,1,2,1,2,7,10/28/2013,5,5,6,9/1/2014,6,5,7,Alcohol
94368,8/29/2013,Female,18,4,4,5,5,2,2,2,3,3,3,2,2,3,7,4,4,5,1,2,5,7,10/29/2013,4,4,4,9/1/2014,5,5,5,Alcohol
14487,8/29/2013,Male,18,5,3,4,6,2,4,1,3,1,4,3,1,3,4,7,7,3,2,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
32440,8/29/2013,Male,17,1,1,4,1,3,7,7,7,7,7,4,1,2,1,1,1,5,4,5,1,5,10/28/2013,3,3,4,9/2/2014,2,1,1,Alcohol
36161,8/29/2013,Female,18,1,1,1,1,7,7,7,7,7,7,6,6,7,1,1,1,4,5,6,1,4,10/28/2013,2,1,1,9/1/2014,2,2,2,Alcohol
26431,8/29/2013,Female,19,1,1,1,1,6,6,5,5,5,5,4,5,3,3,2,4,7,7,7,1,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
31016,8/29/2013,Female,19,1,1,4,1,7,7,7,7,5,7,4,1,4,2,2,5,7,7,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
48270,8/29/2013,Female,18,4,3,4,2,3,2,2,1,2,3,4,4,3,3,3,3,1,1,2,4,2,10/28/2013,4,3,4,NA,NA,NA,NA,Alcohol
27953,8/29/2013,Female,19,2,1,2,4,6,5,7,7,7,7,7,7,7,1,1,3,7,7,7,2,7,10/28/2013,4,3,4,NA,NA,NA,NA,Alcohol
11392,8/29/2013,Male,21,3,3,3,3,4,7,5,6,6,6,7,7,7,2,1,2,3,3,4,1,4,10/28/2013,2,2,2,NA,NA,NA,NA,Alcohol
50176,8/29/2013,Female,22,5,5,5,5,2,3,5,5,5,5,5,1,4,2,2,2,3,3,2,2,3,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
89091,8/29/2013,Female,18,5,5,5,5,3,3,5,7,6,7,4,1,1,2,3,5,1,1,2,1,3,10/29/2013,5,5,5,NA,NA,NA,NA,Alcohol
25413,8/30/2013,Male,19,2,2,4,2,5,5,6,6,6,6,3,1,1,1,1,4,4,4,1,7,4,10/31/2013,3,3,4,NA,NA,NA,NA,Alcohol
40305,8/30/2013,Male,19,1,1,1,6,2,4,7,5,4,4,4,4,4,2,2,3,3,4,3,4,4,10/28/2013,3,3,5,NA,NA,NA,NA,Alcohol
39849,8/30/2013,Male,18,3,3,3,6,5,7,5,7,7,7,2,2,5,5,2,6,5,5,6,2,6,10/28/2013,3,3,2,NA,NA,NA,NA,Alcohol
79997,8/30/2013,Male,18,5,1,7,5,5,7,7,7,7,7,7,7,7,1,1,1,3,3,3,1,5,NA,NA,NA,NA,9/2/2014,4,4,7,Alcohol
17793,8/30/2013,Female,22,5,4,5,5,5,5,3,3,3,3,3,4,4,5,5,5,4,4,4,4,4,10/28/2013,5,5,5,NA,NA,NA,NA,Alcohol
93969,8/30/2013,Female,18,1,1,1,2,6,7,6,6,6,6,7,7,7,2,2,2,2,1,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
71606,8/31/2013,Female,27,1,1,1,1,7,1,7,7,7,7,7,1,1,1,1,1,7,7,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
43197,8/31/2013,Female,18,3,3,4,3,5,5,7,7,7,7,3,4,3,3,2,3,3,3,3,2,7,10/28/2013,6,5,6,NA,NA,NA,NA,Alcohol
44084,9/1/2013,Female,18,3,2,6,6,2,5,2,2,4,5,4,4,4,6,6,7,4,4,4,2,3,10/28/2013,5,3,7,9/1/2014,6,3,7,Alcohol
41516,9/1/2013,Male,18,3,6,6,6,2,5,5,2,4,3,3,2,3,6,4,6,3,2,2,2,6,10/28/2013,7,7,7,NA,NA,NA,NA,Alcohol
69346,9/1/2013,Female,NA,7,3,3,4,3,3,3,3,4,4,4,3,4,4,3,3,4,3,3,4,4,10/28/2013,NA,NA,NA,NA,NA,NA,NA,Alcohol
46452,9/1/2013,Female,19,4,4,7,7,5,1,5,7,6,7,6,7,6,3,1,4,1,1,1,NA,6,10/28/2013,NA,NA,NA,NA,NA,NA,NA,Alcohol
52768,9/1/2013,Male,23,4,3,2,2,5,6,7,7,7,6,4,5,4,1,1,2,2,2,2,2,3,10/28/2013,2,2,3,NA,NA,NA,NA,Alcohol
34147,9/1/2013,Female,18,4,3,3,3,4,2,4,4,3,6,4,4,6,2,2,3,4,4,4,4,5,10/28/2013,4,3,3,9/8/2014,5,4,5,Alcohol
67746,9/1/2013,Female,18,4,4,4,4,4,5,3,3,3,3,3,2,3,3,4,4,4,4,4,4,5,10/29/2013,4,4,4,NA,NA,NA,NA,Alcohol
89972,9/2/2013,Female,19,4,4,6,5,4,6,7,7,7,7,1,1,1,5,5,7,5,3,2,7,4,10/28/2013,5,4,7,NA,NA,NA,NA,Alcohol
99857,9/2/2013,Female,20,3,3,4,2,3,2,2,1,4,4,3,1,4,2,4,4,5,4,2,4,7,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
55004,9/2/2013,Female,18,6,4,7,5,2,3,5,2,5,5,3,5,4,2,2,4,4,2,2,6,3,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
22386,9/2/2013,Male,20,5,5,5,5,4,3,6,6,6,6,3,4,4,4,4,6,5,5,4,4,5,10/28/2013,4,4,4,NA,NA,NA,NA,Alcohol
24323,9/2/2013,Female,19,5,4,7,5,4,1,6,7,7,7,6,6,5,3,1,3,5,5,7,1,6,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
57315,9/2/2013,Male,19,6,5,7,5,3,7,5,7,6,5,5,4,4,3,2,4,3,3,3,5,4,10/28/2013,6,4,6,NA,NA,NA,NA,Alcohol
62366,9/2/2013,Male,NA,4,2,5,4,4,4,7,7,7,7,7,5,5,1,1,2,3,2,3,1,7,10/29/2013,4,4,6,9/1/2014,4,4,7,Alcohol
24758,9/2/2013,Female,18,4,3,5,4,2,5,5,5,5,6,4,3,5,4,3,5,2,2,1,4,5,10/28/2013,5,3,5,NA,NA,NA,NA,Alcohol
32183,9/2/2013,Female,18,3,1,3,2,5,7,3,6,6,6,6,7,6,2,2,3,5,4,4,5,7,10/28/2013,2,2,4,NA,NA,NA,NA,Alcohol
97106,9/2/2013,Female,19,5,4,5,5,3,5,6,7,7,6,5,3,4,2,1,2,5,4,2,4,2,10/29/2013,NA,NA,NA,NA,NA,NA,NA,Alcohol
69064,9/2/2013,NA,NA,3,3,7,6,4,5,6,2,7,7,5,2,5,2,1,2,3,3,3,4,4,10/28/2013,5,4,6,NA,NA,NA,NA,Alcohol
28281,9/2/2013,Male,26,5,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
28235,9/2/2013,Female,18,3,4,3,2,2,3,5,7,6,6,6,4,6,2,1,2,2,2,2,2,3,10/31/2013,1,1,3,9/1/2014,3,2,3,Alcohol
73828,9/2/2013,Female,20,4,4,5,4,4,4,1,1,1,1,1,1,1,7,7,7,2,2,4,7,3,10/30/2013,7,4,7,NA,NA,NA,NA,Alcohol
17007,9/2/2013,Male,18,7,5,7,5,3,3,7,5,6,5,5,4,5,2,2,3,3,5,3,4,5,10/28/2013,6,5,6,9/1/2014,6,6,7,Alcohol
10055,9/2/2013,Male,21,4,4,5,4,5,4,6,6,7,7,4,2,3,1,1,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
35533,9/3/2013,Male,19,3,3,6,5,4,5,4,3,3,3,3,2,5,3,4,4,4,4,4,3,7,10/28/2013,5,4,5,NA,NA,NA,NA,Alcohol
94591,9/3/2013,Female,18,3,3,3,2,5,6,6,5,6,6,6,6,5,2,2,3,2,2,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
35513,9/3/2013,Female,18,5,2,5,3,2,2,6,6,6,6,4,4,3,2,2,2,1,1,1,4,5,10/29/2013,3,3,6,NA,NA,NA,NA,Alcohol
57454,9/3/2013,Male,18,4,4,5,6,5,3,2,4,2,4,4,2,2,4,4,5,2,3,4,4,3,10/28/2013,5,3,5,NA,NA,NA,NA,Alcohol
22556,9/3/2013,Male,19,7,7,7,7,2,1,7,7,6,7,2,1,1,2,3,2,4,6,2,1,6,10/28/2013,7,7,7,NA,NA,NA,NA,Alcohol
45284,9/3/2013,Female,19,5,4,5,5,4,4,6,6,5,5,6,5,6,3,5,4,1,2,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,Alcohol
