"distid","distname","regcommand","fraudchi2_total","est_fraud_share","fraudchi2_k","fraudchi2_a","v.elday.pc","v.elday.pc.2","v.2months.pc","v.2months.pc.2","v.elday.pc.lag","numclosedstations","electrified","pce_1000_07","distkabul","elevation"
1905,"Ghormach",2,1,0.65683650970459,1,0,0.031085827971028,0.000966328700644347,0.279772451739252,0.0782726247521921,0.00165517971941393,5,0,2.75561308860779,507.110242713324,983.952270507812
1906,"Bala Murghab",2,0,0.424989402294159,0,0,0,0,0.34443168771527,0.118633187502389,0.0383421733643826,2,0.0104166995733976,3.20964598655701,528.976515944833,1036.91662597656
1907,"Muqur",2,0,0.0800653994083405,0,0,0.122747079642397,0.0150668455607369,0.490988318569587,0.241069528971791,0.0251974398468686,5,0.150000005960464,4.04221200942993,558.89491955246,858.813110351562
2001,"Hirat",2,0,0.0448679998517036,0,0,0,0,0.0163283967147266,0.000266616539273494,0.00115737391857874,4,0.982954621315002,7.83723306655884,642.337874180357,1239.2353515625
2002,"Injil",2,0,0.00969129987061024,0,1,0,0,0.0786304816678648,0.00618275264732043,0.00192895653096457,0,0.519230782985687,4.44196891784668,629.181260796315,969.263305664062
2003,"Guzara",2,0,0.0808686017990112,0,0,0.00578686959289372,3.3487859685158e-05,0.138884870229449,0.019289007178651,0.00227884130035242,55,0.4375,3.85809302330017,656.479979158911,1215.61291503906
2004,"Pashtun Zarghun",2,0,0.0375507995486259,0,0,0.015951889102467,0.000254462765937404,0.0478556673074009,0.00229016489343664,0.00115737391857874,12,0.0227272994816303,5.58605194091797,589.589506297689,1630.13391113281
2005,"Karukh",2,0,0.0110860001295805,0,0,0,0,0.0713640039963842,0.00509282106639595,0.0147725957929704,0,0.0625,3.25659203529358,596.261661106274,1758.02355957031
2006,"Koshk",2,0,0.037186399102211,1,0,0,0,0.0351833934382971,0.00123787117383401,0.00255463730536857,4,0.191666707396507,4.65153694152832,635.046330731552,1019.67077636719
2007,"Gulran",2,0,0.0892336964607239,0,0,0,0,0.0106274443121918,0.000112942572608738,0,4,0.0208333004266024,2.88771605491638,696.336811919949,877.95361328125
2008,"Kohsan",2,0,0.108726598322392,0,0,0,0,0,0,0,2,0.791666686534882,3.54265308380127,732.382863441796,849.773559570312
2009,"Ghoryan",2,0,0.0704914033412933,0,0,0,0,0,0,0.00115737391857874,3,0.486111104488373,5.73324489593506,736.19239764559,873.063415527344
2010,"Zanda  Jan
",2,0,0.0382958017289639,0,0,0,0,0,0,0.00115737391857874,2,0.666666686534882,4.12311220169067,673.754191679752,1114.82873535156
2011,"Adraskan",2,0,0.365591287612915,0,1,0,0,0.0903848587284658,0.00816942268736472,0.0106747100486903,2,0,2.53724694252014,665.835132813402,1475.27880859375
2012,"Obe",2,0,0,0,0,0,0,0.0328249119198197,0.00107747484254392,0.00814405152545223,10,0.09375,6.43957901000977,542.71293720939,1986.49633789062
2013,"Farsi",2,0,0.0167832002043724,1,1,0,0,0.0242895312120476,0.000589981326501035,0.00388098047658053,0,0.100000001490116,1.74735701084137,546.189651491615,2483.74609375
2014,"Shindand",2,0,0.128774300217628,0,1,0.0112149742335967,0.000125775647060238,0.0953272809855719,0.00908729050010218,0.0273729172182584,32,0.098684199154377,4.0640230178833,644.270835523924,1341.36853027344
2015,"Chishti Sharif",2,0,0.0167578998953104,0,1,0,0,0,0,0.00870979091838812,1,0.458333313465118,3.59053897857666,477.01924239675,2437.806640625
2016,"Koshki Kohna",2,0,0.077361099421978,0,0,0.0127731865268429,0.00016315429404952,0.0255463730536857,0.000652617176198079,0.0459274197719093,8,0,3.45365691184998,598.815528883042,1310.29309082031
2101,"Farah",2,0,0.018300699070096,0,0,0.0141116371615853,0.000199138303380235,0.0917256415503045,0.00841359331781494,0.0604866224021018,5,0.511363625526428,3.4867799282074,691.595193574071,731.738403320312
2102,"Bakwa",2,0,0.462331503629684,1,0,0.0646997929606625,0.0041860632091526,1.39104554865424,1.93500771843079,0.110139199917139,7,0,3.5697660446167,637.612490040299,821.171325683594
2103,"Gulistan",2,0,0.31296581029892,0,0,0.0944867009968347,0.00892773666526524,0.779515283223886,0.607644076779616,0.0785088113834596,16,0,2.56580591201782,556.967893617663,1528.36657714844
2104,"Pur Chaman",2,1,0.499683111906052,1,1,0,0,0,0,0.0299826761274894,13,0.0416667014360428,3.49907302856445,515.020322681434,2109.91186523438
2105,"Bala Buluk",2,0,0.131016001105309,0,0,0.0733182623571821,0.00537556759507659,0.46434899492882,0.215619989091405,0.0407229698236439,9,0.025000000372529,3.03084397315979,624.922503798474,1064.22448730469
2106,"Khaki Safed",2,1,0.511122524738312,1,1,0.0598247135891837,0.00357899635602786,0.119649427178367,0.0143159854241114,0.0362726724457472,4,0.0750000029802322,2.29602694511414,685.526907234892,921.169982910156
2107,"Anar Dara",2,0,0,0,0,0.0310945273631841,0.000966869631939804,0.0310945273631841,0.000966869631939804,0.0177599219556951,0,0.333333313465118,2.88267588615417,750.724052952048,858.415222167969
2108,"Qala Ka",2,0,0.06137790158391,0,0,0,0,0,0,0.0385855023345776,1,0.166666701436043,2.38063406944275,764.422152357546,683.1240234375
2109,"Lash Wa Juwayn",2,0,0.0680249035358429,0,0,0,0,0.0231438622477319,0.00053563835974199,0.00352790929039633,0,0,2.91069197654724,794.088085700453,569.971801757812
2110,"Shib Koh",2,0,0.0576471015810966,0,0,0,0,0.0604010630587098,0.00364828841862224,0.00470387905386176,0,0,10.2600498199463,770.851873051879,592.562683105469
2111,"Pusht Rod",2,1,0.880857408046722,0,1,0.0878966335589347,0.00772581819099364,0.205092144970848,0.0420627879287432,0.0246454502502563,35,0.03125,2.69258999824524,696.257870766751,697.384338378906
2201,"Zaranj",1,0,0.0266325995326042,0,0,0,0,0,0,0,1,0.958333313465118,3.23134708404541,780.175635827129,481.617309570312
2202,"Kang",1,0,0.245345801115036,0,0,0,0,0,0,0,2,0,2.71504402160645,771.990937854929,472.443572998047
2203,"Chahar Burjak",1,0,0.188386097550392,0,0,0,0,0,0,0.0632724511747585,5,0,2.5922429561615,819.00524566545,549.775390625
2204,"Chakhansur",1,0,0.325158387422562,0,0,0,0,0,0,0.100584157331822,1,0,2.17924809455872,719.491226143215,576.528381347656
2205,"Khash Rod",1,0,0.407934993505478,0,0,0.258640199152953,0.0668947526178794,1.03456079661181,1.07031604188607,0.117223704095338,7,0.0500000007450581,3.09280395507812,656.931968985557,688.899658203125
2301,"Lashkar Gah",1,0,0.135250702500343,0,1,0.0599309296036318,0.00359171632315547,0.54686973263314,0.299066504470242,0.238375665841225,4,0.942857086658478,6.71061897277832,541.59838407855,852.903259277344
2302,"Nahri Sarraj",1,1,0.246142596006393,1,0,0.22511048185491,0.0506747290409499,2.02599433669419,4.10465305231694,0.171851750808272,4,0.102272696793079,6.79644107818604,519.78757995103,862.210021972656
2303,"Kajaki",1,0,0,0,0,0,0,0.318933024064946,0.101718273839212,0.14166737568884,6,0,7.14268493652344,445.292757934352,1318.99633789062
