Statefip	County	SMSA	Tract	Jurcode	Borderno	Block	Tier	odd shape	tracks	pairno
42	3	Pittsburgh	5082	wilmerpa	58	203	7			1
42	3	Pittsburgh	5082	wilmerpa	58	218	8			1
42	3	Pittsburgh	5082	wilmerpa	58	206	8			1
42	3	Pittsburgh	5082	wilmerpa	58	215	8			1
42	3	Pittsburgh	4841	munhalpa	59	201	1			1
42	3	Pittsburgh	4841	munhalpa	59	101	1	Y		1
42	3	Pittsburgh	4841	munhalpa	59	106	1	Y		1
42	3	Pittsburgh	4841	munhalpa	59	207	1			1
42	3	Pittsburgh	4841	munhalpa	59	213	1	Y		1
42	3	Pittsburgh	4841	munhalpa	59	116	1	Y		1
42	3	Pittsburgh	4841	munhalpa	59	114	2			1
42	3	Pittsburgh	4841	munhalpa	59	112	3			1
42	3	Pittsburgh	4841	munhalpa	59	203	3			1
42	3	Pittsburgh	4841	munhalpa	59	210	3			1
42	3	Pittsburgh	4841	munhalpa	59	105	3	Y		1
42	3	Pittsburgh	4841	munhalpa	59	111	4			1
42	3	Pittsburgh	4841	munhalpa	59	109	4			1
42	3	Pittsburgh	4841	munhalpa	59	107	5	Y		1
42	3	Pittsburgh	4841	munhalpa	59	104	6	Y		1
42	3	Pittsburgh	4850	whitakpa	59	104	1	Y		1
42	3	Pittsburgh	4850	whitakpa	59	108	1			1
42	3	Pittsburgh	4850	whitakpa	59	117	1	Y		1
42	3	Pittsburgh	4850	whitakpa	59	113	2			1
42	3	Pittsburgh	4850	whitakpa	59	116	2			1
42	3	Pittsburgh	4850	whitakpa	59	114	2			1
42	3	Pittsburgh	4850	whitakpa	59	115	2			1
42	3	Pittsburgh	4850	whitakpa	59	205	3			1
42	3	Pittsburgh	4850	whitakpa	59	203	3			1
42	3	Pittsburgh	4850	whitakpa	59	202	3			1
42	3	Pittsburgh	4850	whitakpa	59	119	3	Y		1
42	3	Pittsburgh	4850	whitakpa	59	201	4	Y		1
42	3	Pittsburgh	4850	whitakpa	59	208	5			1
42	3	Pittsburgh	4850	whitakpa	59	207	5			1
42	3	Pittsburgh	4850	whitakpa	59	213	6			1
42	3	Pittsburgh	4850	whitakpa	59	211	6			1
42	3	Pittsburgh	4850	whitakpa	59	212	6			1
42	3	Pittsburgh	4850	whitakpa	59	214	6			1
42	3	Pittsburgh	4850	whitakpa	59	209	6			1
42	3	Pittsburgh	5092	turcrepa	60	106	1			1
42	3	Pittsburgh	5092	turcrepa	60	119	1			1
42	3	Pittsburgh	5092	turcrepa	60	103	2	Y		1
42	3	Pittsburgh	5092	turcrepa	60	107	2			1
42	3	Pittsburgh	5092	turcrepa	60	101	3	Y		1
42	3	Pittsburgh	5092	turcrepa	60	108	3			1
42	3	Pittsburgh	5092	turcrepa	60	109	4			1
42	3	Pittsburgh	5092	turcrepa	60	110	5			1
42	3	Pittsburgh	5092	turcrepa	60	111	6			1
42	3	Pittsburgh	5092	turcrepa	60	120	7			1
42	3	Pittsburgh	5092	turcrepa	60	122	8			1
42	3	Pittsburgh	5092	turcrepa	60	117				1
42	3	Pittsburgh	5092	turcrepa	60	118				1
42	3	Pittsburgh	5092	turcrepa	60	114				1
42	3	Pittsburgh	5092	turcrepa	60	115				1
42	3	Pittsburgh	5092	turcrepa	60	116				1
42	3	Pittsburgh	5081	wilmerpa	60	208	1			1
42	3	Pittsburgh	5081	wilmerpa	60	105	1	Y		1
42	3	Pittsburgh	5081	wilmerpa	60	206	2			1
42	3	Pittsburgh	5081	wilmerpa	60	205	3			1
42	3	Pittsburgh	5081	wilmerpa	60	210	3			1
42	3	Pittsburgh	5081	wilmerpa	60	204	4			1
42	3	Pittsburgh	5081	wilmerpa	60	211	4			1
42	3	Pittsburgh	5081	wilmerpa	60	212	5			1
42	3	Pittsburgh	5081	wilmerpa	60	203	5			1
42	3	Pittsburgh	5081	wilmerpa	60	213	6			1
42	3	Pittsburgh	5081	wilmerpa	60	202	6			1
42	3	Pittsburgh	5081	wilmerpa	60	117	7			1
42	3	Pittsburgh	5081	wilmerpa	60	116	8			1
42	3	Pittsburgh	1405	pittsbpa	61	108	1			1
42	3	Pittsburgh	1405	pittsbpa	61	110	2			1
42	3	Pittsburgh	1405	pittsbpa	61	111	3			1
42	3	Pittsburgh	1405	pittsbpa	61	114	3			1
42	3	Pittsburgh	1406	pittsbpa	61	121	1			1
42	3	Pittsburgh	1406	pittsbpa	61	117	1			1
42	3	Pittsburgh	1406	pittsbpa	61	104	1			1
42	3	Pittsburgh	1406	pittsbpa	61	114	1			1
42	3	Pittsburgh	1406	pittsbpa	61	109	1			1
42	3	Pittsburgh	1406	pittsbpa	61	112	1			1
42	3	Pittsburgh	1406	pittsbpa	61	101	1			1
42	3	Pittsburgh	1406	pittsbpa	61	105	1			1
42	3	Pittsburgh	1406	pittsbpa	61	102	2			1
42	3	Pittsburgh	1406	pittsbpa	61	108	2			1
42	3	Pittsburgh	1406	pittsbpa	61	123	2	Y		1
42	3	Pittsburgh	1406	pittsbpa	61	106	2			1
42	3	Pittsburgh	1406	pittsbpa	61	103	2			1
42	3	Pittsburgh	1406	pittsbpa	61	107	3			1
42	3	Pittsburgh	1406	pittsbpa	61	124	3	Y		1
42	3	Pittsburgh	1406	pittsbpa	61	209	4			1
42	3	Pittsburgh	1406	pittsbpa	61	201	4	Y		1
42	3	Pittsburgh	1406	pittsbpa	61	206	4	Y		1
42	3	Pittsburgh	1406	pittsbpa	61	207	4	Y		1
42	3	Pittsburgh	1406	pittsbpa	61	210	5	Y		1
42	3	Pittsburgh	1406	pittsbpa	61	202	5	Y		1
42	3	Pittsburgh	1406	pittsbpa	61	211	6			1
42	3	Pittsburgh	5604	wilkinpa	61	206	1			1
42	3	Pittsburgh	5604	wilkinpa	61	101	1	Y		1
42	3	Pittsburgh	5604	wilkinpa	61	308	1			1
42	3	Pittsburgh	5604	wilkinpa	61	207	1			1
42	3	Pittsburgh	5604	wilkinpa	61	111	2			1
42	3	Pittsburgh	5604	wilkinpa	61	208	3			1
42	3	Pittsburgh	5604	wilkinpa	61	307	3			1
42	3	Pittsburgh	5604	wilkinpa	61	310	3			1
42	3	Pittsburgh	5604	wilkinpa	61	209	4			1
42	3	Pittsburgh	5604	wilkinpa	61	112	4			1
42	3	Pittsburgh	5604	wilkinpa	61	311	4			1
42	3	Pittsburgh	5604	wilkinpa	61	304	4			1
42	3	Pittsburgh	5604	wilkinpa	61	312	5			1
42	3	Pittsburgh	5604	wilkinpa	61	201	5			1
42	3	Pittsburgh	5604	wilkinpa	61	303	5			1
42	3	Pittsburgh	5604	wilkinpa	61	113	5			1
42	3	Pittsburgh	5604	wilkinpa	61	313	5			1
42	3	Pittsburgh	5604	wilkinpa	61	212	5			1
42	3	Pittsburgh	5604	wilkinpa	61	314	6			1
42	3	Pittsburgh	5604	wilkinpa	61	214	6			1
42	3	Pittsburgh	5605	wilkinpa	61	311	1			2
42	3	Pittsburgh	5605	wilkinpa	61	407	1			2
42	3	Pittsburgh	5605	wilkinpa	61	411	1			2
42	3	Pittsburgh	5605	wilkinpa	61	305	2	Y		2
42	3	Pittsburgh	1410	pittsbpa	62	106	1			1
42	3	Pittsburgh	1410	pittsbpa	62	120	1			1
42	3	Pittsburgh	1410	pittsbpa	62	108	1			1
42	3	Pittsburgh	1410	pittsbpa	62	121	1			1
42	3	Pittsburgh	1410	pittsbpa	62	123	1			1
42	3	Pittsburgh	1410	pittsbpa	62	122	1			1
42	3	Pittsburgh	1410	pittsbpa	62	128	1			1
42	3	Pittsburgh	1410	pittsbpa	62	129	1	Y		1
42	3	Pittsburgh	1410	pittsbpa	62	124	1			1
42	3	Pittsburgh	1410	pittsbpa	62	101	1	Y		1
42	3	Pittsburgh	1410	pittsbpa	62	109	1			1
42	3	Pittsburgh	1410	pittsbpa	62	117	1			1
42	3	Pittsburgh	1410	pittsbpa	62	116	1			1
42	3	Pittsburgh	1410	pittsbpa	62	127	1			1
42	3	Pittsburgh	1410	pittsbpa	62	111	1	Y		1
42	3	Pittsburgh	1410	pittsbpa	62	110	1			1
42	3	Pittsburgh	1410	pittsbpa	62	118	2			1
42	3	Pittsburgh	1410	pittsbpa	62	125	2			1
42	3	Pittsburgh	1410	pittsbpa	62	126	3			1
42	3	Pittsburgh	1410	pittsbpa	62	114	3			1
42	3	Pittsburgh	1410	pittsbpa	62	119	3			1
42	3	Pittsburgh	1411	pittsbpa	62	119	1			1
42	3	Pittsburgh	1411	pittsbpa	62	114	1			1
42	3	Pittsburgh	1411	pittsbpa	62	118	1			1
42	3	Pittsburgh	1411	pittsbpa	62	120	1			1
42	3	Pittsburgh	1411	pittsbpa	62	115	1			1
42	3	Pittsburgh	1411	pittsbpa	62	113	1			1
42	3	Pittsburgh	1411	pittsbpa	62	111	1			1
42	3	Pittsburgh	1411	pittsbpa	62	104	1	Y		1
42	3	Pittsburgh	1411	pittsbpa	62	202	1			1
42	3	Pittsburgh	5154	swissvpa	62	216	1			1
42	3	Pittsburgh	5154	swissvpa	62	220	1			1
42	3	Pittsburgh	5154	swissvpa	62	205	1	Y		1
42	3	Pittsburgh	5154	swissvpa	62	203	1			1
42	3	Pittsburgh	5154	swissvpa	62	215	1			1
42	3	Pittsburgh	5154	swissvpa	62	101	1	Y		1
42	3	Pittsburgh	5154	swissvpa	62	221	1	Y		1
42	3	Pittsburgh	5154	swissvpa	62	210	1			1
42	3	Pittsburgh	5154	swissvpa	62	106	1	Y		1
42	3	Pittsburgh	5155	swissvpa	62	129	1	Y		2
42	3	Pittsburgh	5155	swissvpa	62	103	1			2
42	3	Pittsburgh	5155	swissvpa	62	130	1			2
42	3	Pittsburgh	5155	swissvpa	62	117	1			2
42	3	Pittsburgh	5155	swissvpa	62	102	1			2
42	3	Pittsburgh	5155	swissvpa	62	109	1			2
42	3	Pittsburgh	5155	swissvpa	62	107	1			2
42	3	Pittsburgh	5155	swissvpa	62	131	1			2
42	3	Pittsburgh	5155	swissvpa	62	120	1			2
42	3	Pittsburgh	5155	swissvpa	62	121	1			2
42	3	Pittsburgh	5155	swissvpa	62	123	2			2
42	3	Pittsburgh	5155	swissvpa	62	115	2			2
42	3	Pittsburgh	5155	swissvpa	62	111	3			2
42	3	Pittsburgh	5155	swissvpa	62	113	3			2
42	3	Pittsburgh	5155	swissvpa	62	127	3			2
42	3	Pittsburgh	5155	swissvpa	62	125	3			2
42	3	Pittsburgh	4811	mouolipa	63	204	1			1
42	3	Pittsburgh	4811	mouolipa	63	209	1			1
42	3	Pittsburgh	4811	mouolipa	63	207	1	Y		1
42	3	Pittsburgh	4811	mouolipa	63	109	1			1
42	3	Pittsburgh	4811	mouolipa	63	108	1			1
42	3	Pittsburgh	4811	mouolipa	63	101	1			1
42	3	Pittsburgh	4811	mouolipa	63	110	1			1
42	3	Pittsburgh	4812	mouolipa	63	106	1			1
42	3	Pittsburgh	4812	mouolipa	63	103	1	Y		1
42	3	Pittsburgh	4812	mouolipa	63	105	1			1
42	3	Pittsburgh	4812	mouolipa	63	205	1	Y		1
42	3	Pittsburgh	4812	mouolipa	63	109	1			1
42	3	Pittsburgh	4812	mouolipa	63	101	1			1
42	3	Pittsburgh	4812	mouolipa	63	201	1			1
42	3	Pittsburgh	4812	mouolipa	63	209	1	Y		1
42	3	Pittsburgh	4813	mouolipa	63	219	1			1
42	3	Pittsburgh	4813	mouolipa	63	101	1	Y		1
42	3	Pittsburgh	4813	mouolipa	63	220	2			1
42	3	Pittsburgh	4813	mouolipa	63	221	2			1
42	3	Pittsburgh	4813	mouolipa	63	204	3			1
42	3	Pittsburgh	1603	pittsbpa	63	516	1			1
42	3	Pittsburgh	1603	pittsbpa	63	512	1	Y		1
42	3	Pittsburgh	1603	pittsbpa	63	515	1			1
42	3	Pittsburgh	1605	pittsbpa	63	306	1			1
42	3	Pittsburgh	1605	pittsbpa	63	202	1	Y		1
42	3	Pittsburgh	1605	pittsbpa	63	301	1	Y		1
42	3	Pittsburgh	1605	pittsbpa	63	307	1			1
42	3	Pittsburgh	1605	pittsbpa	63	402	1			1
42	3	Pittsburgh	1605	pittsbpa	63	401	1	Y		1
42	3	Pittsburgh	2902	pittsbpa	63	104	1	Y		1
42	3	Pittsburgh	2902	pittsbpa	63	627	1			1
42	3	Pittsburgh	2902	pittsbpa	63	620	1			1
42	3	Pittsburgh	2902	pittsbpa	63	618	1	Y		1
42	3	Pittsburgh	2902	pittsbpa	63	626	2			1
42	3	Pittsburgh	2902	pittsbpa	63	102	2	Y		1
42	3	Pittsburgh	2902	pittsbpa	63	612	3	Y		1
42	3	Pittsburgh	2902	pittsbpa	63	109	3			1
42	3	Pittsburgh	2902	pittsbpa	63	625	3			1
42	3	Pittsburgh	2902	pittsbpa	63	623	3			1
42	3	Pittsburgh	2902	pittsbpa	63	111	3			1
42	3	Pittsburgh	3001	pittsbpa	63	522	1			1
42	3	Pittsburgh	3001	pittsbpa	63	111	1			1
42	3	Pittsburgh	3001	pittsbpa	63	301	1			1
42	3	Pittsburgh	3001	pittsbpa	63	603	1			1
42	3	Pittsburgh	3001	pittsbpa	63	614	1			1
42	3	Pittsburgh	3001	pittsbpa	63	702	1	Y		1
42	3	Pittsburgh	3001	pittsbpa	63	523	1			1
42	3	Pittsburgh	3001	pittsbpa	63	719	1			1
42	3	Pittsburgh	3001	pittsbpa	63	401	1			1
42	3	Pittsburgh	3001	pittsbpa	63	101	1			1
42	3	Pittsburgh	3001	pittsbpa	63	205	1			1
42	3	Pittsburgh	3001	pittsbpa	63	207	1			1
42	3	Pittsburgh	3001	pittsbpa	63	601	1			1
42	3	Pittsburgh	3001	pittsbpa	63	718	2			1
42	3	Pittsburgh	3001	pittsbpa	63	711	2			1
42	3	Pittsburgh	3001	pittsbpa	63	716	3			1
42	3	Pittsburgh	3001	pittsbpa	63	607	3			1
42	3	Pittsburgh	3001	pittsbpa	63	712	3			1
42	3	Pittsburgh	3001	pittsbpa	63	707	3			1
42	3	Pittsburgh	3001	pittsbpa	63	613	3			1
6	59	Los Angeles	87502	anaheica	64	110	1	Y		1
6	59	Los Angeles	87502	anaheica	64	209	1			1
6	59	Los Angeles	87502	anaheica	64	210	1	Y		1
6	59	Los Angeles	87502	anaheica	64	212	1			1
6	59	Los Angeles	87502	anaheica	64	213	1	Y		1
6	59	Los Angeles	87502	anaheica	64	215	1			1
6	59	Los Angeles	87601	anaheica	64	103	8	Y	Y	1
6	59	Los Angeles	87601	anaheica	64	107	7	Y	Y	1
6	59	Los Angeles	87601	anaheica	64	201	7	Y	Y	1
6	59	Los Angeles	87601	anaheica	64	202	7		Y	1
6	59	Los Angeles	87601	anaheica	64	203	7		Y	1
6	59	Los Angeles	87601	anaheica	64	204	8	Y	Y	1
6	59	Los Angeles	87602	anaheica	64	101	2	Y	Y	1
6	59	Los Angeles	87602	anaheica	64	102	3		Y	1
6	59	Los Angeles	87602	anaheica	64	103	5		Y	1
6	59	Los Angeles	87602	anaheica	64	104	5			1
6	59	Los Angeles	87602	anaheica	64	105	3	Y		1
6	59	Los Angeles	87602	anaheica	64	106	2			1
6	59	Los Angeles	87602	anaheica	64	201	1	Y		1
6	59	Los Angeles	87602	anaheica	64	202	1			1
6	59	Los Angeles	87602	anaheica	64	203	2			1
6	59	Los Angeles	87602	anaheica	64	205	3			1
6	59	Los Angeles	87602	anaheica	64	206	2	Y		1
6	59	Los Angeles	87602	anaheica	64	207	1	Y		1
6	59	Los Angeles	87602	anaheica	64	208	1			1
6	59	Los Angeles	87602	anaheica	64	209	1			1
6	59	Los Angeles	87602	anaheica	64	301	1			1
6	59	Los Angeles	87602	anaheica	64	302	2			1
6	59	Los Angeles	87602	anaheica	64	303	1			1
6	59	Los Angeles	87602	anaheica	64	304	1	Y		1
6	59	Los Angeles	87602	anaheica	64	305	4		Y	1
6	59	Los Angeles	87602	anaheica	64	306	5		Y	1
6	59	Los Angeles	87602	anaheica	64	307	5		Y	1
6	59	Los Angeles	87702	anaheica	64	301	1	Y		1
6	59	Los Angeles	87702	anaheica	64	303	1			1
6	59	Los Angeles	87702	anaheica	64	305	1			1
6	59	Los Angeles	87702	anaheica	64	306	1	Y		1
6	59	Los Angeles	88201	gargroca	64	101	1			1
6	59	Los Angeles	88202	gargroca	64	101	1			1
6	59	Los Angeles	88202	gargroca	64	102	1			1
6	59	Los Angeles	88202	gargroca	64	105	1	Y		1
6	59	Los Angeles	88301	gargroca	64	101	1	Y		1
6	59	Los Angeles	88301	gargroca	64	102	2	Y		1
6	59	Los Angeles	88301	gargroca	64	103	3			1
6	59	Los Angeles	88301	gargroca	64	104	3			1
6	59	Los Angeles	88301	gargroca	64	105	2	Y		1
6	59	Los Angeles	88301	gargroca	64	106	1			1
6	59	Los Angeles	88301	gargroca	64	107	1			1
6	59	Los Angeles	88301	gargroca	64	108	1			1
6	59	Los Angeles	88301	gargroca	64	110	4			1
6	59	Los Angeles	88301	gargroca	64	111	6	Y		1
6	59	Los Angeles	88301	gargroca	64	113	5			1
6	59	Los Angeles	88301	gargroca	64	114	1			1
6	59	Los Angeles	88301	gargroca	64	115	5	Y		1
6	59	Los Angeles	88301	gargroca	64	116	6	Y		1
6	59	Los Angeles	88301	gargroca	64	201	8			1
6	59	Los Angeles	88301	gargroca	64	202	7			1
6	59	Los Angeles	88301	gargroca	64	203	6			1
6	59	Los Angeles	88301	gargroca	64	204	4	Y		1
6	59	Los Angeles	88301	gargroca	64	206	3	Y		1
6	59	Los Angeles	88301	gargroca	64	208	2			1
6	59	Los Angeles	88301	gargroca	64	209	4			1
6	59	Los Angeles	88301	gargroca	64	210	1	Y		1
6	59	Los Angeles	88301	gargroca	64	212	5			1
6	59	Los Angeles	88301	gargroca	64	213	6			1
6	59	Los Angeles	88301	gargroca	64	214	7			1
6	59	Los Angeles	88301	gargroca	64	215	8			1
6	59	Los Angeles	88301	gargroca	64	217	8	Y		1
6	59	Los Angeles	88302	gargroca	64	101	1	Y		1
6	59	Los Angeles	88302	gargroca	64	102	1			1
6	59	Los Angeles	88302	gargroca	64	103	1			1
6	59	Los Angeles	88302	gargroca	64	106	2			1
6	59	Los Angeles	88302	gargroca	64	109	1			1
6	59	Los Angeles	88302	gargroca	64	110	1	Y		1
6	59	Los Angeles	88302	gargroca	64	111	1			1
6	59	Los Angeles	88302	gargroca	64	112	1			1
6	59	Los Angeles	88302	gargroca	64	113	1			1
6	59	Los Angeles	88302	gargroca	64	114	1			1
6	59	Los Angeles	88302	gargroca	64	115	1			1
6	59	Los Angeles	88302	gargroca	64	201	5	Y		1
6	59	Los Angeles	88302	gargroca	64	202	5	Y		1
6	59	Los Angeles	88302	gargroca	64	203	6			1
6	59	Los Angeles	88302	gargroca	64	204	8			1
6	59	Los Angeles	88302	gargroca	64	308	8	Y		1
6	59	Los Angeles	88302	gargroca	64	309	7			1
6	59	Los Angeles	88302	gargroca	64	310	6			1
6	59	Los Angeles	88302	gargroca	64	311	8			1
6	59	Los Angeles	88302	gargroca	64	312	5			1
6	59	Los Angeles	88401	gargroca	64	101	1			1
6	59	Los Angeles	88401	gargroca	64	105	1			1
6	59	Los Angeles	88401	gargroca	64	106	1			1
6	59	Los Angeles	88401	gargroca	64	107	1			1
6	59	Los Angeles	88401	gargroca	64	108	1			1
6	59	Los Angeles	88401	gargroca	64	109	1			1
6	59	Los Angeles	88402	gargroca	64	102	1	Y		1
6	59	Los Angeles	88402	gargroca	64	103	1			1
6	59	Los Angeles	88402	gargroca	64	105	1			1
6	59	Los Angeles	88402	gargroca	64	108	1			1
6	59	Los Angeles	88402	gargroca	64	202	1	Y		1
6	59	Los Angeles	88403	gargroca	64	111	1	Y		1
6	59	Los Angeles	88403	gargroca	64	112	1			1
6	59	Los Angeles	88403	gargroca	64	201	1	Y		1
6	59	Los Angeles	89002	gargroca	65	104	4			1
6	59	Los Angeles	89002	gargroca	65	107	1	Y		1
6	59	Los Angeles	89002	gargroca	65	108	2			1
6	59	Los Angeles	89002	gargroca	65	110	2	Y		1
6	59	Los Angeles	89002	gargroca	65	111	3			1
6	59	Los Angeles	89002	gargroca	65	112	2			1
6	59	Los Angeles	89002	gargroca	65	114	1			1
6	59	Los Angeles	89002	gargroca	65	115	1			1
6	59	Los Angeles	89002	gargroca	65	116	1	Y		1
6	59	Los Angeles	89101	gargroca	65	105	1			1
6	59	Los Angeles	89101	gargroca	65	109	1	Y		1
6	59	Los Angeles	89101	gargroca	65	110	1	Y		1
6	59	Los Angeles	89101	gargroca	65	111	1			1
6	59	Los Angeles	89101	gargroca	65	112	1			1
6	59	Los Angeles	89101	gargroca	65	114	1			1
6	59	Los Angeles	89101	gargroca	65	116	1			1
6	59	Los Angeles	89101	gargroca	65	204	1			1
6	59	Los Angeles	89101	gargroca	65	207	1			1
6	59	Los Angeles	89101	gargroca	65	301	1	Y		1
6	59	Los Angeles	89102	gargroca	65	110	1			1
6	59	Los Angeles	89102	gargroca	65	113	1			1
6	59	Los Angeles	89102	gargroca	65	116	1			1
6	59	Los Angeles	89102	gargroca	65	117	1	Y		1
6	59	Los Angeles	89103	gargroca	65	106	1			1
6	59	Los Angeles	89103	gargroca	65	107	1			1
6	59	Los Angeles	89001	sananaca	65	101	1	Y		1
6	59	Los Angeles	89001	sananaca	65	104	1			1
6	59	Los Angeles	89001	sananaca	65	105	2			1
6	59	Los Angeles	89001	sananaca	65	106	3			1
6	59	Los Angeles	89001	sananaca	65	107	4			1
6	59	Los Angeles	89001	sananaca	65	108	2			1
6	59	Los Angeles	89001	sananaca	65	109	2			1
6	59	Los Angeles	89001	sananaca	65	110	3			1
6	59	Los Angeles	89001	sananaca	65	111	4			1
6	59	Los Angeles	89001	sananaca	65	112	4			1
6	59	Los Angeles	89002	sananaca	65	202	1	Y		1
6	59	Los Angeles	89002	sananaca	65	204	3			1
6	59	Los Angeles	89002	sananaca	65	205	4			1
6	59	Los Angeles	89002	sananaca	65	207	4	Y		1
6	59	Los Angeles	89101	sananaca	65	101	1	Y		1
6	59	Los Angeles	89101	sananaca	65	102	1			1
6	59	Los Angeles	89101	sananaca	65	103	1			1
6	59	Los Angeles	89101	sananaca	65	104	1			1
6	59	Los Angeles	89101	sananaca	65	201	1			1
6	59	Los Angeles	89101	sananaca	65	208	1			1
6	59	Los Angeles	89101	sananaca	65	209	1			1
6	59	Los Angeles	89101	sananaca	65	210	1	Y		1
6	59	Los Angeles	89101	sananaca	65	212	1	Y		1
6	59	Los Angeles	89101	sananaca	65	213	1			1
6	59	Los Angeles	89101	sananaca	65	214	1			1
6	59	Los Angeles	89102	sananaca	65	101	1	Y		1
6	59	Los Angeles	89102	sananaca	65	108	1			1
6	59	Los Angeles	89103	sananaca	65	102	1	Y		1
6	59	Los Angeles	89103	sananaca	65	103	1			1
6	59	Los Angeles	89103	sananaca	65	105	1			1
6	59	Los Angeles	89103	sananaca	65	108	1			1
6	59	Los Angeles	89103	sananaca	65	110	1	Y		1
29	95	Kansas City	119	indepemo	66	312	1	Y		1
29	95	Kansas City	119	indepemo	66	314	1	Y		1
29	95	Kansas City	119	indepemo	66	403	1	Y		1
29	95	Kansas City	119	indepemo	66	404	1			1
29	95	Kansas City	120	indepemo	66	308	1	Y		1
29	95	Kansas City	120	indepemo	66	309	1			1
29	95	Kansas City	120	indepemo	66	310	1			1
29	95	Kansas City	120	indepemo	66	311	1			1
29	95	Kansas City	124	indepemo	66	207	7	Y		1
29	95	Kansas City	124	indepemo	66	208	7			1
29	95	Kansas City	124	indepemo	66	209	7			1
29	95	Kansas City	124	indepemo	66	210	8			1
29	95	Kansas City	124	indepemo	66	211	8			1
29	95	Kansas City	124	indepemo	66	213	7			1
29	95	Kansas City	124	indepemo	66	309	1	Y		1
29	95	Kansas City	124	indepemo	66	310	1			1
29	95	Kansas City	124	indepemo	66	311	3			1
29	95	Kansas City	124	indepemo	66	312	5			1
29	95	Kansas City	124	indepemo	66	313	5			1
29	95	Kansas City	124	indepemo	66	314	6			1
29	95	Kansas City	124	indepemo	66	315	3			1
29	95	Kansas City	124	indepemo	66	316	1			1
29	95	Kansas City	124	indepemo	66	317	1			1
29	95	Kansas City	124	indepemo	66	318	3			1
29	95	Kansas City	124	indepemo	66	319	5	Y		1
29	95	Kansas City	124	indepemo	66	320	4	Y		1
29	95	Kansas City	124	indepemo	66	322	1			1
29	95	Kansas City	124	indepemo	66	323	1	Y		1
29	95	Kansas City	124	indepemo	66	324	2	Y		1
29	95	Kansas City	124	indepemo	66	325	3	Y		1
29	95	Kansas City	106	kancitmo	66	103	1			1
29	95	Kansas City	106	kancitmo	66	104	1			1
29	95	Kansas City	106	kancitmo	66	105	1			1
29	95	Kansas City	106	kancitmo	66	107	1			1
29	95	Kansas City	106	kancitmo	66	108	1			1
29	95	Kansas City	106	kancitmo	66	109	2	Y		1
29	95	Kansas City	106	kancitmo	66	110	2			1
29	95	Kansas City	106	kancitmo	66	111	3			1
29	95	Kansas City	106	kancitmo	66	112	2	Y		1
29	95	Kansas City	106	kancitmo	66	113	5			1
29	95	Kansas City	106	kancitmo	66	114	6			1
29	95	Kansas City	106	kancitmo	66	115	6			1
29	95	Kansas City	106	kancitmo	66	116	5			1
29	95	Kansas City	106	kancitmo	66	117	5			1
29	95	Kansas City	106	kancitmo	66	118	4			1
29	95	Kansas City	106	kancitmo	66	119	4	Y		1
29	95	Kansas City	106	kancitmo	66	120	7			1
29	95	Kansas City	106	kancitmo	66	201	8	Y		1
29	95	Kansas City	106	kancitmo	66	205	8	Y		1
29	95	Kansas City	106	kancitmo	66	206	8			1
29	95	Kansas City	10801	kancitmo	66	103	1	Y		1
29	95	Kansas City	10801	kancitmo	66	111	1	Y		1
29	95	Kansas City	10801	kancitmo	66	113	1			1
29	95	Kansas City	10801	kancitmo	66	210	1	Y		1
29	95	Kansas City	10801	kancitmo	66	212	1	Y		1
29	95	Kansas City	10801	kancitmo	66	215	1			1
39		Dayton	0055	daytonoh	67	201	1	Y		1
39		Dayton	0055	daytonoh	67	202	6	Y		1
39		Dayton	0055	daytonoh	67	203	6	Y		1
39		Dayton	0055	daytonoh	67	204	2	Y		1
39		Dayton	0055	daytonoh	67	205	2	Y		1
39		Dayton	0055	daytonoh	67	206	1			1
39		Dayton	0055	daytonoh	67	207	1			1
39		Dayton	0055	daytonoh	67	208	1			1
39		Dayton	0055	daytonoh	67	210	1			1
39		Dayton	0055	daytonoh	67	211	1			1
39		Dayton	0055	daytonoh	67	212	2			1
39		Dayton	0055	daytonoh	67	213	2			1
39		Dayton	0055	daytonoh	67	214	1			1
39		Dayton	0055	daytonoh	67	301	1			1
39		Dayton	0055	daytonoh	67	302	1	Y		1
39		Dayton	0055	daytonoh	67	303	1	Y		1
39		Dayton	0055	daytonoh	67	304	1	Y		1
39		Dayton	0055	daytonoh	67	305	1			1
39		Dayton	0055	daytonoh	67	306	2			1
39		Dayton	0055	daytonoh	67	307	2			1
39		Dayton	0055	daytonoh	67	308	2			1
39		Dayton	0055	daytonoh	67	309	2			1
39		Dayton	0055	daytonoh	67	310	2	Y		1
39		Dayton	0055	daytonoh	67	311	3			1
39		Dayton	0055	daytonoh	67	312	3			1
39		Dayton	0055	daytonoh	67	313	3			1
39		Dayton	0055	daytonoh	67	314	4			1
39		Dayton	0055	daytonoh	67	315	4			1
39		Dayton	0055	daytonoh	67	316	4			1
39		Dayton	0055	daytonoh	67	317	5			1
39		Dayton	0055	daytonoh	67	401	5	Y		1
39		Dayton	0055	daytonoh	67	402	4			1
39		Dayton	0055	daytonoh	67	403	4			1
39		Dayton	0055	daytonoh	67	404	2			1
39		Dayton	0055	daytonoh	67	405	2			1
39		Dayton	0055	daytonoh	67	406	1			1
39		Dayton	0055	daytonoh	67	407	1			1
39		Dayton	0055	daytonoh	67	408	1			1
39		Dayton	0055	daytonoh	67	409	1			1
