Statefip	State_text	Countyfip	County_text	Borderno	Jurcode	Tract	Block	Tierno
26	MI	163	Wayne	312	harwoomi	87901	705	1
26	MI	163	Wayne	312	harwoomi	87901	706	2
26	MI	163	Wayne	312	harwoomi	87901	707	1
26	MI	163	Wayne	312	harwoomi	87901	708	1
26	MI	163	Wayne	312	harwoomi	87902	101	4
26	MI	163	Wayne	312	harwoomi	87902	103	3
26	MI	163	Wayne	312	harwoomi	87902	104	2
26	MI	163	Wayne	312	harwoomi	87902	105	1
26	MI	163	Wayne	312	harwoomi	87902	106	1
26	MI	163	Wayne	312	harwoomi	87902	107	2
26	MI	163	Wayne	312	harwoomi	87902	108	3
26	MI	163	Wayne	312	harwoomi	87902	109	4
26	MI	163	Wayne	312	harwoomi	87902	201	4
26	MI	163	Wayne	312	harwoomi	87902	202	3
26	MI	163	Wayne	312	harwoomi	87902	203	2
26	MI	163	Wayne	312	harwoomi	87902	204	1
26	MI	163	Wayne	312	harwoomi	87902	205	1
26	MI	163	Wayne	312	harwoomi	87902	206	2
26	MI	163	Wayne	312	harwoomi	87902	207	3
26	MI	163	Wayne	312	harwoomi	87902	208	4
26	MI	163	Wayne	312	harwoomi	87902	301	4
26	MI	163	Wayne	312	harwoomi	87902	302	3
26	MI	163	Wayne	312	harwoomi	87902	303	2
26	MI	163	Wayne	312	harwoomi	87902	304	1
26	MI	163	Wayne	312	harwoomi	87902	305	1
26	MI	163	Wayne	312	harwoomi	87902	306	2
26	MI	163	Wayne	312	harwoomi	87902	307	3
26	MI	163	Wayne	312	harwoomi	87902	308	4
26	MI	163	Wayne	312	harwoomi	87902	309	4
26	MI	163	Wayne	312	harwoomi	87902	310	3
26	MI	163	Wayne	312	harwoomi	87902	401	2
26	MI	163	Wayne	312	harwoomi	87902	402	1
26	MI	163	Wayne	312	harwoomi	87902	403	1
26	MI	163	Wayne	312	harwoomi	87902	404	2
26	MI	163	Wayne	312	harwoomi	87902	405	3
26	MI	163	Wayne	312	harwoomi	87902	406	3
26	MI	163	Wayne	312	harwoomi	87902	407	1
26	MI	163	Wayne	312	harwoomi	87902	408	2
26	MI	163	Wayne	312	harwoomi	87902	409	2
26	MI	163	Wayne	312	harwoomi	87902	410	1
26	MI	163	Wayne	312	harwoomi	87902	411	1
26	MI	163	Wayne	312	harwoomi	87902	501	1
26	MI	163	Wayne	312	harwoomi	87902	502	2
26	MI	163	Wayne	312	harwoomi	87902	503	3
26	MI	163	Wayne	312	harwoomi	87902	504	1
26	MI	163	Wayne	312	harwoomi	87902	505	4
26	MI	163	Wayne	312	harwoomi	87902	506	4
26	MI	163	Wayne	312	harwoomi	87902	507	4
26	MI	163	Wayne	312	harwoomi	87902	508	1
26	MI	163	Wayne	312	harwoomi	87902	509	1
26	MI	163	Wayne	312	harwoomi	87903	103	6
26	MI	163	Wayne	312	harwoomi	87903	104	6
26	MI	163	Wayne	312	harwoomi	87903	105	1
26	MI	163	Wayne	312	harwoomi	87903	106	6
26	MI	163	Wayne	312	harwoomi	87903	201	6
26	MI	163	Wayne	312	harwoomi	87903	202	1
26	MI	163	Wayne	312	harwoomi	87903	203	1
26	MI	163	Wayne	312	harwoomi	87903	204	6
26	MI	163	Wayne	312	harwoomi	87903	205	6
26	MI	163	Wayne	312	harwoomi	87903	206	6
26	MI	163	Wayne	312	harwoomi	87903	207	6
27	MN	3	Anoka	322	colheimn	51502	104	7
27	MN	3	Anoka	322	colheimn	51502	105	7
27	MN	3	Anoka	322	colheimn	51502	106	6
27	MN	3	Anoka	322	colheimn	51502	107	6
27	MN	3	Anoka	322	colheimn	51502	108	5
27	MN	3	Anoka	322	colheimn	51502	109	5
27	MN	3	Anoka	322	colheimn	51502	209	2
27	MN	3	Anoka	322	colheimn	51502	210	1
27	MN	3	Anoka	322	colheimn	51502	211	1
27	MN	3	Anoka	322	colheimn	51502	212	1
27	MN	3	Anoka	322	colheimn	51502	213	1
27	MN	3	Anoka	322	colheimn	51502	301	2
27	MN	3	Anoka	322	colheimn	51502	302	2
27	MN	3	Anoka	322	colheimn	51502	303	3
27	MN	3	Anoka	322	colheimn	51502	305	3
27	MN	3	Anoka	322	colheimn	51502	310	4
27	MN	3	Anoka	322	colheimn	51502	311	4
27	MN	53	Hennepin	322	minneamn	601	101	1
27	MN	53	Hennepin	322	minneamn	601	102	1
27	MN	53	Hennepin	322	minneamn	601	103	1
27	MN	53	Hennepin	322	minneamn	601	104	1
27	MN	53	Hennepin	322	minneamn	601	105	2
27	MN	53	Hennepin	322	minneamn	601	106	2
27	MN	53	Hennepin	322	minneamn	601	107	2
27	MN	53	Hennepin	322	minneamn	601	108	2
27	MN	53	Hennepin	322	minneamn	601	109	3
27	MN	53	Hennepin	322	minneamn	601	110	3
27	MN	53	Hennepin	322	minneamn	601	111	3
27	MN	53	Hennepin	322	minneamn	601	201	4
27	MN	53	Hennepin	322	minneamn	601	202	4
27	MN	53	Hennepin	322	minneamn	601	203	4
27	MN	53	Hennepin	322	minneamn	601	204	4
27	MN	53	Hennepin	322	minneamn	601	205	5
27	MN	53	Hennepin	322	minneamn	601	206	5
27	MN	53	Hennepin	322	minneamn	601	207	5
27	MN	53	Hennepin	322	minneamn	601	208	5
27	MN	53	Hennepin	322	minneamn	601	209	6
27	MN	53	Hennepin	322	minneamn	601	210	6
27	MN	53	Hennepin	322	minneamn	601	211	6
27	MN	53	Hennepin	322	minneamn	601	212	6
27	MN	53	Hennepin	322	minneamn	601	214	6
27	MN	53	Hennepin	322	minneamn	601	215	6
27	MN	53	Hennepin	322	minneamn	601	216	6
27	MN	53	Hennepin	322	minneamn	601	217	7
27	MN	53	Hennepin	322	minneamn	601	218	7
27	MN	53	Hennepin	322	minneamn	601	219	7
27	MN	53	Hennepin	322	minneamn	601	220	7
27	MN	53	Hennepin	322	minneamn	601	302	8
27	MN	53	Hennepin	322	minneamn	601	303	8
27	MN	53	Hennepin	322	minneamn	601	306	8
27	MN	53	Hennepin	322	minneamn	601	307	8
27	MN	53	Hennepin	322	minneamn	601	309	8
27	MN	53	Hennepin	322	minneamn	601	310	8
27	MN	53	Hennepin	322	minneamn	601	311	8
27	MN	53	Hennepin	322	minneamn	601	312	8
27	MN	53	Hennepin	322	minneamn	601	313	8
27	MN	53	Hennepin	322	minneamn	601	314	7
27	MN	53	Hennepin	322	minneamn	601	315	7
27	MN	53	Hennepin	322	minneamn	601	316	7
27	MN	53	Hennepin	322	minneamn	601	404	5
27	MN	53	Hennepin	322	minneamn	601	405	5
27	MN	53	Hennepin	322	minneamn	601	406	5
27	MN	53	Hennepin	322	minneamn	601	407	5
27	MN	53	Hennepin	322	minneamn	601	408	4
27	MN	53	Hennepin	322	minneamn	601	409	4
27	MN	53	Hennepin	322	minneamn	601	410	4
27	MN	53	Hennepin	322	minneamn	601	411	4
27	MN	53	Hennepin	322	minneamn	601	501	3
27	MN	53	Hennepin	322	minneamn	601	502	3
27	MN	53	Hennepin	322	minneamn	601	503	3
27	MN	53	Hennepin	322	minneamn	601	504	3
27	MN	53	Hennepin	322	minneamn	601	505	1
27	MN	53	Hennepin	322	minneamn	601	506	2
27	MN	53	Hennepin	322	minneamn	601	507	2
27	MN	53	Hennepin	322	minneamn	601	508	2
27	MN	53	Hennepin	322	minneamn	601	509	1
27	MN	53	Hennepin	322	minneamn	601	510	1
29	MO	95	Jackson	329	kancitmo	105	301	1
29	MO	95	Jackson	329	kancitmo	105	302	1
29	MO	95	Jackson	329	kancitmo	105	311	5
29	MO	95	Jackson	329	kancitmo	105	313	5
29	MO	95	Jackson	329	kancitmo	10302	101	4
29	MO	95	Jackson	329	kancitmo	10302	103	3
29	MO	95	Jackson	329	kancitmo	10302	104	3
29	MO	95	Jackson	329	kancitmo	10302	107	3
29	MO	95	Jackson	329	kancitmo	10302	108	2
29	MO	95	Jackson	329	kancitmo	10302	109	1
29	MO	95	Jackson	329	kancitmo	10302	110	2
29	MO	95	Jackson	329	kancitmo	10302	111	2
29	MO	95	Jackson	329	kancitmo	10302	112	1
29	MO	95	Jackson	329	kancitmo	10302	114	1
29	MO	95	Jackson	329	kancitmo	10302	117	2
29	MO	95	Jackson	329	kancitmo	10302	118	1
29	MO	95	Jackson	329	kancitmo	10302	119	1
29	MO	95	Jackson	329	kancitmo	10302	201	2
29	MO	95	Jackson	329	kancitmo	10302	202	2
29	MO	95	Jackson	329	kancitmo	10302	204	1
29	MO	95	Jackson	329	kancitmo	10302	215	4
29	MO	95	Jackson	329	kancitmo	10302	222	6
29	MO	95	Jackson	329	kancitmo	10302	225	5
29	MO	95	Jackson	329	raytowmo	12501	402	7
29	MO	95	Jackson	329	raytowmo	12501	403	7
29	MO	95	Jackson	329	raytowmo	12501	404	6
29	MO	95	Jackson	329	raytowmo	12501	406	5
29	MO	95	Jackson	329	raytowmo	12501	407	3
29	MO	95	Jackson	329	raytowmo	12501	408	1
29	MO	95	Jackson	329	raytowmo	12501	409	1
29	MO	95	Jackson	329	raytowmo	12501	410	1
29	MO	95	Jackson	329	raytowmo	12501	411	2
29	MO	95	Jackson	329	raytowmo	12501	412	4
29	MO	95	Jackson	329	raytowmo	12501	413	1
29	MO	95	Jackson	329	raytowmo	12501	414	1
29	MO	95	Jackson	329	raytowmo	12801	501	3
29	MO	95	Jackson	329	raytowmo	12801	503	8
29	MO	95	Jackson	329	raytowmo	12801	504	7
29	MO	95	Jackson	329	raytowmo	12801	505	8
29	MO	95	Jackson	329	raytowmo	12801	506	7
29	MO	95	Jackson	329	raytowmo	12801	509	3
29	MO	95	Jackson	329	raytowmo	12801	510	1
29	MO	95	Jackson	329	raytowmo	12801	511	1
29	MO	95	Jackson	329	raytowmo	12801	512	1
29	MO	95	Jackson	329	raytowmo	12801	513	1
29	MO	95	Jackson	329	raytowmo	12801	514	1
29	MO	95	Jackson	329	raytowmo	12801	601	1
29	MO	95	Jackson	329	raytowmo	12801	602	5
29	MO	95	Jackson	329	raytowmo	12801	603	6
29	MO	95	Jackson	329	raytowmo	12801	604	6
29	MO	95	Jackson	329	raytowmo	12801	605	6
29	MO	95	Jackson	329	raytowmo	12801	606	6
29	MO	95	Jackson	329	raytowmo	12801	607	6
29	MO	95	Jackson	329	raytowmo	12801	608	1
29	MO	95	Jackson	329	raytowmo	12801	701	1
29	MO	95	Jackson	329	raytowmo	12801	702	2
29	MO	95	Jackson	329	raytowmo	12801	703	3
29	MO	95	Jackson	329	raytowmo	12801	704	4
29	MO	95	Jackson	329	raytowmo	12801	705	5
29	MO	95	Jackson	329	raytowmo	12801	706	6
29	MO	95	Jackson	329	raytowmo	12801	707	4
29	MO	95	Jackson	329	raytowmo	12801	708	4
29	MO	95	Jackson	329	raytowmo	12801	709	1
29	MO	95	Jackson	329	raytowmo	12801	710	1
29	MO	95	Jackson	329	raytowmo	12801	711	1
29	MO	95	Jackson	329	raytowmo	12801	712	4
29	MO	95	Jackson	329	raytowmo	12801	713	5
29	MO	95	Jackson	329	raytowmo	12801	714	5
29	MO	95	Jackson	329	raytowmo	12801	715	5
29	MO	95	Jackson	329	raytowmo	12801	716	5
29	MO	95	Jackson	329	raytowmo	12801	801	1
29	MO	95	Jackson	329	raytowmo	12801	802	2
29	MO	95	Jackson	329	raytowmo	12801	803	3
29	MO	95	Jackson	329	raytowmo	12801	804	3
29	MO	95	Jackson	329	raytowmo	12801	805	3
29	MO	95	Jackson	329	raytowmo	12801	806	3
29	MO	95	Jackson	329	raytowmo	12801	807	1
29	MO	95	Jackson	329	raytowmo	12801	808	1
29	MO	95	Jackson	329	raytowmo	12801	809	1
29	MO	95	Jackson	329	raytowmo	12801	811	1
29	MO	95	Jackson	329	raytowmo	12801	812	1
29	MO	95	Jackson	329	raytowmo	12801	813	1
29	MO	95	Jackson	329	raytowmo	12801	815	3
29	MO	95	Jackson	329	raytowmo	12801	817	5
29	MO	95	Jackson	329	kancitmo	12901	101	2
29	MO	95	Jackson	329	kancitmo	12901	102	3
29	MO	95	Jackson	329	kancitmo	12901	103	3
29	MO	95	Jackson	329	kancitmo	12901	104	3
29	MO	95	Jackson	329	kancitmo	12901	105	3
29	MO	95	Jackson	329	kancitmo	12901	106	3
29	MO	95	Jackson	329	kancitmo	12901	107	3
29	MO	95	Jackson	329	kancitmo	12901	108	5
29	MO	95	Jackson	329	kancitmo	12901	129	2
29	MO	95	Jackson	329	kancitmo	12901	130	1
29	MO	95	Jackson	329	kancitmo	12901	131	1
29	MO	95	Jackson	329	kancitmo	12901	132	1
29	MO	95	Jackson	329	kancitmo	12901	134	1
29	MO	95	Jackson	329	kancitmo	12901	135	1
29	MO	95	Jackson	329	kancitmo	12901	137	1
29	MO	95	Jackson	329	kancitmo	12901	138	1
29	MO	95	Jackson	329	kancitmo	12901	218	8
29	MO	95	Jackson	329	kancitmo	12901	219	7
29	MO	95	Jackson	329	kancitmo	12901	220	6
29	MO	95	Jackson	329	kancitmo	12901	221	5
29	MO	95	Jackson	329	kancitmo	12901	222	4
29	MO	95	Jackson	329	kancitmo	12901	223	3
29	MO	95	Jackson	329	kancitmo	12901	224	3
29	MO	95	Jackson	329	kancitmo	12901	225	1
29	MO	95	Jackson	329	kancitmo	12901	226	2
29	MO	95	Jackson	329	kancitmo	12901	227	1
44	RI	7	Providence	323	providri	20	103	5
44	RI	7	Providence	323	providri	20	104	5
44	RI	7	Providence	323	providri	20	105	4
44	RI	7	Providence	323	providri	20	106	4
44	RI	7	Providence	323	providri	20	107	5
44	RI	7	Providence	323	providri	20	108	4
44	RI	7	Providence	323	providri	20	109	4
44	RI	7	Providence	323	providri	20	110	3
44	RI	7	Providence	323	providri	20	111	2
44	RI	7	Providence	323	providri	20	113	2
44	RI	7	Providence	323	providri	20	114	2
44	RI	7	Providence	323	providri	20	115	1
44	RI	7	Providence	323	providri	20	116	1
44	RI	7	Providence	323	providri	20	117	1
44	RI	7	Providence	323	providri	20	118	2
44	RI	7	Providence	323	providri	20	119	2
44	RI	7	Providence	323	providri	20	120	3
44	RI	7	Providence	323	providri	20	201	5
44	RI	7	Providence	323	providri	20	202	5
44	RI	7	Providence	323	providri	20	203	6
44	RI	7	Providence	323	providri	20	204	7
44	RI	7	Providence	323	providri	20	205	7
44	RI	7	Providence	323	providri	20	206	8
44	RI	7	Providence	323	providri	20	210	8
44	RI	7	Providence	323	providri	20	211	8
44	RI	7	Providence	323	providri	20	213	6
44	RI	7	Providence	323	providri	20	214	7
44	RI	7	Providence	323	providri	20	215	7
44	RI	7	Providence	323	providri	20	216	8
44	RI	7	Providence	323	providri	20	217	8
44	RI	7	Providence	323	providri	20	301	8
44	RI	7	Providence	323	providri	20	310	8
44	RI	7	Providence	323	providri	24	102	8
44	RI	7	Providence	323	providri	24	103	8
44	RI	7	Providence	323	providri	24	104	8
44	RI	7	Providence	323	providri	24	105	7
44	RI	7	Providence	323	providri	24	106	7
44	RI	7	Providence	323	providri	24	107	7
44	RI	7	Providence	323	providri	24	108	7
44	RI	7	Providence	323	providri	24	109	7
44	RI	7	Providence	323	providri	24	201	7
44	RI	7	Providence	323	providri	24	202	6
44	RI	7	Providence	323	providri	24	203	6
44	RI	7	Providence	323	providri	24	204	5
44	RI	7	Providence	323	providri	24	205	5
44	RI	7	Providence	323	providri	24	206	5
44	RI	7	Providence	323	providri	24	207	5
44	RI	7	Providence	323	providri	24	208	5
44	RI	7	Providence	323	providri	24	209	5
44	RI	7	Providence	323	providri	24	210	6
44	RI	7	Providence	323	providri	24	211	7
44	RI	7	Providence	323	providri	24	212	8
44	RI	7	Providence	323	providri	24	213	8
44	RI	7	Providence	323	providri	24	214	8
44	RI	7	Providence	323	providri	24	215	8
44	RI	7	Providence	323	providri	24	301	8
44	RI	7	Providence	323	providri	24	302	7
44	RI	7	Providence	323	providri	24	303	6
44	RI	7	Providence	323	providri	24	304	6
44	RI	7	Providence	323	providri	24	306	5
44	RI	7	Providence	323	providri	24	307	5
44	RI	7	Providence	323	providri	24	308	6
44	RI	7	Providence	323	providri	24	309	7
44	RI	7	Providence	323	providri	24	310	7
44	RI	7	Providence	323	providri	24	311	7
44	RI	7	Providence	323	providri	24	312	7
44	RI	7	Providence	323	providri	24	313	6
44	RI	7	Providence	323	providri	24	314	6
44	RI	7	Providence	323	providri	24	315	5
44	RI	7	Providence	323	providri	24	316	6
44	RI	7	Providence	323	providri	24	317	5
44	RI	7	Providence	323	providri	24	318	5
44	RI	7	Providence	323	providri	24	319	5
44	RI	7	Providence	323	providri	24	320	4
44	RI	7	Providence	323	providri	24	321	3
44	RI	7	Providence	323	providri	24	322	3
44	RI	7	Providence	323	providri	24	323	3
44	RI	7	Providence	323	providri	24	324	3
44	RI	7	Providence	323	providri	24	325	3
44	RI	7	Providence	323	providri	24	326	3
44	RI	7	Providence	323	providri	24	327	3
44	RI	7	Providence	323	providri	24	328	3
44	RI	7	Providence	323	providri	24	401	3
44	RI	7	Providence	323	providri	24	402	3
44	RI	7	Providence	323	providri	24	403	3
44	RI	7	Providence	323	providri	24	404	4
44	RI	7	Providence	323	providri	24	405	4
44	RI	7	Providence	323	providri	24	406	4
44	RI	7	Providence	323	providri	24	407	4
44	RI	7	Providence	323	providri	24	408	5
44	RI	7	Providence	323	providri	24	409	5
44	RI	7	Providence	323	providri	24	503	2
44	RI	7	Providence	323	providri	24	504	1
44	RI	7	Providence	323	providri	24	506	1
44	RI	7	Providence	323	providri	24	507	2
44	RI	7	Providence	323	providri	24	508	1
44	RI	7	Providence	323	providri	24	601	1
44	RI	7	Providence	323	providri	24	602	1
44	RI	7	Providence	323	providri	24	603	1
44	RI	7	Providence	323	providri	24	604	1
44	RI	7	Providence	323	providri	24	605	1
44	RI	7	Providence	323	providri	24	606	2
44	RI	7	Providence	323	providri	24	607	2
44	RI	7	Providence	323	providri	24	609	1
44	RI	7	Providence	323	providri	24	701	2
44	RI	7	Providence	323	providri	24	702	4
44	RI	7	Providence	323	providri	24	703	2
44	RI	7	Providence	323	providri	24	704	2
44	RI	7	Providence	323	providri	24	705	3
44	RI	7	Providence	323	providri	24	706	2
44	RI	7	Providence	323	providri	24	707	2
44	RI	7	Providence	323	providri	24	708	2
44	RI	7	Providence	323	providri	24	709	1
44	RI	7	Providence	323	providri	28	101	1
44	RI	7	Providence	323	providri	28	106	3
44	RI	7	Providence	323	providri	28	110	1
44	RI	7	Providence	323	providri	28	111	3
44	RI	7	Providence	323	providri	28	112	3
44	RI	7	Providence	323	providri	28	113	2
44	RI	7	Providence	323	providri	28	114	1
44	RI	7	Providence	323	providri	28	201	3
44	RI	7	Providence	323	providri	28	202	4
44	RI	7	Providence	323	providri	28	204	4
44	RI	7	Providence	323	providri	28	205	4
44	RI	7	Providence	323	providri	28	206	4
44	RI	7	Providence	323	providri	28	207	5
44	RI	7	Providence	323	providri	28	208	5
44	RI	7	Providence	323	providri	28	209	4
44	RI	7	Providence	323	providri	28	301	4
44	RI	7	Providence	323	providri	28	302	4
44	RI	7	Providence	323	providri	28	305	4
44	RI	7	Providence	323	providri	28	307	4
44	RI	7	Providence	323	providri	28	309	5
44	RI	7	Providence	323	providri	28	310	5
44	RI	7	Providence	323	providri	28	311	5
44	RI	7	Providence	323	providri	28	312	6
44	RI	7	Providence	323	providri	28	313	6
44	RI	7	Providence	323	providri	28	314	6
44	RI	7	Providence	323	providri	28	315	7
44	RI	7	Providence	323	providri	28	316	7
44	RI	7	Providence	323	providri	28	317	7
44	RI	7	Providence	323	providri	28	408	6
44	RI	7	Providence	323	providri	28	409	6
44	RI	7	Providence	323	providri	28	411	6
44	RI	7	Providence	323	providri	28	412	6
44	RI	7	Providence	323	providri	28	413	6
44	RI	7	Providence	323	providri	28	414	6
44	RI	7	Providence	323	providri	28	415	6
44	RI	7	Providence	323	providri	28	416	6
44	RI	7	Providence	323	providri	28	417	6
44	RI	7	Providence	323	providri	28	418	6
44	RI	7	Providence	323	providri	28	419	6
44	RI	7	Providence	323	providri	28	420	6
44	RI	7	Providence	323	providri	28	421	6
44	RI	7	Providence	323	providri	28	501	6
44	RI	7	Providence	323	providri	28	502	5
44	RI	7	Providence	323	providri	28	503	5
44	RI	7	Providence	323	providri	28	504	5
44	RI	7	Providence	323	providri	28	505	5
44	RI	7	Providence	323	providri	28	506	5
44	RI	7	Providence	323	providri	28	507	4
44	RI	7	Providence	323	providri	28	508	5
44	RI	7	Providence	323	providri	28	509	5
44	RI	7	Providence	323	providri	28	510	4
44	RI	7	Providence	323	providri	28	511	4
44	RI	7	Providence	323	providri	28	512	5
44	RI	7	Providence	323	providri	28	513	4
44	RI	7	Providence	323	providri	28	514	4
44	RI	7	Providence	323	providri	28	515	3
44	RI	7	Providence	323	providri	28	516	3
44	RI	7	Providence	323	providri	28	517	2
44	RI	7	Providence	323	providri	28	518	3
44	RI	7	Providence	323	providri	28	520	3
44	RI	7	Providence	323	providri	28	522	2
44	RI	7	Providence	323	providri	28	523	1
44	RI	7	Providence	323	providri	28	524	1
44	RI	7	Providence	323	providri	28	525	1
44	RI	7	Providence	323	providri	28	526	2
44	RI	7	Providence	323	providri	28	528	2
44	RI	7	Providence	323	providri	29	106	1
44	RI	7	Providence	323	providri	29	107	1
44	RI	7	Providence	323	providri	29	108	3
44	RI	7	Providence	323	providri	29	123	4
44	RI	7	Providence	323	providri	29	124	4
44	RI	7	Providence	323	providri	29	201	5
44	RI	7	Providence	323	providri	29	202	5
44	RI	7	Providence	323	providri	29	203	6
44	RI	7	Providence	323	providri	29	204	6
44	RI	7	Providence	323	providri	29	304	7
44	RI	7	Providence	323	providri	29	305	7
44	RI	7	Providence	323	providri	29	306	8
44	RI	7	Providence	323	providri	29	328	8
44	RI	7	Providence	323	providri	29	501	1
44	RI	7	Providence	323	providri	29	502	5
44	RI	7	Providence	323	providri	29	504	5
44	RI	7	Providence	323	providri	29	505	5
44	RI	7	Providence	323	providri	29	507	4
44	RI	7	Providence	323	providri	29	508	4
44	RI	7	Providence	323	providri	29	511	3
44	RI	7	Providence	323	providri	29	512	3
44	RI	7	Providence	323	providri	29	513	3
44	RI	7	Providence	323	providri	29	514	2
44	RI	7	Providence	323	providri	29	517	1
44	RI	7	Providence	323	providri	29	601	1
44	RI	7	Providence	323	providri	29	602	1
44	RI	7	Providence	323	providri	29	603	1
44	RI	7	Providence	323	providri	29	604	2
44	RI	7	Providence	323	providri	29	605	3
44	RI	7	Providence	323	providri	29	606	4
44	RI	7	Providence	323	providri	29	607	6
44	RI	7	Providence	323	providri	29	608	5
44	RI	7	Providence	323	providri	29	609	5
44	RI	7	Providence	323	providri	29	610	5
44	RI	7	Providence	323	providri	29	611	6
44	RI	7	Providence	323	providri	29	612	6
44	RI	7	Providence	323	providri	29	613	7
44	RI	7	Providence	323	providri	29	614	7
44	RI	7	Providence	323	providri	29	615	7
44	RI	7	Providence	323	providri	29	616	6
44	RI	7	Providence	323	providri	29	617	6
44	RI	7	Providence	323	providri	29	618	6
44	RI	7	Providence	323	providri	29	619	6
44	RI	7	Providence	323	providri	29	620	6
44	RI	7	Providence	323	providri	29	621	6
44	RI	7	Providence	323	providri	29	622	7
44	RI	7	Providence	323	providri	29	623	7
44	RI	7	Providence	323	providri	29	624	8
44	RI	7	Providence	323	norprori	118	104	8
44	RI	7	Providence	323	norprori	118	105	8
44	RI	7	Providence	323	norprori	118	106	8
44	RI	7	Providence	323	norprori	118	107	7
44	RI	7	Providence	323	norprori	118	108	5
44	RI	7	Providence	323	norprori	118	109	5
44	RI	7	Providence	323	norprori	118	110	5
44	RI	7	Providence	323	norprori	118	111	5
44	RI	7	Providence	323	norprori	118	112	6
44	RI	7	Providence	323	norprori	118	113	6
44	RI	7	Providence	323	norprori	118	114	5
44	RI	7	Providence	323	norprori	118	115	5
44	RI	7	Providence	323	norprori	118	116	6
44	RI	7	Providence	323	norprori	118	118	6
44	RI	7	Providence	323	norprori	118	119	7
44	RI	7	Providence	323	norprori	118	120	7
44	RI	7	Providence	323	norprori	118	121	7
44	RI	7	Providence	323	norprori	118	122	8
44	RI	7	Providence	323	norprori	118	125	7
44	RI	7	Providence	323	norprori	118	126	6
44	RI	7	Providence	323	norprori	118	127	6
44	RI	7	Providence	323	norprori	118	128	6
44	RI	7	Providence	323	norprori	118	129	6
44	RI	7	Providence	323	norprori	118	130	5
44	RI	7	Providence	323	norprori	118	131	5
44	RI	7	Providence	323	norprori	118	132	5
44	RI	7	Providence	323	norprori	118	133	7
44	RI	7	Providence	323	norprori	118	135	8
44	RI	7	Providence	323	norprori	118	201	5
44	RI	7	Providence	323	norprori	118	202	5
44	RI	7	Providence	323	norprori	118	203	5
44	RI	7	Providence	323	norprori	118	204	5
44	RI	7	Providence	323	norprori	118	205	5
44	RI	7	Providence	323	norprori	118	206	5
44	RI	7	Providence	323	norprori	118	208	4
44	RI	7	Providence	323	norprori	118	209	4
44	RI	7	Providence	323	norprori	118	210	4
44	RI	7	Providence	323	norprori	118	211	4
44	RI	7	Providence	323	norprori	118	212	4
44	RI	7	Providence	323	norprori	118	213	4
44	RI	7	Providence	323	norprori	118	214	3
44	RI	7	Providence	323	norprori	118	215	3
44	RI	7	Providence	323	norprori	118	216	2
44	RI	7	Providence	323	norprori	118	217	2
44	RI	7	Providence	323	norprori	118	218	1
44	RI	7	Providence	323	norprori	118	219	3
44	RI	7	Providence	323	norprori	118	220	3
44	RI	7	Providence	323	norprori	118	221	2
44	RI	7	Providence	323	norprori	118	224	1
44	RI	7	Providence	323	norprori	118	301	1
44	RI	7	Providence	323	norprori	118	302	1
44	RI	7	Providence	323	norprori	118	303	1
44	RI	7	Providence	323	norprori	118	304	1
44	RI	7	Providence	323	norprori	118	305	1
44	RI	7	Providence	323	norprori	118	306	2
44	RI	7	Providence	323	norprori	118	307	3
44	RI	7	Providence	323	norprori	118	308	1
44	RI	7	Providence	323	norprori	118	309	4
44	RI	7	Providence	323	norprori	118	310	4
44	RI	7	Providence	323	norprori	118	311	4
44	RI	7	Providence	323	norprori	118	312	5
44	RI	7	Providence	323	norprori	118	313	5
44	RI	7	Providence	323	norprori	118	401	1
44	RI	7	Providence	323	norprori	118	402	3
44	RI	7	Providence	323	norprori	118	403	3
44	RI	7	Providence	323	norprori	118	404	4
44	RI	7	Providence	323	norprori	118	405	4
44	RI	7	Providence	323	norprori	118	406	4
44	RI	7	Providence	323	norprori	118	407	3
44	RI	7	Providence	323	norprori	118	408	3
44	RI	7	Providence	323	norprori	118	409	4
44	RI	7	Providence	323	norprori	118	410	4
44	RI	7	Providence	323	norprori	118	411	4
44	RI	7	Providence	323	norprori	118	412	4
44	RI	7	Providence	323	norprori	118	501	5
44	RI	7	Providence	323	norprori	118	502	5
44	RI	7	Providence	323	norprori	118	503	6
44	RI	7	Providence	323	norprori	118	504	5
44	RI	7	Providence	323	norprori	118	505	7
44	RI	7	Providence	323	norprori	118	506	7
44	RI	7	Providence	323	norprori	118	507	7
44	RI	7	Providence	323	norprori	118	508	6
44	RI	7	Providence	323	norprori	118	509	5
44	RI	7	Providence	323	norprori	118	510	5
44	RI	7	Providence	323	norprori	118	511	5
44	RI	7	Providence	323	norprori	118	512	5
44	RI	7	Providence	323	norprori	118	513	5
44	RI	7	Providence	323	norprori	119	103	6
44	RI	7	Providence	323	norprori	119	113	6
44	RI	7	Providence	323	norprori	119	114	6
44	RI	7	Providence	323	norprori	119	115	6
44	RI	7	Providence	323	norprori	119	116	6
44	RI	7	Providence	323	norprori	119	117	6
44	RI	7	Providence	323	norprori	119	118	6
44	RI	7	Providence	323	norprori	119	119	6
44	RI	7	Providence	323	norprori	119	120	7
44	RI	7	Providence	323	norprori	119	121	7
44	RI	7	Providence	323	norprori	119	122	6
44	RI	7	Providence	323	norprori	119	123	6
44	RI	7	Providence	323	norprori	119	124	6
44	RI	7	Providence	323	norprori	119	125	6
44	RI	7	Providence	323	norprori	119	201	5
