Statefip	State_text	Countyfip	County_text	Borderno	Jurcode	Tract	Block	Tierno
44	RI	7	Providence	323	norprori	119	202	4
44	RI	7	Providence	323	norprori	119	203	3
44	RI	7	Providence	323	norprori	119	204	1
44	RI	7	Providence	323	norprori	119	205	4
44	RI	7	Providence	323	norprori	119	206	4
44	RI	7	Providence	323	norprori	119	207	3
44	RI	7	Providence	323	norprori	119	208	4
44	RI	7	Providence	323	norprori	119	209	5
44	RI	7	Providence	323	norprori	119	210	5
44	RI	7	Providence	323	norprori	119	211	5
44	RI	7	Providence	323	norprori	119	212	5
44	RI	7	Providence	323	norprori	119	213	5
44	RI	7	Providence	323	norprori	119	214	5
44	RI	7	Providence	323	norprori	119	215	4
44	RI	7	Providence	323	norprori	119	216	4
44	RI	7	Providence	323	norprori	119	217	4
44	RI	7	Providence	323	norprori	119	218	3
44	RI	7	Providence	323	norprori	119	219	3
44	RI	7	Providence	323	norprori	119	220	2
44	RI	7	Providence	323	norprori	119	229	3
44	RI	7	Providence	323	norprori	119	230	4
44	RI	7	Providence	323	norprori	119	301	1
44	RI	7	Providence	323	norprori	119	304	3
44	RI	7	Providence	323	norprori	119	305	3
44	RI	7	Providence	323	norprori	119	306	4
44	RI	7	Providence	323	norprori	119	307	4
44	RI	7	Providence	323	norprori	119	308	5
44	RI	7	Providence	323	norprori	119	309	3
44	RI	7	Providence	323	norprori	119	310	4
44	RI	7	Providence	323	norprori	119	311	5
44	RI	7	Providence	323	norprori	119	312	5
44	RI	7	Providence	323	norprori	119	313	6
44	RI	7	Providence	323	norprori	119	314	7
44	RI	7	Providence	323	norprori	119	315	8
44	RI	7	Providence	323	norprori	119	316	8
44	RI	7	Providence	323	norprori	119	317	8
44	RI	7	Providence	323	norprori	119	318	8
44	RI	7	Providence	323	norprori	119	319	8
44	RI	7	Providence	323	norprori	119	320	8
44	RI	7	Providence	323	norprori	119	321	7
44	RI	7	Providence	323	norprori	119	322	7
44	RI	7	Providence	323	norprori	119	323	7
44	RI	7	Providence	323	norprori	119	324	7
44	RI	7	Providence	323	norprori	119	325	6
44	RI	7	Providence	323	norprori	119	326	6
44	RI	7	Providence	323	norprori	120	101	8
44	RI	7	Providence	323	norprori	120	102	8
44	RI	7	Providence	323	norprori	120	103	8
44	RI	7	Providence	323	norprori	120	104	8
44	RI	7	Providence	323	norprori	120	105	7
44	RI	7	Providence	323	norprori	120	106	7
44	RI	7	Providence	323	norprori	120	107	7
44	RI	7	Providence	323	norprori	120	108	7
44	RI	7	Providence	323	norprori	120	109	6
44	RI	7	Providence	323	norprori	120	110	6
44	RI	7	Providence	323	norprori	120	111	6
44	RI	7	Providence	323	norprori	120	112	5
44	RI	7	Providence	323	norprori	120	113	6
44	RI	7	Providence	323	norprori	120	115	5
44	RI	7	Providence	323	norprori	120	116	6
44	RI	7	Providence	323	norprori	120	117	5
44	RI	7	Providence	323	norprori	120	118	5
44	RI	7	Providence	323	norprori	120	119	4
44	RI	7	Providence	323	norprori	120	120	3
44	RI	7	Providence	323	norprori	120	121	3
44	RI	7	Providence	323	norprori	120	122	4
44	RI	7	Providence	323	norprori	120	123	4
44	RI	7	Providence	323	norprori	120	124	4
44	RI	7	Providence	323	norprori	120	125	4
44	RI	7	Providence	323	norprori	120	126	4
44	RI	7	Providence	323	norprori	120	127	4
44	RI	7	Providence	323	norprori	120	201	1
44	RI	7	Providence	323	norprori	120	202	1
44	RI	7	Providence	323	norprori	120	203	2
44	RI	7	Providence	323	norprori	120	204	1
44	RI	7	Providence	323	norprori	120	205	2
44	RI	7	Providence	323	norprori	120	206	3
44	RI	7	Providence	323	norprori	120	207	3
44	RI	7	Providence	323	norprori	120	208	2
44	RI	7	Providence	323	norprori	120	209	5
44	RI	7	Providence	323	norprori	120	210	1
44	RI	7	Providence	323	norprori	120	212	1
44	RI	7	Providence	323	norprori	120	214	1
44	RI	7	Providence	323	norprori	120	215	1
44	RI	7	Providence	323	norprori	120	216	1
44	RI	7	Providence	323	norprori	120	217	1
44	RI	7	Providence	323	norprori	120	218	1
44	RI	7	Providence	323	norprori	120	301	1
44	RI	7	Providence	323	norprori	120	302	1
44	RI	7	Providence	323	norprori	120	304	2
44	RI	7	Providence	323	norprori	120	305	2
44	RI	7	Providence	323	norprori	120	306	1
44	RI	7	Providence	323	norprori	120	307	1
44	RI	7	Providence	323	norprori	120	308	2
44	RI	7	Providence	323	norprori	120	309	1
44	RI	7	Providence	323	norprori	120	310	2
44	RI	7	Providence	323	norprori	120	311	2
44	RI	7	Providence	323	norprori	120	312	2
44	RI	7	Providence	323	norprori	120	313	3
44	RI	7	Providence	323	norprori	120	314	3
44	RI	7	Providence	323	norprori	120	315	3
44	RI	7	Providence	323	norprori	120	317	5
44	RI	7	Providence	323	norprori	120	318	5
44	RI	7	Providence	323	norprori	120	319	5
44	RI	7	Providence	323	norprori	120	401	6
44	RI	7	Providence	323	norprori	120	403	7
44	RI	7	Providence	323	norprori	120	404	7
44	RI	7	Providence	323	norprori	120	405	8
44	RI	7	Providence	323	norprori	12102	401	8
44	RI	7	Providence	323	norprori	12102	403	8
44	RI	7	Providence	323	norprori	12102	404	8
44	RI	7	Providence	323	norprori	12102	405	8
44	RI	7	Providence	323	norprori	12102	409	8
44	RI	7	Providence	323	norprori	12102	501	6
44	RI	7	Providence	323	norprori	12102	502	6
44	RI	7	Providence	323	norprori	12102	503	7
44	RI	7	Providence	323	norprori	12102	504	6
44	RI	7	Providence	323	norprori	12102	505	4
44	RI	7	Providence	323	norprori	12102	506	4
44	RI	7	Providence	323	norprori	12102	507	1
44	RI	7	Providence	323	norprori	12102	508	3
44	RI	7	Providence	323	norprori	12102	509	1
44	RI	7	Providence	323	norprori	12102	510	1
44	RI	7	Providence	323	norprori	12102	513	2
44	RI	7	Providence	323	norprori	12102	516	4
44	RI	7	Providence	323	norprori	12102	518	5
44	RI	7	Providence	323	norprori	12102	602	1
44	RI	7	Providence	323	norprori	12102	603	7
44	RI	7	Providence	323	norprori	12102	604	8
44	RI	7	Providence	323	norprori	12102	605	8
6	CA	37	Los Angeles	317	losangca	106102	109	8
6	CA	37	Los Angeles	317	losangca	106102	110	5
6	CA	37	Los Angeles	317	losangca	106102	114	1
6	CA	37	Los Angeles	317	losangca	106102	115	1
6	CA	37	Los Angeles	317	losangca	106102	116	1
6	CA	37	Los Angeles	317	losangca	106102	117	1
6	CA	37	Los Angeles	317	losangca	106102	118	2
6	CA	37	Los Angeles	317	losangca	106102	119	3
6	CA	37	Los Angeles	317	losangca	106102	120	4
6	CA	37	Los Angeles	317	losangca	106102	121	3
6	CA	37	Los Angeles	317	losangca	106102	122	2
6	CA	37	Los Angeles	317	losangca	106102	123	1
6	CA	37	Los Angeles	317	losangca	106102	201	1
6	CA	37	Los Angeles	317	losangca	106102	202	2
6	CA	37	Los Angeles	317	losangca	106102	204	2
6	CA	37	Los Angeles	317	losangca	106102	205	3
6	CA	37	Los Angeles	317	losangca	106102	206	4
6	CA	37	Los Angeles	317	losangca	106102	207	4
6	CA	37	Los Angeles	317	losangca	106102	208	3
6	CA	37	Los Angeles	317	losangca	106102	209	5
6	CA	37	Los Angeles	317	losangca	106102	210	8
6	CA	37	Los Angeles	317	losangca	106102	211	8
6	CA	37	Los Angeles	317	losangca	106102	212	8
6	CA	37	Los Angeles	317	losangca	106102	213	5
6	CA	37	Los Angeles	317	losangca	106102	214	8
