Statefip	County	SMSA	Tract	jurcode	borderno	Block	tierno	pairno
34	13	New York City	20	newarknj	38	105	3	1
34	13	New York City	20	newarknj	38	106	3	1
34	13	New York City	20	newarknj	38	201	4	1
34	13	New York City	20	newarknj	38	202	5	1
34	13	New York City	20	newarknj	38	203	6	1
34	13	New York City	20	newarknj	38	204	7	1
34	13	New York City	20	newarknj	38	205	8	1
34	13	New York City	20	newarknj	38	206	8	1
34	13	New York City	20	newarknj	38	301	7	1
34	13	New York City	20	newarknj	38	302	6	1
34	13	New York City	20	newarknj	38	303	6	1
34	13	New York City	20	newarknj	38	304	7	1
34	13	New York City	20	newarknj	38	305	7	1
34	13	New York City	20	newarknj	38	306	6	1
34	13	New York City	20	newarknj	38	307	6	1
34	13	New York City	20	newarknj	38	308	6	1
34	13	New York City	20	newarknj	38	309	6	1
34	13	New York City	22	newarknj	37	203	1	1
34	13	New York City	22	newarknj	37	205	1	1
34	13	New York City	22	newarknj	37	206	1	1
34	13	New York City	22	newarknj	37	301	1	1
34	13	New York City	22	newarknj	37	302	1	1
34	13	New York City	23	newarknj	37	305	1	1
34	13	New York City	23	newarknj	37	306	1	1
34	13	New York City	23	newarknj	37	404	1	1
34	13	New York City	23	newarknj	37	405	1	1
34	13	New York City	23	newarknj	37	406	1	1
34	13	New York City	23	newarknj	37	407	1	1
34	13	New York City	23	newarknj	37	410	1	1
34	13	New York City	24	newarknj	37	202	1	2
34	13	New York City	24	newarknj	37	203	1	2
34	13	New York City	24	newarknj	37	206	1	2
34	13	New York City	24	newarknj	37	207	1	2
34	13	New York City	24	newarknj	37	208	1	2
34	13	New York City	24	newarknj	37	209	1	2
34	13	New York City	24	newarknj	38	101	1	2
34	13	New York City	24	newarknj	38	102	1	2
34	13	New York City	24	newarknj	38	103	1	2
34	13	New York City	24	newarknj	38	104	2	2
34	13	New York City	24	newarknj	38	105	1	2
34	13	New York City	24	newarknj	38	106	1	2
34	13	New York City	24	newarknj	38	107	2	2
34	13	New York City	24	newarknj	38	108	3	2
34	13	New York City	24	newarknj	38	109	4	2
34	13	New York City	24	newarknj	38	201	5	2
34	13	New York City	24	newarknj	38	202	6	2
34	13	New York City	24	newarknj	38	203	5	2
34	13	New York City	24	newarknj	38	204	4	2
34	13	New York City	24	newarknj	38	205	5	2
34	13	New York City	24	newarknj	38	206	5	2
34	13	New York City	24	newarknj	38	207	6	2
34	13	New York City	24	newarknj	38	208	6	2
34	13	New York City	24	newarknj	38	209	6	2
34	13	New York City	25	newarknj	37	308	1	2
34	13	New York City	25	newarknj	38	101	3	2
34	13	New York City	25	newarknj	38	102	3	2
34	13	New York City	25	newarknj	38	103	2	2
34	13	New York City	25	newarknj	38	104	2	2
34	13	New York City	25	newarknj	38	105	1	2
34	13	New York City	25	newarknj	38	106	1	2
34	13	New York City	25	newarknj	38	201	1	2
34	13	New York City	25	newarknj	38	202	2	2
34	13	New York City	25	newarknj	38	203	3	2
34	13	New York City	25	newarknj	38	204	4	2
34	13	New York City	25	newarknj	38	205	3	2
34	13	New York City	25	newarknj	38	206	2	2
34	13	New York City	25	newarknj	38	207	1	2
34	13	New York City	25	newarknj	38	208	2	2
34	13	New York City	25	newarknj	38	209	2	2
34	13	New York City	25	newarknj	38	301	1	2
34	13	New York City	25	newarknj	38	302	2	2
34	13	New York City	25	newarknj	38	304	2	2
34	13	New York City	25	newarknj	38	305	3	2
34	13	New York City	25	newarknj	38	306	3	2
34	13	New York City	25	newarknj	38	307	4	2
34	13	New York City	25	newarknj	38	308	5	2
34	13	New York City	26	newarknj	37	103	1	1
34	13	New York City	26	newarknj	37	104	1	1
34	13	New York City	26	newarknj	37	206	1	1
34	13	New York City	35	newarknj	37	103	1	1
34	13	New York City	35	newarknj	37	104	1	1
34	13	New York City	35	newarknj	37	111	1	1
34	13	New York City	35	newarknj	37	207	1	1
34	13	New York City	37	newarknj	37	201	1	1
34	13	New York City	42	newarknj	37	101	7	1
34	13	New York City	42	newarknj	37	102	7	1
34	13	New York City	42	newarknj	37	103	6	1
34	13	New York City	42	newarknj	37	104	6	1
34	13	New York City	42	newarknj	37	105	5	1
34	13	New York City	42	newarknj	37	106	5	1
34	13	New York City	42	newarknj	37	107	4	1
34	13	New York City	42	newarknj	37	108	4	1
34	13	New York City	42	newarknj	37	201	3	1
34	13	New York City	42	newarknj	37	202	2	1
34	13	New York City	42	newarknj	37	203	1	1
34	13	New York City	42	newarknj	37	204	1	1
34	13	New York City	42	newarknj	37	205	1	1
34	13	New York City	42	newarknj	37	207	2	1
34	13	New York City	42	newarknj	37	208	3	1
34	13	New York City	43	newarknj	37	102	1	1
34	13	New York City	43	newarknj	37	105	1	1
34	13	New York City	43	newarknj	37	106	1	1
34	13	New York City	43	newarknj	37	205	1	1
34	13	New York City	43	newarknj	37	301	1	1
34	13	New York City	43	newarknj	37	406	1	1
34	13	New York City	43	newarknj	37	407	1	1
34	13	New York City	45	newarknj	37	301	1	1
34	13	New York City	45	newarknj	37	302	1	1
34	13	New York City	45	newarknj	37	306	1	1
34	13	New York City	45	newarknj	37	402	1	1
34	13	New York City	102	easoranj	38	213	1	1
34	13	New York City	102	easoranj	38	301	1	1
34	13	New York City	102	easoranj	38	302	1	1
34	13	New York City	103	easoranj	38	103	1	1
34	13	New York City	108	easoranj	38	101	1	1
34	13	New York City	108	easoranj	38	102	1	1
34	13	New York City	108	easoranj	38	205	1	1
34	13	New York City	108	easoranj	38	206	1	1
34	13	New York City	109	easoranj	38	204	1	1
34	13	New York City	109	easoranj	38	205	1	1
34	13	New York City	109	easoranj	38	302	1	1
34	13	New York City	109	easoranj	38	303	1	1
34	13	New York City	115	easoranj	38	304	1	1
34	13	New York City	115	easoranj	38	305	1	1
34	13	New York City	115	easoranj	38	306	1	1
34	13	New York City	115	easoranj	38	307	1	1
34	13	New York City	117	easoranj	38	103	1	1
34	13	New York City	117	easoranj	38	202	1	1
34	13	New York City	117	easoranj	38	203	1	1
34	13	New York City	118	easoranj	38	103	1	1
34	13	New York City	118	easoranj	38	104	2	1
34	13	New York City	118	easoranj	38	105	2	1
34	13	New York City	118	easoranj	38	106	1	1
34	13	New York City	118	easoranj	38	201	1	1
34	13	New York City	118	easoranj	38	202	1	1
34	13	New York City	118	easoranj	38	203	1	1
34	13	New York City	118	easoranj	38	204	1	1
34	13	New York City	118	easoranj	38	205	2	1
34	13	New York City	118	easoranj	38	206	2	1
34	13	New York City	118	easoranj	38	301	1	1
34	13	New York City	118	easoranj	38	302	1	1
34	13	New York City	118	easoranj	38	303	1	1
34	13	New York City	118	easoranj	38	304	2	1
34	13	New York City	118	easoranj	38	305	1	1
34	13	New York City	123	irvingnj	37	105	1	1
34	13	New York City	123	irvingnj	37	304	1	1
34	13	New York City	123	irvingnj	37	305	1	1
34	13	New York City	123	irvingnj	37	401	1	1
34	13	New York City	123	irvingnj	37	402	1	1
34	13	New York City	123	irvingnj	37	403	1	1
34	13	New York City	123	irvingnj	37	404	1	1
34	13	New York City	123	irvingnj	37	405	1	1
34	13	New York City	125	irvingnj	37	101	1	1
34	13	New York City	125	irvingnj	37	103	1	1
34	13	New York City	125	irvingnj	37	104	1	1
34	13	New York City	125	irvingnj	37	106	1	1
34	13	New York City	125	irvingnj	37	202	1	1
34	13	New York City	125	irvingnj	37	203	1	1
34	13	New York City	125	irvingnj	37	304	1	1
34	13	New York City	125	irvingnj	37	306	1	1
34	13	New York City	125	irvingnj	37	401	1	1
34	13	New York City	125	irvingnj	37	405	1	1
34	13	New York City	126	irvingnj	37	107	1	1
34	13	New York City	126	irvingnj	37	108	1	1
34	13	New York City	126	irvingnj	37	201	1	1
34	13	New York City	131	irvingnj	37	102	2	1
34	13	New York City	131	irvingnj	37	105	2	1
34	13	New York City	131	irvingnj	37	106	3	1
34	13	New York City	131	irvingnj	37	107	3	1
34	13	New York City	131	irvingnj	37	108	4	1
34	13	New York City	131	irvingnj	37	201	4	1
34	13	New York City	131	irvingnj	37	202	4	1
34	13	New York City	131	irvingnj	37	203	3	1
34	13	New York City	131	irvingnj	37	204	2	1
34	13	New York City	131	irvingnj	37	101	1	1
34	13	New York City	131	irvingnj	37	103	1	1
34	13	New York City	131	irvingnj	37	104	1	1
34	13	New York City	131	irvingnj	37	205	1	1
34	13	New York City	131	irvingnj	37	206	1	1
34	13	New York City	131	irvingnj	37	209	1	1
34	13	New York City	132	irvingnj	37	101	1	1
34	13	New York City	132	irvingnj	37	102	1	1
34	13	New York City	132	irvingnj	37	303	1	1
34	13	New York City	132	irvingnj	37	304	1	1
34	13	New York City	132	irvingnj	37	305	1	1
34	13	New York City	133	irvingnj	37	102	1	1
34	13	New York City	133	irvingnj	37	104	1	1
34	13	New York City	133	irvingnj	37	105	1	1
34	13	New York City	133	irvingnj	37	204	1	1
34	13	New York City	133	irvingnj	37	205	1	1
34	13	New York City	133	irvingnj	37	302	1	1
34	13	New York City	133	irvingnj	37	303	1	1
34	13	New York City	133	irvingnj	37	304	1	1
34	13	New York City	133	irvingnj	37	305	1	1
34	13	New York City	133	irvingnj	37	306	1	1
34	13	New York City	133	irvingnj	37	401	1	1
34	13	New York City	133	irvingnj	37	402	1	1
34	13	New York City	133	irvingnj	37	405	1	1
34	13	New York City	133	irvingnj	37	501	1	1
34	13	New York City	133	irvingnj	37	502	1	1
34	13	New York City	133	irvingnj	37	503	1	1
34	13	New York City	133	irvingnj	37	505	1	1
34	13	New York City	162	montclnj	73	101	1	1
34	13	New York City	162	montclnj	73	102	2	1
34	13	New York City	162	montclnj	73	103	2	1
34	13	New York City	162	montclnj	73	104	2	1
34	13	New York City	162	montclnj	73	105	3	1
34	13	New York City	162	montclnj	73	108	3	1
34	13	New York City	162	montclnj	73	109	4	1
34	13	New York City	162	montclnj	73	110	5	1
34	13	New York City	162	montclnj	73	202	5	1
34	13	New York City	162	montclnj	73	204	4	1
34	13	New York City	162	montclnj	73	205	4	1
34	13	New York City	162	montclnj	73	206	4	1
34	13	New York City	162	montclnj	73	207	3	1
34	13	New York City	162	montclnj	73	208	3	1
34	13	New York City	162	montclnj	73	210	3	1
34	13	New York City	162	montclnj	73	211	2	1
34	13	New York City	162	montclnj	73	303	2	1
34	13	New York City	162	montclnj	73	304	3	1
34	13	New York City	162	montclnj	73	306	4	1
34	13	New York City	162	montclnj	73	307	4	1
34	13	New York City	162	montclnj	73	308	5	1
34	13	New York City	162	montclnj	73	309	6	1
34	13	New York City	162	montclnj	73	310	7	1
34	17	New York City	2	jercitnj	34	102	1	1
34	17	New York City	2	jercitnj	34	103	2	1
34	17	New York City	2	jercitnj	34	104	1	1
34	17	New York City	2	jercitnj	34	105	2	1
34	17	New York City	2	jercitnj	34	106	3	1
34	17	New York City	2	jercitnj	34	107	4	1
34	17	New York City	2	jercitnj	34	201	5	1
34	17	New York City	2	jercitnj	34	202	5	1
34	17	New York City	2	jercitnj	34	203	6	1
34	17	New York City	2	jercitnj	34	204	6	1
34	17	New York City	2	jercitnj	34	205	7	1
34	17	New York City	2	jercitnj	34	206	7	1
34	17	New York City	2	jercitnj	34	207	8	1
34	17	New York City	2	jercitnj	34	301	8	1
34	17	New York City	2	jercitnj	34	302	8	1
34	17	New York City	2	jercitnj	34	303	8	1
34	17	New York City	3	jercitnj	34	105	1	1
34	17	New York City	3	jercitnj	34	106	1	1
34	17	New York City	3	jercitnj	34	107	1	1
34	17	New York City	61	jercitnj	35	301	1	1
34	17	New York City	61	jercitnj	35	406	1	1
34	17	New York City	63	jercitnj	35	115	3	1
34	17	New York City	63	jercitnj	35	201	4	1
34	17	New York City	63	jercitnj	35	202	4	1
34	17	New York City	63	jercitnj	35	203	5	1
34	17	New York City	63	jercitnj	35	204	6	1
34	17	New York City	63	jercitnj	35	205	7	1
34	17	New York City	63	jercitnj	35	206	6	1
34	17	New York City	63	jercitnj	35	301	8	1
34	17	New York City	63	jercitnj	35	308	8	1
34	17	New York City	101	bayonnnj	35	107	1	1
34	17	New York City	101	bayonnnj	35	205	1	1
34	17	New York City	102	bayonnnj	35	102	1	1
34	17	New York City	102	bayonnnj	35	103	1	1
34	17	New York City	103	easoranj	38	306	1	1
34	17	New York City	103	easoranj	38	305	1	1
34	17	New York City	103	easoranj	38	304	2	1
34	17	New York City	103	easoranj	38	303	3	1
34	17	New York City	103	easoranj	38	302	4	1
34	17	New York City	103	easoranj	38	301	5	1
34	17	New York City	103	easoranj	38	206	6	1
34	17	New York City	103	easoranj	38	205	6	1
34	17	New York City	103	easoranj	38	204	7	1
34	17	New York City	103	easoranj	38	203	8	1
34	17	New York City	103	easoranj	38	101	1	1
34	17	New York City	123	kearnynj	36	101	1	1
34	17	New York City	123	kearnynj	36	103	1	1
34	17	New York City	123	kearnynj	36	104	1	1
34	17	New York City	123	kearnynj	36	105	1	1
34	17	New York City	123	kearnynj	36	106	1	1
34	17	New York City	124	kearnynj	36	101	1	1
34	17	New York City	124	kearnynj	36	102	1	1
34	17	New York City	124	kearnynj	36	103	1	1
34	17	New York City	124	kearnynj	36	105	1	1
34	17	New York City	124	kearnynj	36	106	1	1
34	17	New York City	124	kearnynj	36	111	1	1
34	17	New York City	124	kearnynj	36	307	3	1
34	17	New York City	124	kearnynj	36	308	3	1
34	17	New York City	124	kearnynj	36	310	2	1
34	17	New York City	124	kearnynj	36	312	2	1
34	17	New York City	124	kearnynj	36	313	2	1
34	17	New York City	124	kearnynj	36	403	1	1
34	17	New York City	124	kearnynj	36	404	1	1
34	17	New York City	124	kearnynj	36	405	1	1
34	17	New York City	124	kearnynj	36	406	1	1
34	17	New York City	124	kearnynj	36	407	1	1
34	17	New York City	124	kearnynj	36	408	1	1
34	17	New York City	124	kearnynj	36	409	1	1
34	17	New York City	177	unicitnj	34	104	2	1
34	17	New York City	177	unicitnj	34	106	1	1
34	17	New York City	177	unicitnj	34	107	1	1
34	17	New York City	177	unicitnj	34	108	1	1
34	17	New York City	177	unicitnj	34	109	1	1
34	17	New York City	177	unicitnj	34	201	1	1
34	17	New York City	177	unicitnj	34	202	2	1
34	17	New York City	177	unicitnj	34	204	2	1
34	17	New York City	177	unicitnj	34	205	3	1
34	17	New York City	177	unicitnj	34	206	3	1
34	17	New York City	177	unicitnj	34	208	2	1
34	17	New York City	177	unicitnj	34	209	4	1
34	17	New York City	177	unicitnj	34	210	5	1
34	17	New York City	178	unicitnj	34	103	1	1
34	17	New York City	178	unicitnj	34	204	1	1
34	31	New York City	1245	cliftonj	33	301	1	1
34	31	New York City	1245	cliftonj	33	302	1	1
34	31	New York City	1245	cliftonj	33	303	1	1
34	31	New York City	1245	cliftonj	33	305	1	1
34	31	New York City	1245	cliftonj	33	308	1	1
34	31	New York City	1245	cliftonj	33	310	1	1
34	31	New York City	1245	cliftonj	33	316	1	1
34	31	New York City	1245	cliftonj	33	511	1	1
34	31	New York City	1245	cliftonj	33	514	1	1
34	31	New York City	1245	cliftonj	33	515	1	1
34	31	New York City	1247	cliftonj	32	408	8	1
34	31	New York City	1247	cliftonj	32	409	8	1
34	31	New York City	1247	cliftonj	32	410	8	1
34	31	New York City	1247	cliftonj	32	412	6	1
34	31	New York City	1247	cliftonj	32	413	7	1
34	31	New York City	1247	cliftonj	32	416	7	1
34	31	New York City	1247	cliftonj	32	417	7	1
34	31	New York City	1247	cliftonj	32	505	4	1
34	31	New York City	1247	cliftonj	32	506	4	1
34	31	New York City	1247	cliftonj	32	507	4	1
34	31	New York City	1247	cliftonj	32	508	4	1
34	31	New York City	1247	cliftonj	32	509	3	1
34	31	New York City	1247	cliftonj	32	510	3	1
34	31	New York City	1247	cliftonj	32	511	3	1
34	31	New York City	1247	cliftonj	32	512	3	1
34	31	New York City	1247	cliftonj	32	513	2	1
34	31	New York City	1247	cliftonj	32	514	2	1
34	31	New York City	1247	cliftonj	32	515	2	1
34	31	New York City	1247	cliftonj	32	516	2	1
34	31	New York City	1247	cliftonj	32	601	1	1
34	31	New York City	1247	cliftonj	32	602	1	1
34	31	New York City	1247	cliftonj	32	603	1	1
34	31	New York City	1247	cliftonj	32	604	1	1
34	31	New York City	1247	cliftonj	32	606	1	1
34	31	New York City	1247	cliftonj	32	607	1	1
34	31	New York City	1247	cliftonj	32	608	1	1
34	31	New York City	1249	cliftonj	33	108	1	1
34	31	New York City	1249	cliftonj	33	109	1	1
34	31	New York City	1249	cliftonj	33	201	1	1
34	31	New York City	1249	cliftonj	33	308	1	1
34	31	New York City	1249	cliftonj	33	309	1	1
34	31	New York City	1249	cliftonj	33	310	1	1
34	31	New York City	1249	cliftonj	33	311	1	1
34	31	New York City	1249	cliftonj	33	312	1	1
34	31	New York City	1250	cliftonj	33	607	1	1
34	31	New York City	1251	cliftonj	33	103	4	1
34	31	New York City	1251	cliftonj	33	104	4	1
34	31	New York City	1251	cliftonj	33	105	3	1
34	31	New York City	1251	cliftonj	33	106	3	1
34	31	New York City	1251	cliftonj	33	203	1	1
34	31	New York City	1251	cliftonj	33	204	2	1
34	31	New York City	1251	cliftonj	33	206	1	1
34	31	New York City	1251	cliftonj	33	301	1	1
34	31	New York City	1251	cliftonj	33	302	1	1
34	31	New York City	1251	cliftonj	33	303	1	1
34	31	New York City	1251	cliftonj	33	304	2	1
34	31	New York City	1251	cliftonj	33	305	2	1
34	31	New York City	1251	cliftonj	33	401	3	1
34	31	New York City	1251	cliftonj	33	402	3	1
34	31	New York City	1251	cliftonj	33	403	3	1
34	31	New York City	1251	cliftonj	33	404	3	1
34	31	New York City	1251	cliftonj	33	405	4	1
34	31	New York City	1251	cliftonj	33	406	4	1
34	31	New York City	1251	cliftonj	33	408	5	1
34	31	New York City	1753	passainj	33	409	1	1
34	31	New York City	1753	passainj	33	408	1	1
34	31	New York City	1753	passainj	33	407	1	1
34	31	New York City	1753	passainj	33	103	1	1
34	31	New York City	1753	passainj	33	102	1	1
34	31	New York City	1753	passainj	33	101	1	1
34	31	New York City	1753	passainj	33	404	2	1
34	31	New York City	1753	passainj	33	406	2	1
34	31	New York City	1753	passainj	33	104	2	1
34	31	New York City	1753	passainj	33	405	3	1
34	31	New York City	1753	passainj	33	403	4	1
34	31	New York City	1753	passainj	33	401	5	1
34	31	New York City	1753	passainj	33	402	5	1
34	31	New York City	1753	passainj	33	105	5	1
34	31	New York City	1753	passainj	33	106	6	1
34	31	New York City	1753	passainj	33	107	6	1
34	31	New York City	1753	passainj	33	305	6	1
34	31	New York City	1753	passainj	33	306	6	1
34	31	New York City	1753	passainj	33	303	7	1
34	31	New York City	1753	passainj	33	304	7	1
34	31	New York City	1753	passainj	33	302	8	1
34	31	New York City	1753	passainj	33	301	8	1
34	31	New York City	1754	passainj	33	101	1	1
34	31	New York City	1754	passainj	33	609	1	1
34	31	New York City	1755	passainj	33	101	1	1
34	31	New York City	1755	passainj	33	102	1	1
34	31	New York City	1755	passainj	33	103	1	1
34	31	New York City	1755	passainj	33	104	1	1
34	31	New York City	1755	passainj	33	204	1	1
34	31	New York City	1755	passainj	33	205	1	1
34	31	New York City	1755	passainj	33	306	1	1
34	31	New York City	1755	passainj	33	310	1	1
34	31	New York City	1756	passainj	33	110	1	1
34	31	New York City	1756	passainj	33	212	1	1
34	31	New York City	1756	passainj	33	213	1	1
34	31	New York City	1756	passainj	33	302	1	1
34	31	New York City	1756	passainj	33	409	1	1
34	31	New York City	1756	passainj	33	501	1	1
34	31	New York City	1756	passainj	33	505	1	1
34	31	New York City	1756	passainj	33	506	1	1
34	31	New York City	1756	passainj	33	507	1	1
34	31	New York City	1756	passainj	33	508	1	1
34	31	New York City	1756	passainj	33	603	1	1
34	31	New York City	1756	passainj	33	612	1	1
34	31	New York City	1756	passainj	33	613	1	1
34	31	New York City	1756	passainj	33	618	1	1
34	31	New York City	1756	passainj	33	619	1	1
34	31	New York City	1756	passainj	33	620	1	1
34	31	New York City	1756	passainj	33	621	1	1
34	31	New York City	1757	passainj	33	308	1	1
34	31	New York City	1757	passainj	33	309	1	1
34	31	New York City	1757	passainj	33	310	1	1
34	31	New York City	1757	passainj	33	312	1	1
34	31	New York City	1757	passainj	33	401	1	1
34	31	New York City	1757	passainj	33	402	1	1
34	31	New York City	1757	passainj	33	403	1	1
34	31	New York City	1830	patersnj	32	101	1	1
34	31	New York City	1830	patersnj	32	308	1	1
34	31	New York City	1830	patersnj	32	309	1	1
34	31	New York City	1830	patersnj	32	401	1	1
34	31	New York City	1830	patersnj	32	404	1	1
34	31	New York City	1830	patersnj	32	405	1	1
34	31	New York City	1830	patersnj	32	406	1	1
34	31	New York City	1830	patersnj	32	407	1	1
34	31	New York City	1830	patersnj	32	502	1	1
34	31	New York City	1830	patersnj	32	503	1	1
34	31	New York City	1830	patersnj	32	604	1	1
34	31	New York City	1831	patersnj	32	201	8	1
34	31	New York City	1831	patersnj	32	202	8	1
34	31	New York City	1831	patersnj	32	203	7	1
34	31	New York City	1831	patersnj	32	204	7	1
34	31	New York City	1831	patersnj	32	206	6	1
34	31	New York City	1831	patersnj	32	207	5	1
34	31	New York City	1831	patersnj	32	208	5	1
34	31	New York City	1831	patersnj	32	209	4	1
34	31	New York City	1831	patersnj	32	210	4	1
34	31	New York City	1831	patersnj	32	301	3	1
34	31	New York City	1831	patersnj	32	302	3	1
34	31	New York City	1831	patersnj	32	303	2	1
34	31	New York City	1831	patersnj	32	304	2	1
34	31	New York City	1831	patersnj	32	305	1	1
34	31	New York City	1831	patersnj	32	306	1	1
34	31	New York City	1831	patersnj	32	307	1	1
34	31	New York City	1831	patersnj	32	308	1	1
34	31	New York City	1831	patersnj	32	401	2	1
34	31	New York City	1831	patersnj	32	402	2	1
34	31	New York City	1831	patersnj	32	403	2	1
34	31	New York City	1831	patersnj	32	404	2	1
34	31	New York City	1831	patersnj	32	405	2	1
34	31	New York City	1831	patersnj	32	406	3	1
34	31	New York City	1831	patersnj	32	407	3	1
34	31	New York City	1831	patersnj	32	408	3	1
34	31	New York City	1831	patersnj	32	409	3	1
34	31	New York City	1831	patersnj	32	503	4	1
34	31	New York City	1831	patersnj	32	504	4	1
34	31	New York City	1831	patersnj	32	505	4	1
34	31	New York City	1831	patersnj	32	506	4	1
34	31	New York City	1831	patersnj	32	507	4	1
34	31	New York City	1831	patersnj	32	508	4	1
34	31	New York City	1831	patersnj	32	509	5	1
34	31	New York City	1831	patersnj	32	601	6	1
34	31	New York City	1831	patersnj	32	602	6	1
34	31	New York City	1831	patersnj	32	603	6	1
34	31	New York City	1831	patersnj	32	604	6	1
34	31	New York City	1831	patersnj	32	605	6	1
34	31	New York City	1831	patersnj	32	606	6	1
34	31	New York City	1831	patersnj	32	609	7	1
34	31	New York City	1831	patersnj	32	610	7	1
34	31	New York City	1831	patersnj	32	611	8	1
34	31	New York City	1831	patersnj	32	612	8	1
34	31	New York City	1831	patersnj	32	701	8	1
34	31	New York City	124301	cliftonj	73	205	8	1
34	31	New York City	124301	cliftonj	73	206	8	1
34	31	New York City	124301	cliftonj	73	207	7	1
34	31	New York City	124301	cliftonj	73	208	5	1
34	31	New York City	124301	cliftonj	73	209	5	1
34	31	New York City	124301	cliftonj	73	210	7	1
34	31	New York City	124301	cliftonj	73	211	7	1
34	31	New York City	124301	cliftonj	73	212	6	1
34	31	New York City	124301	cliftonj	73	301	6	1
34	31	New York City	124301	cliftonj	73	302	6	1
34	31	New York City	124301	cliftonj	73	303	7	1
34	31	New York City	124301	cliftonj	73	304	7	1
34	31	New York City	124301	cliftonj	73	305	6	1
34	31	New York City	124301	cliftonj	73	306	6	1
34	31	New York City	124301	cliftonj	73	308	5	1
34	31	New York City	124301	cliftonj	73	405	3	1
34	31	New York City	124301	cliftonj	73	406	4	1
34	31	New York City	124301	cliftonj	73	407	3	1
34	31	New York City	124301	cliftonj	73	408	4	1
34	31	New York City	124301	cliftonj	73	410	3	1
34	31	New York City	124301	cliftonj	73	411	3	1
34	31	New York City	124301	cliftonj	73	501	2	1
34	31	New York City	124301	cliftonj	73	502	2	1
34	31	New York City	124301	cliftonj	73	503	3	1
34	31	New York City	124301	cliftonj	73	504	3	1
34	31	New York City	124301	cliftonj	73	505	3	1
34	31	New York City	124301	cliftonj	73	506	2	1
34	31	New York City	124301	cliftonj	73	507	2	1
34	31	New York City	124301	cliftonj	73	508	2	1
34	31	New York City	124301	cliftonj	73	509	2	1
34	31	New York City	124301	cliftonj	73	510	1	1
34	31	New York City	124301	cliftonj	73	511	1	1
34	31	New York City	124301	cliftonj	73	512	1	1
34	31	New York City	124301	cliftonj	73	514	1	1
34	31	New York City	124401	cliftonj	33	101	1	1
34	31	New York City	124401	cliftonj	33	102	1	1
34	31	New York City	124401	cliftonj	33	109	1	1
34	31	New York City	124401	cliftonj	33	110	1	1
34	31	New York City	124401	cliftonj	33	111	1	1
34	31	New York City	124401	cliftonj	33	205	1	1
34	31	New York City	124401	cliftonj	33	206	1	1
34	31	New York City	124401	cliftonj	33	207	1	1
34	31	New York City	124401	cliftonj	33	216	1	1
34	31	New York City	124401	cliftonj	33	301	1	1
34	31	New York City	124401	cliftonj	33	303	1	1
34	31	New York City	124401	cliftonj	33	304	1	1
34	31	New York City	124402	cliftonj	33	104	1	1
34	31	New York City	124402	cliftonj	33	105	1	1
34	31	New York City	124402	cliftonj	33	106	1	1
34	31	New York City	124402	cliftonj	33	107	1	1
34	31	New York City	124402	cliftonj	33	108	1	1
34	31	New York City	124402	cliftonj	33	324	1	1
34	31	New York City	124402	cliftonj	33	331	1	1
34	31	New York City	124601	cliftonj	32	102	1	1
34	31	New York City	124601	cliftonj	32	103	1	1
34	31	New York City	124601	cliftonj	32	104	1	1
34	31	New York City	124601	cliftonj	32	105	1	1
34	31	New York City	124601	cliftonj	32	106	1	1
34	31	New York City	124601	cliftonj	32	107	1	1
34	31	New York City	124601	cliftonj	32	108	1	1
34	31	New York City	124601	cliftonj	32	109	1	1
34	31	New York City	124601	cliftonj	32	110	1	1
34	31	New York City	124601	cliftonj	32	202	1	1
34	31	New York City	124601	cliftonj	32	203	1	1
34	31	New York City	124601	cliftonj	32	204	1	1
36	5	New York City	341	newyorny	31	101	1	1
36	5	New York City	343	newyorny	31	103	1	1
36	5	New York City	414	newyorny	31	107	5	1
36	5	New York City	414	newyorny	31	108	6	1
36	5	New York City	414	newyorny	31	109	7	1
36	5	New York City	414	newyorny	31	201	7	1
36	5	New York City	414	newyorny	31	202	7	1
36	5	New York City	414	newyorny	31	203	6	1
36	5	New York City	414	newyorny	31	204	6	1
36	5	New York City	414	newyorny	31	205	5	1
36	5	New York City	414	newyorny	31	206	5	1
36	5	New York City	414	newyorny	31	301	4	1
36	5	New York City	414	newyorny	31	304	3	1
36	5	New York City	414	newyorny	31	305	4	1
36	5	New York City	414	newyorny	31	306	4	1
36	5	New York City	414	newyorny	75	101	1	1
36	5	New York City	442	newyorny	75	102	1	1
36	5	New York City	442	newyorny	75	103	1	1
36	5	New York City	442	newyorny	75	109	1	1
36	5	New York City	442	newyorny	75	111	1	1
36	5	New York City	442	newyorny	75	112	1	1
36	5	New York City	442	newyorny	75	113	1	1
36	5	New York City	446	newyorny	75	102	1	1
36	5	New York City	448	newyorny	75	101	1	1
36	5	New York City	448	newyorny	75	102	1	1
36	5	New York City	454	newyorny	75	102	1	1
36	5	New York City	454	newyorny	75	103	1	1
36	5	New York City	454	newyorny	75	104	1	1
36	5	New York City	454	newyorny	75	105	1	1
36	5	New York City	454	newyorny	75	106	1	1
36	5	New York City	454	newyorny	75	303	1	1
36	5	New York City	454	newyorny	75	304	1	1
36	5	New York City	45102	newyorny	31	101	1	1
36	5	New York City	45102	newyorny	31	105	1	1
36	5	New York City	45102	newyorny	31	201	1	1
36	35	Cleveland	1192	cleveloh	25	101	1	1
36	35	Cleveland	1192	cleveloh	25	103	1	1
36	35	Cleveland	1192	cleveloh	25	105	1	1
